player_id,match_id,shot,goal,assist,pass,pass_accurate,tackle,accel,counter,opportunity,keypass,own_goal,interception,smart,clearance,cross,air_duel,air_duel_won,gk_leave_line,gk_save_attempt,throw,corner,started,pos,min,player_rank
3355,2058003,0,0,0,58,52,2,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,True,central MF,90.0,0.0075
3359,2057972,7,0,0,67,61,0,7,10,5,1,0,0,0,0,0,0,0,0,0,0,1,True,central FW,90.0,0.0057
3359,2057974,1,0,0,27,22,0,2,4,2,0,0,2,0,0,0,2,0,0,0,0,0,True,central MF,90.0,0.0106
3359,2057976,1,1,0,59,45,1,3,4,2,1,0,5,0,0,3,2,0,0,0,0,0,True,central MF,90.0,0.0295
3359,2058003,3,0,1,33,27,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,True,right FW,90.0,0.0555
3384,2057984,1,0,0,27,23,1,0,7,1,0,0,1,0,1,1,3,1,0,0,0,0,True,central MF,74.0,-0.008
3384,2057987,2,0,0,29,26,0,0,3,1,0,0,5,0,2,1,1,1,0,0,2,2,True,central MF,68.0,0.0105
3384,2057989,2,0,0,29,28,0,0,0,2,0,0,3,0,1,0,1,0,0,0,0,0,True,central MF-central FW,75.0,0.0055
3384,2058006,2,0,0,42,38,3,4,1,0,0,0,1,0,0,1,0,0,0,0,1,3,True,central MF,90.0,-0.0054
3429,2057990,0,0,0,19,17,0,0,1,0,0,0,2,0,0,0,0,0,1,2,0,0,True,,,
3429,2057992,0,2,0,29,23,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,True,,,
3429,2057994,0,0,0,28,26,0,0,0,0,0,0,5,0,1,0,2,2,5,0,0,0,True,,,
3429,2058007,0,2,0,20,19,0,0,2,0,0,0,3,0,1,0,0,0,2,4,0,0,True,,,
3429,2058011,0,1,0,21,17,0,0,0,0,0,0,2,0,1,0,0,0,1,5,0,0,True,,,
3429,2058014,0,1,0,11,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,True,,,
3429,2058016,0,0,0,27,24,0,0,1,0,0,0,3,0,0,0,0,0,1,5,0,0,True,,,
3431,2057978,1,0,0,68,64,0,0,0,1,0,0,4,0,0,0,4,3,0,0,0,0,True,left CB,90.0,0.0106
3431,2057980,0,0,0,55,55,0,0,0,0,0,0,3,0,3,0,5,2,0,0,0,0,True,left CB,90.0,0.0141
3431,2057982,0,0,0,50,48,1,0,5,0,0,0,6,0,3,0,4,3,0,0,0,0,True,left CB,90.0,0.0247
3431,2058006,0,0,0,34,32,1,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,True,left CB,90.0,0.0077
3431,2058011,0,0,0,39,36,0,0,0,1,1,0,8,0,2,0,5,2,0,0,1,0,True,left CB,90.0,0.0111
3433,2057955,0,0,0,61,53,1,0,0,0,0,0,5,0,5,0,8,5,0,0,0,0,True,left CB,90.0,0.0244
3433,2057957,0,0,0,43,39,1,1,0,0,0,0,3,0,1,0,3,2,0,0,0,0,True,left CB,90.0,0.0082
3433,2057958,2,0,0,49,42,0,0,0,1,0,0,2,0,2,0,4,2,0,0,0,0,True,left CB,90.0,0.021
3433,2058002,0,0,0,21,19,0,0,0,0,0,0,5,0,5,0,8,2,0,0,0,0,True,left CB,90.0,0.0163
3433,2058010,1,0,0,37,33,1,1,0,1,0,0,3,0,2,0,4,1,0,0,1,0,True,left CB,90.0,0.007
3434,2057982,1,0,0,75,66,1,0,1,1,0,0,3,0,1,1,2,1,0,0,7,0,False,left MF,80.0,0.0149
3434,2058006,0,0,0,38,32,0,1,0,0,0,0,4,0,0,1,1,1,0,0,12,0,True,left MF,90.0,-0.0118
3443,2057960,0,0,0,83,77,1,0,0,0,0,0,5,0,1,1,0,0,0,0,0,1,True,central MF,90.0,0.0078
3443,2057963,0,0,0,30,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,central MF,19.0,0.0049
3443,2058004,1,0,0,154,148,1,0,0,0,1,0,7,0,3,2,0,0,0,0,0,1,True,central MF,120.0,-0.0229
3445,2057972,1,0,0,76,64,2,2,2,0,0,0,4,0,1,4,12,3,0,0,6,0,True,right MF,90.0,0.0062
3445,2057974,0,0,0,17,14,1,0,0,0,0,0,4,0,2,2,3,2,0,0,5,0,True,right MF,56.0,0.0003
3450,2057997,2,0,0,21,19,1,0,2,2,0,0,1,0,1,0,8,2,0,0,0,0,True,central FW,90.0,0.028
3450,2057998,2,1,0,25,19,0,0,1,2,0,0,2,0,2,1,19,4,0,0,0,0,True,central FW,78.0,0.009
3450,2058001,1,0,0,15,10,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,True,central FW,89.0,-0.0078
3450,2058009,3,1,0,28,23,1,0,2,3,1,0,1,0,0,1,10,3,0,0,1,0,True,central FW,120.0,-0.0058
3463,2058003,0,0,0,25,21,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,False,central MF-right CB,44.0,0.0038
3476,2057973,1,0,0,59,49,2,0,0,1,2,0,4,0,2,2,4,2,0,0,1,2,True,central MF,90.0,0.0154
3476,2057974,3,1,0,33,24,2,1,2,3,1,0,5,0,0,0,4,2,0,0,0,0,True,central MF,90.0,0.0293
3476,2057977,1,0,0,5,4,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,False,left FW,8.0,-0.0064
3476,2058005,4,1,0,81,72,0,2,1,4,1,0,6,0,0,0,2,1,0,0,0,0,True,central MF,120.0,0.0532
3476,2058012,0,1,0,82,73,0,1,0,0,0,0,9,0,0,0,7,2,0,0,1,0,True,central MF,120.0,-0.0033
3476,2058015,1,0,0,82,67,0,1,6,1,1,0,7,0,1,1,5,1,0,0,0,3,True,left FW,120.0,0.0003
3476,2058017,3,0,0,62,51,2,7,1,1,3,0,3,0,0,3,4,2,0,0,4,3,True,left FW,90.0,0.0082
3509,2057961,0,0,0,14,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,True,central MF,65.0,-0.0193
3531,2058009,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,
3551,2057972,0,1,0,16,15,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,True,,,
3551,2057974,0,3,0,31,22,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,True,,,
3563,2057960,2,0,0,97,90,0,2,0,2,0,0,2,0,0,5,3,1,0,0,2,3,True,left FW,90.0,0.0171
3563,2057963,3,0,0,103,93,1,2,0,1,2,0,0,0,0,5,0,0,0,0,2,5,True,left FW,90.0,-0.003
3563,2057965,2,1,0,96,90,1,2,3,2,3,0,2,0,0,3,2,2,0,0,1,3,True,left FW,90.0,0.0077
3563,2058004,1,0,0,151,131,0,0,1,0,1,0,3,0,0,6,1,0,0,0,4,3,True,left FW,120.0,0.0023
3682,2057966,3,1,0,17,10,0,0,3,4,0,0,0,0,0,0,2,1,0,0,1,1,True,central FW,70.0,-0.0009
3682,2057968,2,0,0,31,24,1,2,6,2,2,0,0,0,0,2,3,1,0,0,1,2,True,central FW,80.0,0.0217
3682,2057970,2,0,0,42,31,1,1,3,2,0,0,1,0,0,3,0,0,0,0,0,0,True,central FW,66.0,0.0249
3682,2058003,0,1,0,18,14,1,0,5,1,0,0,2,0,1,0,2,0,0,0,0,0,True,central MF,83.0,-0.0177
3682,2058010,1,1,1,57,47,1,0,2,2,0,0,0,0,1,1,3,1,0,0,1,3,True,central MF,93.0,-0.0157
3682,2058014,4,0,1,30,27,0,3,2,1,1,0,0,0,0,0,1,0,0,0,1,2,True,central FW,90.0,0.0002
3682,2058017,1,1,0,22,19,2,2,0,1,1,0,6,0,1,0,3,3,0,0,0,2,True,central MF,90.0,0.0308
3685,2057984,1,0,0,24,19,0,4,12,1,3,0,0,0,0,2,0,0,0,0,0,0,True,left FW,58.0,0.0254
3685,2057987,1,1,0,29,26,0,4,5,1,1,0,1,0,0,2,2,1,0,0,0,0,True,central FW,77.0,0.0056
3685,2057989,4,0,0,28,21,0,1,0,4,0,0,0,0,0,3,5,0,0,0,2,3,True,central FW,90.0,-0.0105
3685,2058006,2,0,0,31,26,1,1,3,2,0,0,0,0,0,2,0,0,0,0,1,3,True,central FW,90.0,0.0181
3714,2058002,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,False,central MF-central FW,16.0,-0.0014
3714,2058010,0,0,0,12,5,1,0,2,0,0,0,0,0,0,3,11,3,0,0,0,0,True,central MF-central FW,59.0,-0.0109
3795,2057984,1,0,0,29,24,1,0,2,1,0,0,3,0,3,0,5,1,0,0,0,0,True,left CB,90.0,0.0289
3795,2057987,0,0,0,51,45,1,0,1,0,1,0,7,0,1,0,4,0,0,0,0,0,True,left CB,90.0,0.0016
3795,2057989,0,0,0,51,45,1,0,0,0,0,0,3,0,0,1,10,6,0,0,1,0,True,left CB,90.0,-0.0012
3802,2057978,4,1,0,73,66,0,1,0,2,0,0,3,0,0,0,0,0,0,0,1,1,True,left FW,90.0,0.0165
3802,2057980,6,1,0,85,79,0,2,2,6,1,0,4,0,0,0,3,1,0,0,0,0,True,left FW,90.0,0.0408
3802,2057982,2,0,1,55,51,0,0,8,0,1,0,2,0,1,0,2,1,0,0,0,0,True,left FW,80.0,0.0524
3802,2058006,4,0,0,27,24,0,2,1,3,0,0,1,0,0,1,1,1,0,0,0,1,True,left FW,86.0,0.0178
3802,2058011,6,0,1,77,69,0,0,1,3,1,0,2,0,0,0,1,0,0,0,1,0,True,left FW,90.0,0.071
3840,2057960,1,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,central FW,13.0,0.0133
3840,2057965,1,1,0,5,5,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,False,right FW,16.0,0.0122
3840,2058004,2,0,0,17,13,0,1,2,1,1,0,0,0,0,0,3,1,0,0,2,0,False,central FW,40.0,0.0105
3915,2057979,0,1,0,23,18,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,True,,,
3915,2057980,0,2,0,23,15,1,0,0,0,0,0,2,0,1,0,2,2,3,5,0,0,True,,,
3915,2057983,0,2,0,17,15,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,True,,,
4338,2057960,3,2,0,17,17,1,0,2,3,1,0,3,0,2,1,2,0,0,0,0,0,True,left FW,77.0,0.0293
4338,2057963,1,1,0,13,11,0,0,0,3,0,0,1,0,1,0,1,1,0,0,0,0,True,central FW,89.0,0.0148
4338,2057965,1,0,0,19,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,True,central FW,74.0,-0.0019
4338,2058004,3,0,0,12,9,0,0,0,3,0,0,3,0,1,1,7,4,0,0,0,0,True,central FW,80.0,0.0288
4498,2057960,0,0,0,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,False,,,
4498,2057963,0,0,0,35,25,1,0,0,0,0,0,2,0,1,4,1,0,0,0,2,0,True,right FW,80.0,-0.0078
4501,2057963,1,0,0,61,57,0,0,0,0,1,0,3,0,0,3,7,3,0,0,9,0,True,right MF,90.0,0.005
4501,2057965,0,0,1,57,48,0,0,0,0,1,0,2,0,0,6,1,0,0,0,14,0,True,right FW,90.0,0.0341
4501,2058004,1,0,0,40,35,0,0,0,0,0,0,1,0,0,2,1,0,0,0,4,0,False,right FW,50.0,0.0004
4513,2057954,3,2,0,22,12,0,1,4,4,0,0,2,0,0,4,2,2,0,0,0,0,False,left FW,66.0,0.0405
4513,2057956,4,1,0,28,21,0,4,2,2,0,0,5,0,0,4,2,2,0,0,3,1,True,left FW,74.0,0.0162
4513,2057958,1,0,0,10,5,0,1,5,1,0,1,3,0,0,3,0,0,0,0,1,1,True,left FW,38.0,0.0064
4513,2058004,0,1,0,6,3,0,0,1,0,0,0,2,0,0,1,2,0,0,0,0,0,False,central MF,59.0,-0.0026
4513,2058012,2,1,0,18,10,0,1,4,1,0,0,2,0,0,1,5,2,0,0,1,0,True,left FW,66.0,-0.0063
4814,2057998,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,True,central MF,32.0,-0.0046
5295,2057973,2,0,0,7,5,0,1,0,2,0,0,2,0,2,1,8,1,0,0,0,0,True,central FW,73.0,0.0128
5295,2057975,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,False,central FW,5.0,-0.0011
5295,2057976,2,0,0,3,3,0,0,1,3,1,0,4,0,2,0,10,2,0,0,0,0,False,central MF,44.0,0.0123
6509,2057961,0,1,0,11,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,True,,,
