player_id,goals,assists,own_goals,red_cards,yellow_cards,team_id,match_id,started
51132,null,0,0,0,0,7047,2058013,True
51064,null,0,0,0,0,7047,2058013,True
50798,null,0,0,0,0,7047,2058013,True
71703,null,0,0,0,0,7047,2058013,True
20876,null,0,0,0,0,7047,2058013,True
51144,null,0,0,0,0,7047,2058013,True
14908,null,0,0,0,0,7047,2058013,True
8529,0,0,0,0,94,7047,2058013,True
21275,null,0,0,0,0,7047,2058013,True
51217,null,0,0,0,0,7047,2058013,True
105333,null,0,0,0,0,6380,2058011,True
340386,null,0,0,0,0,6380,2058011,True
40550,null,0,0,0,0,6380,2058011,True
40810,null,0,0,0,0,6380,2058011,True
3310,null,0,0,0,0,6380,2058011,True
3431,null,0,0,0,0,6380,2058011,True
3802,null,1,0,0,0,6380,2058011,True
40707,null,0,0,0,89,6380,2058011,True
20394,null,0,0,0,0,6380,2058011,True
105339,null,0,1,0,85,6380,2058011,True
214220,null,0,0,0,0,6380,2058011,True
3714,0,0,0,0,0,15670,2058010,True
361807,0,0,0,0,38,15670,2058010,True
299618,0,0,0,0,0,15670,2058010,True
333571,null,0,0,0,0,15670,2058010,True
32641,null,0,0,0,0,15670,2058010,True
116269,null,0,0,0,0,15670,2058010,True
227894,null,0,0,0,0,15670,2058010,True
20460,null,0,0,0,0,15670,2058010,True
3433,null,0,0,0,0,15670,2058010,True
116349,null,0,0,0,0,15670,2058010,True
7972,null,0,0,0,0,15670,2058010,True
13484,null,0,0,0,0,2413,2058009,True
11066,null,0,0,0,0,2413,2058009,True
9380,null,0,0,0,0,2413,2058009,True
8653,null,0,0,0,0,2413,2058009,True
8945,null,0,0,0,0,2413,2058009,True
8717,1,0,0,0,0,2413,2058009,True
7964,null,0,0,0,56,2413,2058009,True
10131,null,0,0,0,0,2413,2058009,True
7934,null,0,0,0,69,2413,2058009,True
7939,0,0,0,0,0,2413,2058009,True
8277,0,0,0,0,0,2413,2058009,True
61949,0,0,0,0,31,7047,2058008,True
51132,1,0,0,0,0,7047,2058008,True
50798,null,0,0,0,0,7047,2058008,True
71703,null,0,0,0,0,7047,2058008,True
32798,null,0,0,0,0,7047,2058008,True
20876,null,0,0,0,0,7047,2058008,True
51144,null,0,0,0,0,7047,2058008,True
14908,null,0,0,0,0,7047,2058008,True
123,null,1,0,0,0,7047,2058008,True
21275,null,0,0,0,0,7047,2058008,True
51217,null,0,0,0,0,7047,2058008,True
94828,0,1,0,0,40,12913,2058007,True
94650,1,0,0,0,0,12913,2058007,True
14836,1,0,0,0,0,12913,2058007,True
94831,null,0,0,0,0,12913,2058007,True
37896,null,0,0,0,0,12913,2058007,True
94695,null,0,0,0,0,12913,2058007,True
703,null,0,0,0,0,12913,2058007,True
94814,null,0,0,0,0,12913,2058007,True
20517,null,0,0,0,0,12913,2058007,True
14929,null,0,0,0,0,12913,2058007,True
14816,null,0,0,0,0,12913,2058007,True
59003,0,0,0,0,0,15473,2058006,True
448210,0,0,0,0,38,15473,2058006,True
7941,0,0,0,0,0,15473,2058006,True
112777,null,0,0,0,0,15473,2058006,True
3685,null,0,0,0,0,15473,2058006,True
295156,null,0,0,0,0,15473,2058006,True
336178,null,0,0,0,0,15473,2058006,True
112459,0,0,0,0,55,15473,2058006,True
25816,null,0,0,0,0,15473,2058006,True
3384,0,0,0,0,92,15473,2058006,True
255387,0,0,0,0,77,15473,2058006,True
135103,0,0,0,0,0,7712,2058005,True
135150,0,0,0,0,0,7712,2058005,True
55957,null,0,0,0,0,7712,2058005,True
56394,null,0,0,0,0,7712,2058005,True
8480,null,0,0,0,0,7712,2058005,True
54,null,0,0,0,0,7712,2058005,True
55979,1,0,0,0,115,7712,2058005,True
56274,null,0,0,0,0,7712,2058005,True
20433,null,0,0,0,0,7712,2058005,True
55990,0,1,0,0,0,7712,2058005,True
55968,0,0,0,0,0,7712,2058005,True
101857,null,0,0,0,0,14358,2058004,True
101699,null,0,0,0,0,14358,2058004,True
101669,1,0,0,0,0,14358,2058004,True
103668,null,0,0,0,54,14358,2058004,True
41123,null,0,0,0,0,14358,2058004,True
257800,null,0,0,0,0,14358,2058004,True
103682,null,0,0,0,71,14358,2058004,True
101647,null,0,0,0,0,14358,2058004,True
101576,null,0,0,0,0,14358,2058004,True
101583,null,0,1,0,0,14358,2058004,True
220971,0,0,0,0,0,14358,2058004,True
70403,0,0,0,0,0,9905,2058002,True
237034,0,0,0,0,0,9905,2058002,True
70965,0,0,0,0,0,9905,2058002,True
265673,null,0,0,0,0,9905,2058002,True
37762,null,0,0,0,0,9905,2058002,True
70381,null,0,0,0,0,9905,2058002,True
3322,null,0,0,0,93,9905,2058002,True
8126,null,0,0,0,0,9905,2058002,True
28907,null,1,0,0,0,9905,2058002,True
70134,null,0,0,0,0,9905,2058002,True
3305,1,0,0,0,0,9905,2058002,True
101652,null,0,0,0,11,12274,2058003,True
86234,null,0,0,0,0,12274,2058003,True
285396,null,0,0,0,0,12274,2058003,True
90991,null,0,0,0,0,12274,2058003,True
70086,null,0,0,0,93,12274,2058003,True
3355,null,0,0,0,43,12274,2058003,True
3359,null,0,0,0,0,12274,2058003,True
3280,null,0,0,0,49,12274,2058003,True
3314,1,0,0,0,0,12274,2058003,True
86722,null,0,0,0,19,12274,2058003,True
86220,1,0,0,0,0,12274,2058003,True
9380,null,0,0,0,0,2413,2057994,True
346101,null,0,0,0,0,2413,2057994,True
7918,null,0,0,0,0,2413,2057994,True
210044,null,0,0,0,0,2413,2057994,True
8464,null,0,0,0,0,2413,2057994,True
397178,null,0,0,0,0,2413,2057994,True
10131,null,0,0,0,0,2413,2057994,True
8292,null,0,0,0,0,2413,2057994,True
235555,null,0,0,0,0,2413,2057994,True
7887,null,0,0,0,0,2413,2057994,True
12829,null,0,0,0,0,2413,2057994,True
116997,null,0,0,0,0,17929,2057995,True
91263,null,0,0,0,0,17929,2057995,True
361536,null,0,0,0,78,17929,2057995,True
401861,null,0,0,0,0,17929,2057995,True
241077,null,0,0,0,0,17929,2057995,True
125774,null,0,0,0,0,17929,2057995,True
86414,null,0,0,0,0,17929,2057995,True
273683,null,0,0,0,0,17929,2057995,True
131862,null,0,0,0,0,17929,2057995,True
125848,null,0,0,0,0,17929,2057995,True
59083,0,0,0,0,80,17929,2057995,True
14763,null,0,0,0,0,12913,2058000,True
14730,null,0,0,0,0,12913,2058000,True
94764,null,0,0,0,0,12913,2058000,True
94828,null,0,0,0,0,12913,2058000,True
94630,null,0,0,0,66,12913,2058000,True
37896,null,0,0,0,0,12913,2058000,True
14749,null,0,0,0,0,12913,2058000,True
95010,null,0,0,0,0,12913,2058000,True
94695,null,0,0,0,0,12913,2058000,True
703,null,0,0,0,0,12913,2058000,True
20517,null,0,0,0,0,12913,2058000,True
28529,0,0,0,0,0,19314,2058001,True
256480,0,0,0,0,0,19314,2058001,True
25898,0,0,0,0,51,19314,2058001,True
26115,0,0,0,0,0,19314,2058001,True
25726,0,0,0,0,0,19314,2058001,True
448079,0,0,0,0,0,19314,2058001,True
37725,0,0,0,0,0,19314,2058001,True
25747,0,0,0,0,0,19314,2058001,True
25706,0,0,0,0,0,19314,2058001,True
26022,0,0,0,0,0,19314,2058001,True
133897,0,0,0,0,0,19314,2058001,True
20941,null,0,0,0,32,17322,2057982,True
127796,null,0,0,0,0,17322,2057982,True
128214,null,0,0,0,71,17322,2057982,True
383,null,0,0,0,0,17322,2057982,True
15214,null,0,0,0,0,17322,2057982,True
265865,null,0,0,0,0,17322,2057982,True
424241,null,0,0,0,0,17322,2057982,True
8306,null,0,0,0,0,17322,2057982,True
70122,null,0,0,0,48,17322,2057982,True
11095,null,0,0,0,0,17322,2057982,True
127671,null,0,0,0,0,17322,2057982,True
125273,null,0,0,0,0,16871,2057983,True
125286,null,0,0,0,0,16871,2057983,True
11155,null,0,0,0,0,16871,2057983,True
125284,null,0,0,0,0,16871,2057983,True
3915,null,0,0,0,0,16871,2057983,True
55982,null,0,0,0,0,16871,2057983,True
51004,null,0,0,0,0,16871,2057983,True
125575,1,0,0,0,89,16871,2057983,True
26038,0,1,0,0,29,16871,2057983,True
125260,0,0,0,0,0,16871,2057983,True
55977,0,0,0,0,11,16871,2057983,True
336178,null,0,0,0,1,15473,2057989,True
3384,null,0,0,0,0,15473,2057989,True
112366,null,0,0,0,85,15473,2057989,True
3685,null,0,0,0,0,15473,2057989,True
3795,null,0,0,0,60,15473,2057989,True
295156,null,0,0,0,0,15473,2057989,True
112459,null,0,0,0,0,15473,2057989,True
25816,null,0,0,0,0,15473,2057989,True
7941,null,0,0,0,0,15473,2057989,True
448210,null,0,1,0,0,15473,2057989,True
255387,null,0,0,0,0,15473,2057989,True
3318,0,0,0,0,0,3148,2057988,True
134387,0,0,0,0,0,3148,2057988,True
18669,0,0,0,0,0,3148,2057988,True
15024,null,0,0,0,0,3148,2057988,True
173214,null,0,0,0,0,3148,2057988,True
134383,null,0,0,0,0,3148,2057988,True
224593,null,0,0,0,0,3148,2057988,True
14712,null,0,0,0,0,3148,2057988,True
3319,null,0,0,0,0,3148,2057988,True
14795,null,0,0,0,0,3148,2057988,True
14723,null,0,0,0,0,3148,2057988,True
285508,null,0,0,0,0,16823,2057976,True
424624,null,0,0,0,0,16823,2057976,True
16443,null,0,0,0,32,16823,2057976,True
8625,1,0,0,0,0,16823,2057976,True
209792,null,0,0,0,0,16823,2057976,True
12,0,0,0,0,0,16823,2057976,True
285491,null,0,0,0,0,16823,2057976,True
265366,null,0,0,0,0,16823,2057976,True
7898,0,0,0,0,91,16823,2057976,True
11093,null,0,0,0,0,16823,2057976,True
101606,0,0,0,0,0,16823,2057976,True
55983,0,0,0,0,0,7839,2057977,True
37948,0,0,0,0,64,7839,2057977,True
21314,0,0,0,0,59,7839,2057977,True
77521,null,0,0,0,0,7839,2057977,True
77558,1,0,0,0,0,7839,2057977,True
135207,null,0,0,0,0,7839,2057977,True
38084,null,0,0,0,0,7839,2057977,True
93,null,0,0,0,0,7839,2057977,True
57226,null,0,0,0,0,7839,2057977,True
57347,null,0,0,0,0,7839,2057977,True
54451,null,0,0,0,84,7839,2057977,True
69978,0,0,0,0,0,8493,2057971,True
16151,0,0,0,0,0,8493,2057971,True
61407,0,0,0,0,66,8493,2057971,True
62389,null,0,0,0,0,8493,2057971,True
61651,null,0,0,0,0,8493,2057971,True
15020,null,0,0,0,0,8493,2057971,True
61390,null,0,0,0,0,8493,2057971,True
61395,null,0,0,0,0,8493,2057971,True
8410,0,0,0,0,10,8493,2057971,True
61425,0,0,0,0,88,8493,2057971,True
61367,null,0,0,0,0,8493,2057971,True
241945,null,0,0,0,0,7712,2057970,True
135150,null,0,0,0,0,7712,2057970,True
56394,null,0,0,0,0,7712,2057970,True
8480,null,0,0,0,0,7712,2057970,True
135103,null,0,0,0,0,7712,2057970,True
54,null,0,0,0,0,7712,2057970,True
55979,0,0,0,0,45,7712,2057970,True
55968,null,0,0,0,0,7712,2057970,True
20433,null,0,0,0,0,7712,2057970,True
56026,null,0,0,0,0,7712,2057970,True
55990,0,0,0,0,0,7712,2057970,True
25998,null,0,0,0,0,16216,2057965,True
29625,1,0,0,0,0,16216,2057965,True
221039,null,0,0,0,0,16216,2057965,True
101620,null,0,0,0,31,16216,2057965,True
101846,null,0,0,0,31,16216,2057965,True
149074,null,0,0,0,0,16216,2057965,True
26226,null,0,0,0,0,16216,2057965,True
6509,null,0,0,0,89,16216,2057965,True
142,null,0,0,0,21,16216,2057965,True
396475,null,0,0,0,94,16216,2057965,True
32968,null,0,0,0,29,16216,2057965,True
79248,0,0,0,0,52,10840,2057964,True
79381,0,0,0,0,0,10840,2057964,True
241647,0,0,0,0,0,10840,2057964,True
285538,0,0,0,0,0,10840,2057964,True
79098,0,0,0,0,0,10840,2057964,True
78991,0,0,0,0,0,10840,2057964,True
79449,0,0,0,0,0,10840,2057964,True
79320,0,0,0,0,0,10840,2057964,True
237836,0,0,0,0,0,10840,2057964,True
79006,0,0,0,0,54,10840,2057964,True
238031,0,0,0,0,0,10840,2057964,True
122615,null,0,0,0,0,16521,2057959,True
122623,null,0,0,0,0,16521,2057959,True
122918,null,0,0,0,0,16521,2057959,True
122847,1,0,0,0,0,16521,2057959,True
122839,null,0,0,0,0,16521,2057959,True
122562,null,0,0,0,0,16521,2057959,True
292954,null,0,0,0,0,16521,2057959,True
122832,1,0,0,0,0,16521,2057959,True
122940,null,0,0,0,0,16521,2057959,True
139393,null,1,0,0,0,16521,2057959,True
139391,null,0,0,0,0,16521,2057959,True
4513,0,0,1,0,0,14358,2057958,True
102157,0,0,0,0,9,14358,2057958,True
262048,0,0,0,0,0,14358,2057958,True
103668,0,0,0,0,0,14358,2057958,True
101825,0,0,0,36,28,14358,2057958,True
101699,0,0,0,0,0,14358,2057958,True
101669,0,0,0,0,0,14358,2057958,True
103682,0,0,0,0,0,14358,2057958,True
101647,0,0,0,0,0,14358,2057958,True
101576,0,0,0,0,0,14358,2057958,True
101583,0,0,0,0,0,14358,2057958,True
240042,null,0,0,0,0,13869,2057998,True
99833,0,0,0,0,0,13869,2057998,True
99438,0,0,0,0,0,13869,2057998,True
25537,null,0,0,0,0,13869,2057998,True
99902,null,0,0,0,0,13869,2057998,True
14817,null,0,0,0,0,13869,2057998,True
14798,null,0,0,0,0,13869,2057998,True
99391,null,0,0,0,0,13869,2057998,True
7849,null,0,0,0,0,13869,2057998,True
100140,0,0,0,0,85,13869,2057998,True
240032,0,0,0,0,61,13869,2057998,True
32793,0,0,0,0,0,19314,2057999,True
207164,0,0,0,0,0,19314,2057999,True
25898,0,1,0,0,59,19314,2057999,True
26115,0,0,0,0,0,19314,2057999,True
25726,0,0,0,0,0,19314,2057999,True
375348,1,0,0,0,0,19314,2057999,True
448079,0,0,0,0,0,19314,2057999,True
25747,1,0,0,0,0,19314,2057999,True
25706,0,0,0,0,0,19314,2057999,True
28529,0,0,0,0,90,19314,2057999,True
133897,0,0,0,0,0,19314,2057999,True
8717,3,0,0,0,0,2413,2057993,True
7934,1,0,0,0,0,2413,2057993,True
8945,0,1,0,0,0,2413,2057993,True
9380,2,0,0,0,0,2413,2057993,True
8653,null,0,0,0,0,2413,2057993,True
7964,null,0,0,0,0,2413,2057993,True
10131,null,0,0,0,0,2413,2057993,True
11066,null,1,0,0,0,2413,2057993,True
8277,null,0,0,0,0,2413,2057993,True
235555,0,1,0,0,23,2413,2057993,True
7939,null,0,0,0,0,2413,2057993,True
15811,0,0,0,0,0,3148,2057986,True
14862,0,0,0,0,0,3148,2057986,True
18669,0,0,0,0,0,3148,2057986,True
14716,0,0,0,82,71,3148,2057986,True
14732,0,0,0,0,0,3148,2057986,True
15024,1,0,0,0,0,3148,2057986,True
173214,0,0,0,0,0,3148,2057986,True
224593,0,0,0,0,0,3148,2057986,True
14712,0,0,0,0,0,3148,2057986,True
14748,0,0,0,0,0,3148,2057986,True
14723,1,0,0,0,0,3148,2057986,True
3384,0,0,0,0,0,15473,2057987,True
295156,0,1,0,0,0,15473,2057987,True
3685,1,0,0,0,0,15473,2057987,True
3795,null,0,0,0,0,15473,2057987,True
336178,null,0,0,0,0,15473,2057987,True
112459,null,0,0,0,0,15473,2057987,True
112366,null,0,0,0,0,15473,2057987,True
25816,null,0,0,0,0,15473,2057987,True
7941,1,0,0,0,0,15473,2057987,True
448210,null,0,0,0,0,15473,2057987,True
255387,null,0,0,0,0,15473,2057987,True
295747,1,0,0,0,0,16276,2057992,True
10014,0,0,0,0,0,16276,2057992,True
120853,0,0,0,0,14,16276,2057992,True
25776,1,1,0,0,0,16276,2057992,True
275243,0,0,0,0,0,16276,2057992,True
209354,0,0,0,0,0,16276,2057992,True
120839,0,0,0,0,0,16276,2057992,True
246946,0,0,0,0,0,16276,2057992,True
28094,0,0,0,0,0,16276,2057992,True
120784,0,0,0,0,0,16276,2057992,True
331763,0,0,0,0,0,16276,2057992,True
127796,null,0,0,0,0,17322,2057981,True
127537,null,0,0,0,39,17322,2057981,True
383,null,1,0,0,0,17322,2057981,True
7891,null,0,0,0,0,17322,2057981,True
127530,null,0,0,0,0,17322,2057981,True
265865,null,0,0,0,33,17322,2057981,True
424241,null,0,0,0,0,17322,2057981,True
8306,null,0,0,0,0,17322,2057981,True
70122,0,0,0,0,45,17322,2057981,True
128214,1,0,0,0,87,17322,2057981,True
127671,null,0,0,0,0,17322,2057981,True
55983,null,0,0,0,0,7839,2057975,True
58105,null,0,0,0,0,7839,2057975,True
77521,null,0,0,0,0,7839,2057975,True
77558,null,0,0,0,0,7839,2057975,True
135207,null,0,0,0,0,7839,2057975,True
38084,null,0,0,0,0,7839,2057975,True
62221,null,0,0,0,0,7839,2057975,True
37948,null,0,0,0,0,7839,2057975,True
57226,null,0,0,0,0,7839,2057975,True
56146,null,0,0,0,0,7839,2057975,True
54451,null,0,0,0,0,7839,2057975,True
101796,0,0,0,0,0,16871,2057980,True
55977,0,0,0,0,0,16871,2057980,True
125260,0,0,0,0,0,16871,2057980,True
125286,0,0,0,0,0,16871,2057980,True
11155,0,0,0,0,0,16871,2057980,True
125284,0,0,0,0,84,16871,2057980,True
125452,0,0,0,0,0,16871,2057980,True
3915,0,0,0,0,0,16871,2057980,True
55982,0,0,0,0,0,16871,2057980,True
125250,0,0,0,0,0,16871,2057980,True
51004,0,0,0,0,0,16871,2057980,True
8325,0,0,0,0,0,12274,2057974,True
3445,0,0,0,0,0,12274,2057974,True
86234,0,0,0,0,0,12274,2057974,True
3551,null,0,0,0,0,12274,2057974,True
89073,0,0,0,0,87,12274,2057974,True
70086,0,0,0,0,85,12274,2057974,True
3355,null,0,0,0,0,12274,2057974,True
3359,null,0,0,0,0,12274,2057974,True
146459,null,0,0,0,0,12274,2057974,True
86722,null,0,0,0,0,12274,2057974,True
86220,0,0,0,0,51,12274,2057974,True
114723,null,0,0,0,0,15594,2057968,True
70144,null,0,0,0,0,15594,2057968,True
114813,null,0,0,0,0,15594,2057968,True
115146,null,0,0,0,0,15594,2057968,True
114798,null,0,0,0,0,15594,2057968,True
114709,null,0,0,0,0,15594,2057968,True
70156,null,0,0,0,0,15594,2057968,True
114617,null,0,0,0,0,15594,2057968,True
14909,null,0,0,0,23,15594,2057968,True
139078,null,0,0,0,80,15594,2057968,True
114762,null,0,0,0,0,15594,2057968,True
16151,null,0,0,0,0,8493,2057969,True
238055,null,0,0,0,0,8493,2057969,True
61407,null,0,0,0,0,8493,2057969,True
62389,null,0,0,0,0,8493,2057969,True
61651,null,0,0,0,0,8493,2057969,True
15020,null,0,0,0,0,8493,2057969,True
61390,null,0,0,0,0,8493,2057969,True
61395,null,0,0,0,0,8493,2057969,True
8410,1,0,0,0,0,8493,2057969,True
61425,null,0,0,0,0,8493,2057969,True
61367,null,0,0,0,0,8493,2057969,True
79248,null,0,0,0,0,10840,2057963,True
79149,null,0,0,0,0,10840,2057963,True
237836,null,0,0,0,79,10840,2057963,True
285538,null,0,0,0,0,10840,2057963,True
79098,null,0,0,0,0,10840,2057963,True
241647,null,0,0,0,0,10840,2057963,True
78991,null,0,0,0,92,10840,2057963,True
79449,null,0,0,0,0,10840,2057963,True
79320,null,0,0,0,0,10840,2057963,True
79006,null,0,0,0,0,10840,2057963,True
238031,null,0,0,0,0,10840,2057963,True
122577,null,0,0,0,0,16521,2057957,True
122615,null,0,0,0,0,16521,2057957,True
122623,null,0,0,0,0,16521,2057957,True
122847,null,0,0,0,0,16521,2057957,True
398219,null,0,0,0,0,16521,2057957,True
248328,null,0,0,0,0,16521,2057957,True
122839,null,0,0,0,0,16521,2057957,True
292954,null,0,0,0,0,16521,2057957,True
122832,null,0,0,0,0,16521,2057957,True
122940,null,0,0,0,0,16521,2057957,True
139393,null,0,0,0,0,16521,2057957,True
29625,0,0,0,0,0,16216,2057962,True
25998,0,0,0,0,0,16216,2057962,True
142,0,0,0,0,0,16216,2057962,True
101620,0,0,0,0,0,16216,2057962,True
101846,0,0,0,0,0,16216,2057962,True
149074,0,0,0,0,0,16216,2057962,True
6509,0,0,0,0,0,16216,2057962,True
20579,0,0,0,0,40,16216,2057962,True
396475,0,0,0,0,0,16216,2057962,True
221039,0,0,0,0,0,16216,2057962,True
32968,0,0,0,0,0,16216,2057962,True
4513,1,0,0,0,0,14358,2057956,True
101669,1,0,0,0,0,14358,2057956,True
101857,null,0,0,0,0,14358,2057956,True
103668,null,0,0,0,0,14358,2057956,True
102157,null,0,0,0,0,14358,2057956,True
101699,null,0,0,0,0,14358,2057956,True
41123,null,0,0,0,0,14358,2057956,True
257800,null,0,0,0,0,14358,2057956,True
103682,null,0,0,0,0,14358,2057956,True
101576,null,0,0,0,0,14358,2057956,True
101583,null,0,0,0,0,14358,2057956,True
15054,null,0,0,0,0,19314,2057996,True
25898,1,0,0,0,0,19314,2057996,True
32793,null,0,0,0,0,19314,2057996,True
26115,null,0,0,0,49,19314,2057996,True
25726,null,0,0,0,0,19314,2057996,True
375348,null,0,0,0,0,19314,2057996,True
448079,null,0,0,0,0,19314,2057996,True
25747,null,0,0,0,0,19314,2057996,True
25706,null,0,0,0,72,19314,2057996,True
28529,null,0,0,0,0,19314,2057996,True
133897,null,0,0,0,0,19314,2057996,True
14816,1,0,0,0,0,12913,2057997,True
94828,null,0,0,0,0,12913,2057997,True
94831,1,0,0,0,0,12913,2057997,True
14836,null,0,0,0,0,12913,2057997,True
37896,null,0,0,0,93,12913,2057997,True
94650,null,0,0,0,0,12913,2057997,True
94695,null,0,0,0,0,12913,2057997,True
703,null,0,0,0,0,12913,2057997,True
94814,null,0,0,0,0,12913,2057997,True
20517,null,0,0,0,0,12913,2057997,True
14929,null,0,0,0,0,12913,2057997,True
11066,0,0,0,0,0,2413,2057991,True
13484,0,0,0,0,0,2413,2057991,True
9380,null,0,0,0,0,2413,2057991,True
8653,null,1,0,0,0,2413,2057991,True
8945,null,0,0,0,0,2413,2057991,True
8717,2,0,0,0,0,2413,2057991,True
7964,null,0,0,0,0,2413,2057991,True
10131,null,0,0,0,0,2413,2057991,True
8277,0,0,0,0,33,2413,2057991,True
7939,null,0,0,0,0,2413,2057991,True
7934,0,0,0,0,0,2413,2057991,True
401861,0,0,0,0,0,17929,2057990,True
241077,0,0,0,0,45,17929,2057990,True
113517,0,0,0,0,0,17929,2057990,True
86411,0,0,0,0,49,17929,2057990,True
116364,0,0,0,0,18,17929,2057990,True
361498,0,0,0,0,51,17929,2057990,True
125774,null,0,0,0,0,17929,2057990,True
86414,0,0,0,0,57,17929,2057990,True
273683,null,0,0,0,0,17929,2057990,True
91263,0,0,0,0,0,17929,2057990,True
59083,null,0,0,0,0,17929,2057990,True
20876,null,0,0,0,0,7047,2057985,True
123,null,0,0,0,0,7047,2057985,True
8529,null,0,0,0,0,7047,2057985,True
61949,null,0,0,0,0,7047,2057985,True
50798,null,0,0,0,0,7047,2057985,True
51144,null,0,0,0,61,7047,2057985,True
14908,null,0,0,0,0,7047,2057985,True
50806,null,0,0,0,0,7047,2057985,True
21275,1,0,0,0,0,7047,2057985,True
51217,null,0,0,0,0,7047,2057985,True
51132,null,0,0,0,0,7047,2057985,True
20938,0,0,0,0,68,6697,2057978,True
20766,null,0,0,0,0,6697,2057978,True
20465,0,0,0,0,30,6697,2057978,True
297957,null,0,0,0,0,6697,2057978,True
14922,null,0,0,0,0,6697,2057978,True
49872,null,1,0,0,0,6697,2057978,True
49855,null,0,0,0,0,6697,2057978,True
50102,0,0,0,0,65,6697,2057978,True
49997,1,0,0,0,0,6697,2057978,True
21169,null,0,0,0,0,6697,2057978,True
49876,null,0,0,0,0,6697,2057978,True
3318,0,0,0,0,0,3148,2057984,True
15125,0,0,0,0,0,3148,2057984,True
173214,0,0,0,0,0,3148,2057984,True
14716,0,0,0,0,0,3148,2057984,True
14732,0,0,0,0,83,3148,2057984,True
14862,0,0,0,0,0,3148,2057984,True
224593,0,0,0,0,0,3148,2057984,True
14712,0,0,0,0,0,3148,2057984,True
3319,0,0,0,0,0,3148,2057984,True
14795,0,0,0,0,84,3148,2057984,True
14723,0,0,0,0,0,3148,2057984,True
125452,0,0,0,0,0,16871,2057979,True
101796,0,0,0,0,0,16871,2057979,True
125260,0,0,0,0,56,16871,2057979,True
125512,0,0,0,0,22,16871,2057979,True
125286,null,0,0,0,0,16871,2057979,True
11155,null,0,0,0,0,16871,2057979,True
125284,null,0,0,0,0,16871,2057979,True
55977,null,0,0,0,0,16871,2057979,True
3915,null,0,0,0,0,16871,2057979,True
125250,null,0,0,0,0,16871,2057979,True
51004,null,0,0,0,0,16871,2057979,True
230020,null,0,0,0,0,16823,2057973,True
5295,0,0,0,0,0,16823,2057973,True
7898,null,0,0,0,0,16823,2057973,True
424624,null,0,1,0,0,16823,2057973,True
16443,null,0,0,0,0,16823,2057973,True
8625,null,0,0,0,0,16823,2057973,True
209792,null,0,0,0,0,16823,2057973,True
285491,null,0,0,0,0,16823,2057973,True
265368,null,0,0,0,0,16823,2057973,True
265366,null,0,0,0,0,16823,2057973,True
11093,null,0,0,0,70,16823,2057973,True
14744,0,0,0,0,0,7712,2057967,True
241945,0,0,0,0,0,7712,2057967,True
135103,0,0,0,0,0,7712,2057967,True
56394,0,0,0,0,0,7712,2057967,True
8480,0,0,0,0,0,7712,2057967,True
54,0,1,0,0,0,7712,2057967,True
