goalScored,playerankScore,matchId,playerId,roleCluster,minutesPlayed
0,0.0053,2057991,10014,right CB,90
0,0.0009,2057992,10014,right CB,41
0,-0.0013,2057998,100140,central MF,90
0,0.0031,2058000,100140,left CB,90
0,0.0035,2499869,10108,right CB,90
0,0.0071,2499879,10108,right CB,90
0,0.0109,2499901,10108,right CB,90
0,0.0224,2499914,10108,right CB,90
0,0.0082,2499922,10108,right CB,90
0,0.0177,2499964,10108,right CB,90
0,-0.0073,2499972,10108,right CB,90
0,0.0154,2499986,10108,right CB,90
0,0.0087,2499992,10108,right CB,90
0,0.0157,2500020,10108,right CB,90
0,0.0657,2500047,10108,right CB,90
1,0.0294,2500049,10108,right CB,90
0,0.0049,2500066,10108,right CB,90
0,0.014,2500069,10108,right CB,90
0,0.0175,2500080,10108,right CB,90
0,0.0226,2500089,10108,right CB,90
0,0.0023,2576161,10113,left FW-left MF,77
0,0.0191,2576172,10113,left FW,90
0,-0.0119,2576180,10113,left MF,90
0,-0.0068,2576189,10113,central MF,90
1,0.0025,2576200,10113,central MF,90
0,-0.0117,2576216,10113,central MF,90
0,-0.0023,2576235,10113,left CB,90
0,0.0101,2576247,10113,central MF,90
0,-0.0042,2576250,10113,central MF,90
0,0.0154,1694398,101555,left CB,90
0,0.0072,1694400,101555,left MF,90
0,-0.0089,2500722,101555,left MF,90
0,0.0082,1694438,101558,left CB,90
0,-0.0014,1694398,101568,left FW,14
0,-0.0047,1694401,101568,central FW,52
0,0.0094,1694401,101580,right CB,44
1,0.0203,1694397,101581,right CB,90
0,0.0107,1694398,101581,right CB,90
0,0.0073,1694401,101581,left CB,46
0,0.0369,1694397,101583,left CB,90
0,-0.0037,1694398,101583,right CB,90
0,-0.0047,1694401,101583,right CB,90
0,0.0166,2057954,101583,left CB,90
0,0.0359,2057956,101583,left CB,90
0,0.0157,2057958,101583,left CB,90
0,0.0257,2058004,101583,central MF,120
0,0.0285,2058012,101583,left CB,120
0,0.0258,1694397,101585,left MF,90
0,-0.0024,1694398,101585,left MF,90
0,0.0039,2057954,101590,central FW,24
0,-0.0268,2058012,101590,central FW,18
0,0.0115,2057997,101592,right FW,20
1,0.0272,2057999,101592,right FW,18
0,-0.0163,1694398,101596,central MF,44
0,-0.0042,1694401,101596,central MF,90
0,-0.0083,2057973,101606,left FW,28
2,0.0249,2057975,101606,central FW,90
0,0.0093,2057976,101606,left FW,92
0,0.0077,1694409,101607,central FW,75
0,0.0124,1694413,101607,central FW,90
0,0.019,1694396,101616,left CB,90
0,-0.0052,1694398,101616,left CB,90
0,0.0006,1694400,101616,left CB,90
0,0.0059,1694430,101616,left CB,90
0,0.002,2057961,101620,central MF,10
0,0.0014,2057962,101620,left CB,90
0,-0.007,2057965,101620,right CB,90
0,-0.0004,1694397,101623,central MF,10
1,0.0187,1694398,101623,central MF,44
0,-0.0066,1694401,101623,central MF,90
0,0.002,2575970,101635,central MF,30
0,-0.0001,2575992,101635,central FW,30
0,0.0032,2576012,101635,central MF,19
0,0.0119,2576035,101635,central MF,14
1,0.0106,2576107,101635,central FW,15
0,-0.002,2576113,101635,central FW,32
0,0.0569,2576119,101635,central FW,90
0,0.0036,2576176,101635,central FW,90
0,0.0004,2576196,101635,central FW,29
1,0.0415,2576249,101635,central FW,44
0,-0.0068,2576267,101635,central MF,18
0,0.0001,2576285,101635,central MF,3
0,0.0162,2576303,101635,central FW,75
1,0.0113,2576309,101635,central FW,69
0,0.0162,2576323,101635,central FW,90
0,-0.0021,2057958,101647,left MF,90
0,0.0029,2058004,101647,central MF,120
0,0.0203,2058012,101647,left MF,120
0,0.0141,2565565,101649,right CB,46
0,0.024,2565590,101649,right CB,90
0,0.0051,2565764,101649,right CB,90
0,-0.0019,2565882,101649,right CB,90
0,-0.0064,2565920,101649,right CB,90
0,0.0172,2057972,101652,left CB,90
1,0.0273,2057976,101652,left CB,90
0,-0.0022,2058003,101652,left CB,46
0,0.0078,2499853,101652,left CB,90
0,0.0092,2499860,101652,left CB,90
0,0.0317,2499873,101652,left CB,46
0,0.0285,2499898,101652,left CB,24
0,-0.0026,2499914,101652,left CB,46
0,0.0232,2499932,101652,left CB,90
0,0.0143,2499976,101652,left CB,90
0,0.0111,2500081,101652,left CB,76
0,0.0018,2500093,101652,left CB,90
0,-0.0182,1694401,101663,left MF,90
0,0.0009,1694417,101666,right FW,19
0,0.0113,1694418,101666,right FW,20
0,-0.0025,1694397,101669,central FW,90
0,0.0356,1694398,101669,central FW,90
0,0.0096,1694401,101669,central FW,90
1,0.0094,2057954,101669,central FW,20
1,0.0109,2057956,101669,central FW,79
0,0.0051,2057958,101669,central FW,90
1,0.0051,2058004,101669,left CB,65
0,0.0242,2058012,101669,central FW,79
0,0.0008,2058004,101682,central MF,74
0,-0.01,1694420,101690,right FW,90
0,0.0048,1694422,101690,central FW,90
2,0.0302,1694424,101690,central MF,90
0,0.0082,1694431,101690,central MF,90
0,-0.0015,1694401,101699,right FW,20
0,0.001,2057954,101699,right FW,64
0,-0.0176,2057956,101699,right FW,90
0,-0.017,2057958,101699,right FW,90
0,-0.012,2058004,101699,central MF-left FW,61
0,-0.0089,2058012,101699,right MF-right FW,54
0,-0.0113,1694397,101705,right FW,90
0,0.0041,1694398,101705,right FW,76
0,-0.0006,1694401,101705,right FW,90
0,-0.0032,1694397,101707,left MF,85
0,-0.0031,1694398,101707,central FW,90
0,0.0036,1694401,101707,left FW,70
0,0.0036,2057954,101707,central FW,70
0,-0.0027,2057956,101707,central FW,11
0,-0.0023,2057958,101707,left FW,30
0,-0.0049,2058004,101707,central MF,55
0,0.0001,2058012,101707,central FW,54
0,-0.0044,2576008,101742,right MF,90
0,0.0128,2576014,101742,left MF,90
0,0.0357,2576027,101742,right MF,70
0,0.0721,2576067,101742,left MF,90
0,0.0004,2576075,101742,left MF,90
0,-0.0192,2576087,101742,left MF,90
0,-0.0055,2576096,101742,left MF,90
0,-0.006,2576108,101742,left MF,15
0,-0.0001,2576168,101742,central MF,17
0,0.0011,2576170,101742,central MF,20
0,0.013,2576188,101742,left MF,53
0,-0.0043,2576198,101742,left CB,19
0,-0.0091,2576204,101742,central MF,90
0,-0.0227,2576217,101742,left MF,90
0,0.0035,2576221,101742,left MF,90
0,-0.0244,2576237,101742,left CB,90
0,0.0005,2576243,101742,central MF,90
1,0.032,2576257,101742,left MF,90
0,-0.0015,2576265,101742,left MF,90
0,-0.0009,2576277,101742,left FW,90
0,-0.0048,2576286,101742,left MF,90
0,-0.0103,2576298,101742,left CB-left MF,90
0,-0.001,2576318,101742,left MF,90
0,0.0173,2576327,101742,left MF,61
0,0.0226,2576338,101742,left MF,90
0,-0.0008,2500734,101795,central FW,11
0,-0.0007,2500736,101795,central FW,22
0,-0.006,2500747,101795,central FW,19
0,0.1127,2500756,101795,central FW,62
0,0.003,2500775,101795,central FW,35
0,-0.0005,2500776,101795,central FW,67
0,0.0084,2500789,101795,central FW,65
0,0.0187,2500826,101795,central MF,86
0,0.0087,2500846,101795,central FW,10
0,0.0017,2500866,101795,central FW,18
0,0.0023,2500936,101795,central MF-central FW,79
0,0.0065,2500951,101795,central MF,90
0,0.0223,2500956,101795,central FW,63
0,-0.0005,2500967,101795,central FW,13
0,-0.0014,2500976,101795,central FW,90
0,-0.0001,2500996,101795,central MF,14
0,-0.0018,2501016,101795,central FW,18
0,0.0094,2057979,101796,central FW,67
0,-0.0057,2057980,101796,central MF,54
0,-0.0004,1694397,101825,right MF,90
0,-0.0074,1694398,101825,right FW,90
0,-0.0194,1694401,101825,right MF,90
0,-0.0046,2057958,101825,right MF,90
0,-0.0118,2057961,101846,central MF,90
0,-0.0026,2057962,101846,central MF,90
0,-0.0132,2057965,101846,right CB,90
0,0.0005,2057962,101847,central FW,15
0,0.0001,1694397,101856,central MF,90
0,0.0304,1694398,101856,central FW,90
0,-0.0053,2057954,101857,left MF,90
0,0.0018,2057956,101857,left MF,86
0,-0.0008,2058004,101857,right MF,46
0,-0.0007,2058012,101953,left FW,66
0,0.0198,2500688,102,right CB,90
0,0.0366,2500703,102,right CB,87
0,0.0076,2500707,102,right CB,90
0,0.0365,2500723,102,right CB,90
0,0.0283,2500728,102,right CB,90
0,0.032,2500742,102,right CB,90
0,0.0103,2500749,102,right CB,90
0,-0.0489,2500757,102,right CB,90
0,0.027,2500785,102,right CB,90
0,0.0112,2500791,102,right CB,90
0,0.0118,2500804,102,right CB,90
0,0.0133,2500812,102,right CB,90
0,0.0174,2500822,102,right CB,90
0,0.0057,2500830,102,right CB,90
0,0.0109,2500836,102,right CB,90
0,0.0136,2500846,102,right CB,90
0,0.0104,2500858,102,right CB,90
0,0.0192,2500875,102,right CB,90
0,0.005,2500878,102,right CB,90
0,0.0083,2500889,102,right CB,90
0,0.0145,2500898,102,right CB,90
1,0.0191,2500907,102,right CB,90
0,0.0091,2500920,102,right CB,90
0,0.0202,2500930,102,right CB,90
0,0.0599,2500950,102,right CB,90
0,0.0131,2500962,102,right CB,90
0,0.0089,2500970,102,right CB,90
0,0.0214,2500979,102,right CB,90
0,0.016,2500990,102,right CB,90
2,0.0405,2501001,102,right CB,90
0,0.0181,2501009,102,right CB,90
0,0.0128,2501018,102,right CB,90
0,0.0136,2501029,102,right CB,90
0,0.0077,2501039,102,right CB,90
0,0.01,2501058,102,right CB,90
1,0.0146,2057954,102157,central MF,90
0,-0.0051,2057956,102157,central MF,90
0,-0.0065,2057958,102157,central MF,46
0,-0.0048,2058012,102157,central MF,41
0,0.0481,1694420,102382,central FW,21
0,-0.0022,1694422,102382,central FW,66
0,0.027,2499741,10252,right CB,90
0,-0.0189,2499757,10252,central MF,90
0,-0.0028,2499766,10252,central MF,90
0,0.0057,2499777,10252,right CB,46
1,-0.0056,2499810,10252,left MF,90
0,-0.0265,2499826,10252,left FW,79
0,-0.0033,2499832,10252,central MF,90
0,0.0007,2499866,10252,central MF,73
0,0.0026,2499907,10252,central MF,90
0,0.0018,2499913,10252,central MF,24
0,-0.0005,2499927,10252,central MF,81
0,0.0011,2499937,10252,right CB,90
0,0.01,2499945,10252,central MF,90
0,0.0009,2499957,10252,central MF,90
2,0.0251,2499960,10252,central MF,92
0,-0.0092,2499974,10252,left FW,90
0,0.0026,2499986,10252,left FW,90
0,0.0005,2499991,10252,left FW,90
0,-0.001,2500006,10252,central MF,89
0,-0.015,2500013,10252,left CB,90
0,-0.0078,2500026,10252,left FW,90
0,0.0029,2500034,10252,central MF,56
0,-0.0356,2500048,10252,left FW,90
0,-0.0139,2500076,10252,left FW,90
0,0.0546,2500096,10252,central FW,22
0,0.0088,2057954,103668,right CB,90
0,0.0211,2057956,103668,right CB,90
0,0.0097,2057958,103668,right CB,90
0,0.0062,2058004,103668,central MF,120
0,-0.0029,2058012,103668,right CB,120
0,0.0184,2057954,103682,central MF,90
0,0.0176,2057956,103682,central MF,90
0,0.0091,2057958,103682,central MF,90
0,-0.0111,2058004,103682,right CB,120
0,0.0213,2058012,103682,central MF,120
0,-0.0124,1694410,104745,right FW,67
0,0.0046,1694398,104867,right CB,90
0,-0.0056,1694400,104867,central MF,67
0,0.0138,1694430,104937,left CB,84
0,0.0027,1694406,105328,left CB,90
0,0.0219,1694403,105329,left CB,90
0,0.0148,1694404,105329,left CB,90
0,0.0036,1694390,105330,left MF,90
0,-0.004,1694392,105330,left MF,62
0,0.0049,1694403,105331,left MF,90
0,-0.0183,1694404,105331,left MF,90
0,-0.0149,1694408,105332,right MF,90
0,-0.0108,1694410,105332,right MF,90
0,-0.0125,1694412,105332,right MF,90
0,-0.024,1694428,105332,right MF,120
0,0.0076,2057978,105333,right FW,90
0,0.0065,2057980,105333,right FW,46
0,0.0089,2057982,105333,right MF-right FW,90
0,0.0936,2058006,105333,right FW,91
0,-0.0087,2058011,105333,right FW,46
0,0.0321,2499721,105333,central MF-right FW,90
0,0.008,2499737,105333,central MF,78
0,0.03,2499740,105333,central FW,90
0,0.0161,2499753,105333,central MF,27
0,0.0111,2499760,105333,central MF,70
0,-0.0029,2499776,105333,central MF,72
0,-0.0047,2499781,105333,central MF,55
0,-0.0004,2499791,105333,right FW,65
0,0.0495,2499799,105333,right FW,22
0,-0.0012,2499809,105333,left FW,5
0,0.003,2499838,105333,central MF,13
1,0.0151,2499842,105333,right FW,8
0,0.0083,2499855,105333,central FW,81
0,-0.0109,2499862,105333,central FW,12
0,0.0016,2499878,105333,right FW,26
1,-0.0035,2499880,105333,central FW,90
0,0.017,2499892,105333,central FW,90
0,0.0151,2499902,105333,central FW,71
0,0.0007,2499910,105333,central FW,17
1,0.0208,2499920,105333,central FW,90
0,0.0053,2499940,105333,central FW,32
1,0.0559,2499950,105333,central MF,81
0,-0.0025,2499977,105333,right MF-right FW,34
0,0.0011,2499979,105333,central FW,10
1,0.0178,2499996,105333,central MF,90
0,0.0026,2500004,105333,right MF,78
1,0.0565,2500011,105333,right FW,90
0,0.018,2500031,105333,central MF,90
0,0.0085,2500042,105333,right FW,90
0,0.032,2500055,105333,central FW,90
0,-0.0304,2500062,105333,central FW,90
0,0.0612,2057980,105334,right FW,44
0,0.0482,2058011,105334,right FW,32
0,-0.0027,2575964,105334,right FW,16
0,0.0088,2575985,105334,right FW,54
0,-0.0017,2575996,105334,left FW,12
0,0.0117,2576014,105334,left FW,90
0,0.0018,2576019,105334,central MF,12
1,0.0098,2576035,105334,right FW,54
0,0.0005,2576048,105334,left FW,22
0,0.0404,2576056,105334,left FW,90
0,0.0042,2576076,105334,left FW,78
0,0.016,2576085,105334,right FW,18
0,0.0242,2576094,105334,left FW,90
0,0.0312,2576105,105334,right MF,77
0,0.0046,2576121,105334,right FW,70
0,0.0436,2576154,105334,right FW,41
1,0.0023,2576163,105334,right FW,90
0,0.0481,2576175,105334,central FW,90
0,0.0083,2576195,105334,right FW,25
0,0.005,2576204,105334,central MF,66
0,0.0556,2576209,105334,central MF,79
0,-0.0002,2576225,105334,central FW,33
0,0.0032,2576238,105334,right FW,88
0,0.0307,2576246,105334,right FW,90
0,0.004,2576252,105334,central FW,44
1,0.0145,2576266,105334,right FW,31
0,0.1376,2576275,105334,left FW,46
0,0.0382,2576284,105334,left FW,90
0,-0.0084,2576295,105334,central MF,71
1,0.0052,2576302,105334,central MF,90
0,0.1077,2576311,105334,left FW,44
0,0.0029,2576322,105334,right FW,23
0,0.0324,2576334,105334,left FW,66
0,0.0487,2499724,105338,central MF,88
0,0.0877,2499736,105338,central FW,85
0,-0.0125,2499744,105338,central FW,74
0,0.0124,2499756,105338,central MF-central FW-right FW,84
1,0.0008,2499764,105338,left FW,88
0,0.0258,2499775,105338,central MF,75
0,-0.0119,2499784,105338,left FW,66
0,-0.0061,2499793,105338,central MF,63
0,-0.0035,2499801,105338,central FW,44
0,0.0061,2499816,105338,central FW,65
0,0.0019,2499819,105338,central MF,62
0,-0.0013,2499843,105338,right MF,19
0,-0.0016,2499903,105338,right FW,7
0,0.0182,2499914,105338,central FW,44
0,0.006,2499924,105338,left FW,65
0,0.0034,2499960,105338,central FW,30
0,0.152,2499970,105338,central MF,90
0,-0.0066,2499987,105338,left MF,65
0,0.0079,2499990,105338,right FW,90
0,0.0181,2499999,105338,central MF-central FW-right FW,83
1,0.0564,2500010,105338,right FW,78
0,0.0004,2500022,105338,central MF,90
0,0.0194,2500029,105338,right FW,14
1,0.0276,2500073,105338,central MF,76
0,0.016,2500080,105338,central MF,90
0,-0.0076,2500091,105338,central FW,90
0,0.0019,2057978,105339,central MF,30
0,0.0013,2057980,105339,right FW,-3
0,0.0002,2057982,105339,central MF,24
0,-0.0028,2058011,105339,central MF,90
0,0.0137,2499720,105339,central MF,90
0,0.0105,2499734,105339,left CB,90
0,0.042,2499739,105339,central MF,90
0,0.0169,2499754,105339,central MF,90
0,0.0274,2499767,105339,right CB,90
0,0.0759,2499774,105339,central MF,90
0,0.0264,2499781,105339,central MF,90
1,0.0232,2499794,105339,central MF,73
0,0.0085,2499802,105339,right CB,78
1,0.0877,2499818,105339,central MF,90
0,0.0141,2499822,105339,central MF,90
0,0.0142,2499834,105339,central MF,90
0,0.0137,2499841,105339,central MF,90
0,0.0415,2499857,105339,central MF,90
0,0.0005,2499865,105339,central MF,5
0,0.0207,2499873,105339,central MF,90
0,0.0221,2499881,105339,central MF,58
0,0.0009,2499895,105339,central MF,90
0,0.0582,2499904,105339,central MF,90
0,0.0069,2499915,105339,central MF,90
0,-0.0116,2499921,105339,central MF,90
0,0.008,2499934,105339,central MF,71
0,0.0014,2499943,105339,central MF,90
0,0.0057,2499954,105339,central MF,90
1,0.0216,2499966,105339,central MF,90
0,0.01,2499972,105339,central MF,90
0,0.0192,2499982,105339,central MF,80
0,0.0147,2500016,105339,central MF,90
1,0.0278,2500024,105339,central FW,90
0,0.0314,2500033,105339,central MF,90
0,-0.0012,2500045,105339,central MF,90
1,0.0172,2500078,105339,central MF,90
0,0.0096,2500085,105339,central MF,90
0,0.008,2500095,105339,central MF,90
0,0.0008,1694403,105341,right CB,90
0,0.0089,1694404,105341,central MF,90
0,0.0043,1694406,105341,central MF,90
0,-0.0009,1694403,105344,central MF,24
0,0.006,1694404,105344,right FW,72
0,-0.0192,1694408,105361,left MF,90
0,0.0045,1694410,105361,left MF,90
0,-0.0159,1694428,105361,left MF,120
0,0.0046,2057973,105361,left MF,90
0,-0.0117,2057974,105361,left MF,90
0,0.0046,2058005,105361,left MF,81
0,-0.0111,2058012,105361,left MF,73
0,-0.016,2058015,105361,left MF,95
0,-0.0009,2058017,105361,left MF,81
0,0.0159,2575987,105361,left MF,74
0,0.0318,2575998,105361,left MF,66
0,-0.0008,2576016,105361,left MF,90
0,-0.0006,2576028,105361,left MF,90
0,0.0396,2576037,105361,left MF,90
0,-0.0083,2576045,105361,left MF,67
0,-0.0034,2576065,105361,left MF,90
0,-0.0053,2576074,105361,left MF,90
0,-0.0005,2576085,105361,left MF,90
0,-0.0189,2576127,105361,left MF,90
0,-0.0138,2576135,105361,left MF,83
0,-0.0021,2576147,105361,left MF,47
0,-0.0082,2576162,105361,left MF,90
0,-0.0037,2576280,105361,left MF,90
0,0.0031,2576297,105361,left MF,90
0,-0.0013,2576325,105361,left MF,12
0,0.0155,1694406,105371,central MF,90
1,0.0825,1694412,105376,central FW,90
0,-0.0005,1694428,105376,central FW,32
0,-0.0022,2575974,105376,central MF,12
0,-0.0046,2575986,105376,central FW,34
2,0.0412,2575993,105376,central FW,85
0,0.0136,2576007,105376,central FW,62
0,0.0036,2576016,105376,central FW,90
0,0.0136,2576024,105376,central FW,79
0,0.0034,2576043,105376,central FW,84
1,0.0124,2576052,105376,central FW,81
0,-0.0028,2576062,105376,central FW,90
0,0.0121,2576078,105376,central FW,90
0,0.0223,2576083,105376,central MF,90
0,0.0269,2576096,105376,central FW-left FW,77
1,0.052,2576099,105376,central FW,90
0,-0.0024,2576114,105376,central FW,68
0,0.0109,2576124,105376,central FW,57
0,0.0003,2576134,105376,central FW,82
0,-0.0103,2576151,105376,central MF,14
0,0.0709,2576164,105376,central FW,90
0,0.0147,2576183,105376,central MF,17
0,0.0536,2576214,105376,central MF,24
0,-0.0011,2576224,105376,central FW,21
0,0.0138,2576233,105376,central FW,60
0,-0.0009,2576252,105376,central MF,25
1,0.028,2576268,105376,central FW,23
0,-0.0018,2576273,105376,central FW,70
0,-0.0008,2576286,105376,central FW,74
0,-0.0037,2576289,105376,central FW,29
0,0.0029,2576314,105376,left CB,20
0,0.0014,2576324,105376,central MF,90
1,0.0338,2576333,105376,central FW,78
0,0.0146,1694403,105378,left FW,90
0,-0.0225,1694404,105378,left FW,90
0,-0.0042,1694406,105378,left FW,90
1,0.002,2516744,105378,left FW,89
0,-0.0111,2516755,105378,left FW,90
0,-0.0138,2516761,105378,left FW,90
0,-0.0004,2516770,105378,left FW,61
0,0.0195,2516779,105378,left FW,44
0,-0.0344,2516787,105378,left FW,90
0,0.0143,2516797,105378,left FW,84
0,-0.0005,2516805,105378,left FW,23
0,-0.0051,2516815,105378,central FW,22
0,0.014,2516832,105378,left FW,65
0,0.0426,2516842,105378,left FW,87
0,0.0468,2516847,105378,left FW,90
0,-0.005,2516861,105378,left FW,69
0,-0.0102,2516888,105378,left FW,68
0,0.0151,2516918,105378,left FW,80
1,0.0244,2516923,105378,left FW,70
0,0.0034,2516970,105378,central MF,39
1,0.0073,2517004,105378,left FW,75
1,0.0959,2517011,105378,left FW,65
0,0.0107,2517023,105378,left FW,90
0,0.0186,2517033,105378,left FW,84
0,-0.0055,2517040,105378,left FW,57
0,0.0,1694403,105380,central MF,66
0,-0.0022,1694404,105380,right FW,18
0,0.0142,1694406,105380,central FW,90
0,-0.0033,1694403,105503,central MF,90
0,-0.0062,1694404,105503,central MF,76
0,0.0011,1694403,105518,right MF,90
0,-0.0058,1694404,105518,right MF,90
0,-0.0052,1694406,105518,right MF,90
0,-0.002,2500747,105523,left MF,90
0,0.0045,2500756,105523,left MF,90
0,0.0064,2500776,105523,left MF,90
0,0.0047,2500789,105523,left MF,90
1,0.0199,2500800,105523,left MF,90
0,-0.0009,2500806,105523,left MF,90
0,0.0059,2500826,105523,left MF,90
0,-0.0156,2500842,105523,left MF,90
0,-0.022,2500846,105523,left MF,90
0,-0.0347,2500866,105523,left MF,90
0,-0.0108,2500927,105523,left MF,90
0,-0.0054,2500936,105523,left MF,31
0,-0.0022,2500956,105523,left MF,10
0,-0.0072,2500967,105523,left MF,90
0,-0.0294,2500976,105523,left MF,90
0,-0.0017,2500989,105523,left MF,67
0,-0.0044,2501016,105523,left MF,90
0,-0.0008,2501030,105523,left MF,90
0,-0.0008,2501036,105523,left MF,90
0,-0.0022,2501046,105523,central MF,90
0,0.0073,2501059,105523,left MF,90
0,0.0032,2565569,105541,central FW,41
0,-0.0012,2565581,105541,right FW,13
0,-0.0055,2565594,105541,central FW,63
0,-0.0276,2565600,105541,central FW,90
1,0.0219,2565617,105541,central FW,90
1,-0.0336,2565631,105541,central FW,90
1,-0.0169,2565643,105541,central FW,90
0,0.0038,2565655,105541,central FW,90
1,0.0102,2565662,105541,central FW,90
0,-0.0109,2565671,105541,central FW,90
0,-0.029,2565678,105541,central FW,90
0,-0.0128,2565693,105541,central FW,90
0,-0.01,2565704,105541,central FW,90
0,-0.0084,2565709,105541,central FW,90
0,-0.0065,2565732,105541,central FW,90
0,0.0341,2565738,105541,central MF,90
0,-0.0142,2565748,105541,central MF,41
0,0.0041,2565765,105541,central FW,90
0,-0.0152,2565770,105541,central FW,90
0,-0.0045,2565785,105541,central MF,90
0,-0.0101,2565794,105541,central FW,90
0,-0.0162,2565801,105541,central FW,90
0,0.0018,2565810,105541,right FW,90
0,-0.0141,2565827,105541,central FW,90
0,-0.0407,2565833,105541,central FW,82
0,0.0027,2565839,105541,central FW,90
1,0.0182,2565849,105541,central FW,90
0,0.0403,2565863,105541,central FW,90
0,0.0157,2565873,105541,central FW,90
0,0.0434,2565887,105541,central FW,90
1,0.0281,2565889,105541,central FW,90
1,0.0014,2565902,105541,central FW,90
0,0.0674,2565911,105541,central MF-central FW-right FW,90
1,0.0219,2565924,105541,central FW,31
0,0.0235,1694403,105595,right CB,90
0,0.0156,1694404,105595,right CB,90
0,0.0148,1694406,105595,right CB,90
0,0.0045,1694404,105606,central MF,14
0,-0.0,2565767,105616,central FW,90
0,-0.0033,2565776,105616,central FW,90
1,0.0226,2565782,105616,central FW,90
0,-0.0036,2565788,105616,central FW,90
0,-0.0034,2565806,105616,left FW,76
0,-0.0129,2565808,105616,central FW,30
0,0.001,2565820,105616,central FW,12
0,0.0019,2565867,105616,central MF,77
0,0.0116,2565869,105616,central FW,83
0,0.0001,2565906,105616,central FW,46
0,-0.0009,2565921,105616,central FW,24
0,0.0035,1694391,105619,left FW,62
1,0.024,1694392,105619,left FW,90
0,0.0003,1694394,105619,left FW,86
0,-0.0086,1694426,105619,left FW,70
1,0.0123,2516739,105619,central MF,90
0,0.0345,2516753,105619,right MF,77
0,-0.0219,2516764,105619,central MF,90
0,0.0174,2516772,105619,central FW,19
0,-0.0108,2516776,105619,right FW,44
0,0.001,2516789,105619,central FW,68
0,-0.0083,2516843,105619,right FW,46
0,0.045,2516852,105619,left MF,90
0,-0.0024,2516873,105619,right MF,61
1,0.045,2516890,105619,central MF,90
0,0.0005,2516902,105619,left FW,12
0,-0.0012,2516927,105619,central MF,23
0,0.0017,2516932,105619,left FW,78
1,0.0062,2516963,105619,central MF,90
0,-0.0066,2516966,105619,central MF,90
0,0.0018,1694403,105622,right FW,90
0,0.01,1694404,105622,right FW,90
0,0.0107,1694406,105622,right FW,90
0,0.051,2516767,105622,right FW,66
0,-0.0258,2516781,105622,right FW,67
1,0.0742,2516799,105622,right FW,64
0,0.0243,2516803,105622,right FW,90
1,0.0179,2516827,105622,right FW,74
0,0.025,2516829,105622,right FW,80
0,0.0193,2516846,105622,right FW,90
0,-0.0008,2516847,105622,right FW,68
1,0.0363,2516862,105622,central FW,90
0,-0.0064,2516865,105622,right FW,47
0,0.0126,2516881,105622,right FW,90
0,-0.0022,2516883,105622,right FW,73
0,-0.0004,2516892,105622,right FW,78
0,-0.0061,2516911,105622,right FW,23
0,-0.0018,2517022,105622,right FW,11
0,0.0028,2517027,105622,right FW,16
0,-0.003,1694406,105716,left MF,90
0,0.0014,2499727,10663,central FW,27
0,-0.0101,2499729,10663,central FW,90
0,-0.0055,2499747,10663,central FW,83
0,0.0018,2499755,10663,left FW,84
0,-0.0045,2499767,10663,central FW,74
1,0.0124,2499777,10663,central FW,86
0,-0.005,2499787,10663,central FW,15
0,-0.0014,2499798,10663,central MF,63
0,-0.0052,2499817,10663,central FW,32
0,0.0516,2499820,10663,central FW,90
0,0.0479,2499837,10663,central FW,90
1,0.0326,2499844,10663,central FW,90
0,-0.0037,2499853,10663,central FW,72
0,-0.0018,2499897,10663,central FW,26
0,0.0003,2499900,10663,central FW,78
1,0.04,2499934,10663,central FW,90
1,0.014,2499947,10663,central FW,73
0,0.0127,2499953,10663,central FW,30
0,-0.0026,2500051,10663,central FW,9
0,0.0165,2500077,10663,central MF,64
1,0.0206,2500087,10663,central FW,80
0,-0.0012,2500093,10663,central FW,73
0,-0.0124,2499723,107,left MF,90
0,0.0025,2499735,107,left MF,89
0,-0.0097,2499748,107,left MF,90
0,-0.0029,2499756,107,left MF,90
0,-0.0011,2499765,107,left MF,90
0,0.0214,2499776,107,left CB-left MF,90
0,-0.0001,2499786,107,left MF,90
0,-0.0002,2499794,107,left CB,90
0,-0.0114,2499805,107,left MF,90
0,0.0039,2499817,107,left MF,90
0,-0.0028,2499825,107,left MF,90
0,-0.0098,2499831,107,left MF,90
0,-0.0012,2499840,107,left MF,90
0,-0.0072,2499858,107,left MF,90
0,-0.008,2499866,107,left MF,90
0,-0.0121,2499877,107,left MF,90
0,-0.0108,2499879,107,left MF,90
0,-0.007,2499896,107,left MF,63
0,0.0064,2499936,107,left MF,71
0,0.0141,2499956,107,left MF,90
0,-0.0178,2499967,107,left MF,90
0,-0.0112,2499969,107,left MF,90
0,-0.0045,2499985,107,left MF,90
0,-0.0035,2500005,107,left MF,67
0,-0.0002,2500029,107,left MF,90
0,-0.0017,2500046,107,left MF,90
0,-0.0047,2500058,107,left MF,90
0,-0.002,2500066,107,left MF,90
0,0.0019,2500072,107,left CB,90
0,0.0047,2500086,107,left MF,90
0,0.0367,2500096,107,left CB-left MF,90
0,-0.0015,2057987,107413,left MF,7
0,-0.0024,2057988,107413,left CB,90
0,0.0084,2057988,107424,right CB,90
0,-0.0124,2057985,107529,right MF,90
0,-0.0129,2057987,107529,right MF,90
0,-0.0006,2057988,107529,right MF,90
0,-0.0102,2057985,107548,central FW,66
0,0.0016,2057988,107623,left MF,11
0,-0.013,2516742,110,left FW,90
0,-0.0067,2516752,110,left MF,78
