name,foot,goal,dist_m,dist_ft,time,match_id,period,team_id,player_id,shot_id,accurate,shot_loc,counter,opportunity,x1,y1,x2,y2,H1,H2,E1,shot_loc_desc,time2,min
M. Berg,head/body,False,14.12705238929905,46.33673183690088,788.5877099999998,2057989,2H,7047,14908,260677895,True,gl,False,True,88,36,100,100,2796.980761,2946.4969,,goal center left,3585.5684709999996,59.0
M. Fabián,right,False,27.672770122450697,90.76668600163828,1249.1661649999996,2057989,2H,15473,112253,260677916,False,,False,True,75,60,0,0,2796.980761,2946.4969,,,4046.1469259999994,67.0
C. Salcedo,head/body,False,10.806248009369396,35.444493470731615,1355.2321840000004,2057989,2H,15473,255387,260677933,False,olb,False,True,91,38,0,0,2796.980761,2946.4969,,out low left,4152.212945,69.0
J. Hernández,head/body,False,13.247432127019938,43.451577376625394,1493.2154179999998,2057989,2H,15473,7941,260677960,False,otr,False,True,88,46,0,0,2796.980761,2946.4969,,out high right,4290.196179,71.0
C. Vela,head/body,False,2.856521997552268,9.36939215197144,2141.635314,2057989,2H,15473,3685,260678121,False,otr,False,True,98,55,0,0,2796.980761,2946.4969,,out high right,4938.616075,82.0
J. Hernández,right,False,6.9395867031113605,22.76184438620526,2140.416661,2057989,2H,15473,7941,260678123,False,or,False,True,98,32,0,0,2796.980761,2946.4969,,out center right,4937.397422,82.0
H. Lozano,right,False,21.466452675977926,70.40996477720759,2625.3217860000004,2057989,2H,15473,295156,260678221,False,otl,False,True,81,64,0,0,2796.980761,2946.4969,,out high left,5422.302547,90.0
H. Herrera,left,False,30.063675683621923,98.6088562422799,2829.501676,2057989,2H,15473,112459,260678266,True,gl,False,True,73,64,0,0,2796.980761,2946.4969,,goal center left,5626.482437,93.0
H. Lozano,right,False,24.063659292852783,78.92880248055712,2876.4537680000003,2057989,2H,15473,295156,260678275,True,gb,False,True,80,23,0,0,2796.980761,2946.4969,,goal low center,5673.434529,94.0
L. Augustinsson,left,True,6.054013219551144,19.85716336012775,287.3817180000001,2057989,2H,7047,51217,260788124,True,gc,False,True,95,43,100,100,2796.980761,2946.4969,,goal center,3084.362479,51.0
V. Claesson,right,False,12.337765952655285,40.46787232470933,285.697948,2057989,2H,7047,51144,260788125,False,olb,False,True,89,57,100,100,2796.980761,2946.4969,,out low left,3082.678709,51.0
R. Lukaku,left,False,8.966079874867276,29.408741989564664,39.80033100000003,2057990,1H,5629,7905,259195610,False,otl,False,True,92,45,0,0,2823.583641,2945.8394310000003,,out high left,39.80033100000003,0.0
Y. Carrasco,right,False,15.866390910427612,52.04176218620256,349.272663,2057990,1H,5629,134769,259195732,True,gb,True,True,87,31,0,0,2823.583641,2945.8394310000003,,goal low center,349.272663,5.0
D. Mertens,right,False,17.467445949537098,57.29322271448168,379.81569,2057990,1H,5629,122,259195749,True,gtr,True,True,85,66,0,0,2823.583641,2945.8394310000003,,goal high right,379.81569,6.0
E. Hazard,left,False,6.593618613667309,21.627069052828773,661.457369,2057990,1H,5629,25707,259195865,False,olb,False,True,98,33,0,0,2823.583641,2945.8394310000003,,out low left,661.457369,11.0
D. Mertens,right,False,14.112930724693578,46.290412776994934,1090.624246,2057990,1H,5629,122,259196002,False,or,False,True,89,70,0,0,2823.583641,2945.8394310000003,,out center right,1090.624246,18.0
K. De Bruyne,right,False,23.501172014657058,77.08384420807515,1273.815026,2057990,1H,5629,38021,259196066,False,ot,False,True,80,27,0,0,2823.583641,2945.8394310000003,,out high center,1273.815026,21.0
E. Hazard,right,False,17.864989212493246,58.59716461697784,1506.057041,2057990,1H,5629,25707,259196155,False,otr,False,True,85,69,0,0,2823.583641,2945.8394310000003,,out high right,1506.057041,25.0
E. Hazard,right,False,13.576671304207819,44.531481877801646,2222.394196,2057990,1H,5629,25707,259196355,True,gr,False,True,89,67,0,0,2823.583641,2945.8394310000003,,goal center right,2222.394196,37.0
R. Torres,right,False,17.55900965608539,57.59355167196008,2312.920103,2057990,1H,17929,91263,259196360,False,or,False,False,84,49,100,100,2823.583641,2945.8394310000003,,out center right,2312.920103,38.0
D. Mertens,right,False,19.44250407798594,63.771413375793884,2400.254875,2057990,1H,5629,122,259196384,False,obr,False,True,83,65,0,0,2823.583641,2945.8394310000003,,out low right,2400.254875,40.0
A. Cooper,right,False,26.696061073499212,87.56308032107741,2478.237559,2057990,1H,17929,86411,259196405,False,ot,False,True,76,62,100,100,2823.583641,2945.8394310000003,,out high center,2478.237559,41.0
D. Mertens,right,True,15.624341234832912,51.24783925025195,100.71330500000022,2057990,2H,5629,122,259196606,True,gl,False,True,88,73,0,0,2823.583641,2945.8394310000003,,goal center left,2924.2969460000004,48.0
M. Murillo,right,False,10.959896103636202,35.94845921992674,538.5823620000001,2057990,2H,17929,361498,259196696,True,gb,False,True,91,63,100,100,2823.583641,2945.8394310000003,,goal low center,3362.1660030000003,56.0
R. Torres,head/body,False,12.074740647421791,39.60514932354347,584.0619240000001,2057990,2H,17929,91263,259196704,False,olb,False,False,89,51,100,100,2823.583641,2945.8394310000003,,out low left,3407.6455650000003,56.0
Y. Bárcenas,right,False,22.30976639417141,73.17603377288222,760.0565290000004,2057990,2H,17929,241077,259196747,False,olb,False,True,80,39,100,100,2823.583641,2945.8394310000003,,out low left,3583.6401700000006,59.0
G. Torres,right,False,23.915888573289518,78.44411452038962,1593.473199,2057990,2H,17929,116997,259196912,True,gtr,False,True,80,76,100,100,2823.583641,2945.8394310000003,,goal high right,4417.05684,73.0
R. Lukaku,head/body,True,7.818498139668513,25.64467389811272,1391.398338,2057990,2H,5629,7905,259197032,True,gr,False,True,93,54,0,0,2823.583641,2945.8394310000003,,goal center right,4214.981979,70.0
R. Lukaku,left,True,13.9986333805304,45.915517488139706,1781.030697,2057990,2H,5629,7905,259197157,True,gb,True,True,88,37,0,0,2823.583641,2945.8394310000003,,goal low center,4604.614338,76.0
J. Lingard,right,False,8.808027816145906,28.89033123695857,127.327159,2057991,1H,2413,7934,259210322,True,gb,False,True,92,48,100,100,2885.072911,2936.837893,,goal low center,127.327159,2.0
H. Kane,right,False,23.08759984147334,75.72732748003256,594.954182,2057991,1H,2413,8717,259210424,False,,False,False,79,54,100,100,2885.072911,2936.837893,,,594.954182,9.0
J. Stones,head/body,False,11.68637345640212,38.33130493699895,631.189875,2057991,1H,2413,9380,259210427,True,gt,False,True,90,61,100,100,2885.072911,2936.837893,,goal high center,631.189875,10.0
H. Kane,right,True,3.7654956011792127,12.350825571867817,633.849418,2057991,1H,2413,8717,259210428,True,gb,False,True,97,55,100,100,2885.072911,2936.837893,,goal low center,633.849418,10.0
J. Henderson,right,False,27.517643980726255,90.25787225678211,1042.034933,2057991,1H,2413,7964,259210525,True,gb,False,True,75,56,100,100,2885.072911,2936.837893,,goal low center,1042.034933,17.0
N. Sliti,right,False,31.852514133463625,104.47624635776069,1369.32384,2057991,1H,16276,26100,259210557,False,otr,False,False,72,27,0,0,2885.072911,2936.837893,,out high right,1369.32384,22.0
F. Sassi,right,False,27.43975204425142,90.00238670514466,1569.113227,2057991,1H,16276,120853,259210630,False,,False,False,75,52,0,0,2885.072911,2936.837893,,,1569.113227,26.0
F. Ben Youssef,head/body,False,14.43142803779307,47.33508396396127,1621.597246,2057991,1H,16276,209354,259210646,False,obr,False,False,87,44,0,0,2885.072911,2936.837893,,out low right,1621.597246,27.0
J. Lingard,right,False,5.236701148862708,17.17637976826968,1410.744851,2057991,1H,2413,7934,259210663,False,otr,False,True,98,63,100,100,2885.072911,2936.837893,,out high right,1410.744851,23.0
H. Maguire,head/body,False,12.972186596811659,42.548772037542236,1808.346341,2057991,1H,2413,8653,259210762,True,gr,False,True,91,73,100,100,2885.072911,2936.837893,,goal center right,1808.346341,30.0
J. Lingard,left,False,12.074740647421791,39.60514932354347,2546.02965,2057991,1H,2413,7934,259210939,False,,False,False,89,51,100,100,2885.072911,2936.837893,,,2546.02965,42.0
J. Lingard,right,False,12.510219646453056,41.03352044036602,2632.959898,2057991,1H,2413,7934,259210970,False,,False,True,91,71,100,100,2885.072911,2936.837893,,,2632.959898,43.0
D. Alli,head/body,False,9.881571135325597,32.411553323867956,354.33841699999994,2057991,2H,2413,13484,259211125,True,gb,False,True,91,49,100,100,2885.072911,2936.837893,,goal low center,3239.411328,53.0
W. Khazri,right,False,13.748020253476499,45.093506431402915,1564.7998900000002,2057991,2H,16276,25776,259211537,False,,False,False,89,68,0,0,2885.072911,2936.837893,,,4449.872801,74.0
N. Sliti,left,False,27.517643980726255,90.25787225678211,1579.9201240000002,2057991,2H,16276,26100,259211544,False,ol,False,False,75,56,0,0,2885.072911,2936.837893,,out center left,4464.993035,74.0
H. Kane,head/body,True,4.170073215484352,13.677840146788672,2732.68963,2057991,2H,2413,8717,259211898,True,gl,False,True,97,43,100,100,2885.072911,2936.837893,,goal center left,5617.762541,93.0
H. Maguire,head/body,False,13.66496963809287,44.82110041294461,165.439299,2057991,1H,2413,8653,259211909,True,gtl,False,False,88,40,100,100,2885.072911,2936.837893,,goal high left,165.439299,2.0
A. Witsel,right,False,12.738046839684648,41.78079363416564,703.209838,2057992,1H,5629,70123,259923727,False,,False,False,91,28,0,0,2880.871962,2885.151274,,,703.209838,11.0
D. Bronn,head/body,True,11.123358780624674,36.484616800448926,1029.988773,2057992,1H,16276,295747,259923805,True,gr,False,True,90,45,100,100,2880.871962,2885.151274,,goal center right,1029.988773,17.0
Y. Carrasco,right,False,25.365331517693594,83.19828737803499,868.248973,2057992,1H,5629,134769,259923811,True,glb,False,True,79,21,0,0,2880.871962,2885.151274,,goal low left,868.248973,14.0
R. Lukaku,left,True,16.191778682096665,53.10903407727706,920.566742,2057992,1H,5629,7905,259923825,True,gbr,True,True,86,36,0,0,2880.871962,2885.151274,,goal low right,920.566742,15.0
Y. Carrasco,right,False,14.560717840219965,47.75915451592148,1129.467897,2057992,1H,5629,134769,259923868,True,gc,False,True,88,33,0,0,2880.871962,2885.151274,,goal center,1129.467897,18.0
T. Alderweireld,right,False,23.60331370146997,77.4188689408215,1248.362438,2057992,1H,5629,36,259923909,False,olb,False,True,79,64,0,0,2880.871962,2885.151274,,out low left,1248.362438,20.0
A. Witsel,left,False,22.37861606534238,73.401860694323,1664.1872750000002,2057992,1H,5629,70123,259924015,False,,False,False,80,38,0,0,2880.871962,2885.151274,,,1664.1872750000002,27.0
F. Sassi,right,False,18.70968719033004,61.36777398428253,1821.349389,2057992,1H,16276,120853,259924056,False,olb,False,True,83,54,100,100,2880.871962,2885.151274,,out low left,1821.349389,30.0
W. Khazri,right,False,32.2281794969868,105.7084287501167,1923.800987,2057992,1H,16276,25776,259924102,True,gt,False,True,71,36,100,100,2880.871962,2885.151274,,goal high center,1923.800987,32.0
F. Ben Youssef,right,False,29.896347869305043,98.06002101132053,2306.268531,2057992,1H,16276,209354,259924199,False,or,False,True,73,39,100,100,2880.871962,2885.151274,,out center right,2306.268531,38.0
R. Lukaku,right,True,8.846008430925215,29.014907653434705,2878.800899,2057992,1H,5629,7905,259924423,True,gb,False,True,93,62,0,0,2880.871962,2885.151274,,goal low center,2878.800899,47.0
T. Alderweireld,right,False,9.033061038346858,29.628440205777693,114.21248999999987,2057992,2H,5629,36,259924454,False,otr,False,True,93,63,0,0,2880.871962,2885.151274,,out high right,2995.084452,49.0
A. Badri,left,False,31.667185336283044,103.86836790300838,296.4082149999999,2057992,2H,16276,28094,259924551,True,gb,False,True,72,29,100,100,2880.871962,2885.151274,,goal low center,3177.280177,52.0
F. Sassi,right,False,30.063675683621923,98.6088562422799,625.3960939999997,2057992,2H,16276,120853,259924643,False,ol,False,True,73,64,100,100,2880.871962,2885.151274,,out center left,3506.268056,58.0
Y. Carrasco,right,False,21.861645466204045,71.70619712914926,956.724972,2057992,2H,5629,134769,259924773,False,otr,False,True,81,32,0,0,2880.871962,2885.151274,,out high right,3837.596934,63.0
E. Hazard,right,False,26.758624841394596,87.76828947977427,1126.0589980000004,2057992,2H,5629,25707,259924829,False,otr,False,False,76,37,0,0,2880.871962,2885.151274,,out high right,4006.9309600000006,66.0
N. Sliti,right,False,21.1050867873719,69.22468466257982,1221.895179,2057992,2H,16276,26100,259924843,False,,False,False,81,59,100,100,2880.871962,2885.151274,,,4102.767141,68.0
A. Badri,left,False,30.19687035704197,99.04573477109766,1265.8852150000002,2057992,2H,16276,28094,259924870,True,gb,False,True,73,34,100,100,2880.871962,2885.151274,,goal low center,4146.757177,69.0
S. Khaoui,left,False,31.827207318424907,104.3932400044337,1463.6109269999995,2057992,2H,16276,275243,259924909,False,otl,False,False,71,52,100,100,2880.871962,2885.151274,,out high left,4344.482889,72.0
Y. Carrasco,right,False,14.887785749482694,48.831937258303235,2039.563394,2057992,2H,5629,134769,259925133,True,gc,False,True,88,31,0,0,2880.871962,2885.151274,,goal center,4920.435356,82.0
M. Batshuayi,left,False,6.593352356919809,21.62619573069697,2040.736328,2057992,2H,5629,38093,259925134,False,ptl,False,True,94,51,0,0,2880.871962,2885.151274,,post high left,4921.60829,82.0
T. Meunier,right,False,13.212303320768866,43.336354892121875,2047.5543420000004,2057992,2H,5629,37824,259925136,False,otr,False,True,91,74,0,0,2880.871962,2885.151274,,out high right,4928.4263040000005,82.0
M. Batshuayi,left,False,9.982587041443717,32.74288549593539,2131.275681,2057992,2H,5629,38093,259925171,True,gc,False,True,91,54,0,0,2880.871962,2885.151274,,goal center,5012.147643,83.0
A. Witsel,right,False,26.487386990981197,86.87862933041832,2180.377442,2057992,2H,5629,70123,259925182,False,ot,False,False,77,72,0,0,2880.871962,2885.151274,,out high center,5061.249404,84.0
W. Khazri,right,False,51.56969702860877,169.14860625383676,2731.493089,2057992,2H,16276,25776,259925252,False,ot,False,False,53,51,100,100,2880.871962,2885.151274,,out high center,5612.365051000001,93.0
W. Khazri,right,True,11.26675037721614,36.95494123726893,2845.149203,2057992,2H,16276,25776,259925280,True,glb,False,True,90,57,100,100,2880.871962,2885.151274,,goal low left,5726.021165,95.0
M. Batshuayi,left,True,7.895116890996611,25.895983402468882,2658.0137670000004,2057992,2H,5629,38093,259925301,True,gbr,False,True,93,45,0,0,2880.871962,2885.151274,,goal low right,5538.8857290000005,92.0
F. Ben Youssef,head/body,False,10.996357408251153,36.06805229906378,509.641944,2057992,2H,16276,209354,259938047,False,otl,False,False,90,52,100,100,2880.871962,2885.151274,,out high left,3390.513906,56.0
E. Hazard,left,False,14.63850754081508,48.01430473387346,724.081572,2057992,1H,5629,25707,259956717,True,gbr,True,True,87,59,0,0,2880.871962,2885.151274,,goal low right,724.081572,12.0
T. Meunier,left,False,27.778916843534414,91.11484724679288,144.41046500000004,2057992,1H,5629,37824,260162340,True,gbr,False,True,75,62,0,0,2880.871962,2885.151274,,goal low right,144.41046500000004,2.0
E. Hazard,left,True,12.157547352982014,39.876755317781004,337.682225,2057992,2H,5629,25707,260162347,True,gc,False,True,89,46,0,0,2880.871962,2885.151274,,goal center,3218.554187,53.0
M. Batshuayi,left,False,8.846008430925215,29.014907653434705,1822.572547,2057992,2H,5629,38093,260162349,True,gb,False,True,93,38,0,0,2880.871962,2885.151274,,goal low center,4703.444509,78.0
M. Batshuayi,left,False,13.393233536472813,43.92980599963082,2136.561632,2057992,2H,5629,38093,260162350,False,,False,True,90,71,0,0,2880.871962,2885.151274,,,5017.433594,83.0
M. Batshuayi,left,False,22.05345701358406,72.33533900455572,2776.065916,2057992,2H,5629,38093,260162352,False,obr,False,True,80,44,0,0,2880.871962,2885.151274,,out low right,5656.937878000001,94.0
Y. Bárcenas,right,False,32.91803197432222,107.97114487577687,228.127792,2057993,1H,17929,241077,260087370,False,otr,False,False,70,51,100,100,2882.269565,2960.982711,,out high right,228.127792,3.0
A. Godoy,left,False,16.603662073470417,54.460011600982966,259.100562,2057993,1H,17929,86414,260087380,False,otl,False,True,85,44,100,100,2882.269565,2960.982711,,out high left,259.100562,4.0
J. Stones,head/body,True,10.972000000000001,35.98816,469.893775,2057993,1H,2413,9380,260087494,True,gb,False,True,90,50,0,0,2882.269565,2960.982711,,goal low center,469.893775,7.0
Y. Bárcenas,left,False,28.296589468741637,92.81281345747256,913.079808,2057993,1H,17929,241077,260087547,False,ol,False,True,75,69,100,100,2882.269565,2960.982711,,out center left,913.079808,15.0
H. Maguire,head/body,False,6.714203940900217,22.02258892615271,1888.155275,2057993,1H,2413,8653,260087914,False,otr,False,True,97,34,0,0,2882.269565,2960.982711,,out high right,1888.155275,31.0
J. Lingard,right,True,22.05345701358406,72.33533900455572,2110.83953,2057993,1H,2413,7934,260087964,True,gtr,False,True,80,44,0,0,2882.269565,2960.982711,,goal high right,2110.83953,35.0
R. Sterling,head/body,False,4.3888,14.395264,2354.259216,2057993,1H,2413,11066,260088055,True,gc,False,True,96,50,0,0,2882.269565,2960.982711,,goal center,2354.259216,39.0
J. Stones,head/body,True,2.637377553555804,8.650598375663037,2356.14382,2057993,1H,2413,9380,260088056,True,gtl,False,True,98,46,0,0,2882.269565,2960.982711,,goal high left,2356.14382,39.0
J. Lingard,right,False,19.752986438068042,64.78979551686318,2516.216292,2057993,1H,2413,7934,260088090,False,,False,False,82,51,0,0,2882.269565,2960.982711,,,2516.216292,41.0
R. Torres,right,False,6.397797594680533,20.984776110552147,1830.612928,2057993,2H,17929,91263,260088460,False,olb,False,True,95,41,100,100,2882.269565,2960.982711,,out low left,4712.882493,78.0
F. Baloy,right,True,11.069108048980281,36.30667440065532,1935.652394,2057993,2H,17929,112679,260088494,True,gbr,False,True,90,54,100,100,2882.269565,2960.982711,,goal low right,4817.921959,80.0
R. Loftus-Cheek,left,False,22.37861606534238,73.401860694323,964.090102,2057993,2H,2413,235555,260088641,False,,False,True,80,62,0,0,2882.269565,2960.982711,,,3846.359667,64.0
H. Kane,right,True,12.418818971222667,40.73372622561035,965.50068,2057993,2H,2413,8717,260088644,True,gb,False,True,89,58,0,0,2882.269565,2960.982711,,goal low center,3847.770245,64.0
B. Pérez,left,False,13.186704713839617,43.25239146139394,2926.581501,2057993,2H,17929,113517,260088736,False,,False,True,88,52,100,100,2882.269565,2960.982711,,,5808.851066,96.0
J. Rodriguez,left,False,29.741672614405864,97.55268617525122,2942.382149,2057993,2H,17929,401861,260088742,False,obr,False,False,74,27,100,100,2882.269565,2960.982711,,out low right,5824.651714,97.0
J. Henderson,right,False,15.3608,50.383424,1651.211461,2057993,2H,2413,7964,260088790,False,ol,False,True,86,50,0,0,2882.269565,2960.982711,,out center left,4533.481026,75.0
R. Sterling,right,False,25.61442617666849,84.01531785947265,2176.06621,2057993,2H,2413,11066,260088889,False,obr,False,True,77,38,0,0,2882.269565,2960.982711,,out low right,5058.335775,84.0
Y. Tielemans,right,False,38.84532800736789,127.41267586416667,346.620764,2057994,1H,5629,263802,260871124,True,gt,False,True,65,66,100,100,2707.374153,2885.722619,,goal high center,346.620764,5.0
M. Batshuayi,right,False,12.26718073000068,40.23635279440223,1564.079537,2057994,1H,5629,38093,260871346,False,,False,True,90,65,100,100,2707.374153,2885.722619,,,1564.079537,26.0
M. Fellaini,right,False,12.842465092029645,42.12328550185723,1601.37505,2057994,1H,5629,8249,260871351,False,,False,True,89,38,100,100,2707.374153,2885.722619,,,1601.37505,26.0
Y. Tielemans,right,False,33.37007634187402,109.45385040134677,1609.797263,2057994,1H,5629,263802,260871364,False,,False,False,70,65,100,100,2707.374153,2885.722619,,,1609.797263,26.0
A. Januzaj,left,False,32.072146389078796,105.19664015617845,2075.844865,2057994,1H,5629,261127,260871489,False,,False,False,71,61,100,100,2707.374153,2885.722619,,,2075.844865,34.0
T. Hazard,right,False,19.007612475268957,62.344968918882174,2220.615026,2057994,1H,5629,25622,260871542,False,otr,False,False,83,40,100,100,2707.374153,2885.722619,,out high right,2220.615026,37.0
T. Hazard,right,False,14.112930724693578,46.290412776994934,2342.359324,2057994,1H,5629,25622,260871587,False,obr,False,False,89,30,100,100,2707.374153,2885.722619,,out low right,2342.359324,39.0
M. Rashford,right,False,28.800315692714204,94.46503547210258,669.7839200000001,2057994,1H,2413,397178,260871627,False,,False,False,75,26,0,0,2707.374153,2885.722619,,,669.7839200000001,11.0
J. Vardy,head/body,False,10.115705872058559,33.17951526035207,784.3362219999999,2057994,1H,2413,12829,260871678,False,olb,False,True,91,56,0,0,2707.374153,2885.722619,,out low left,784.3362219999999,13.0
A. Januzaj,left,False,19.38411321159676,63.57989133403736,2568.608569,2057994,1H,5629,261127,260871681,False,,False,False,85,78,100,100,2707.374153,2885.722619,,,2568.608569,42.0
A. Januzaj,left,True,14.720616876000815,48.28362335328267,306.4722230000002,2057994,2H,5629,261127,260871905,True,gtl,False,True,88,68,100,100,2707.374153,2885.722619,,goal high left,3013.8463760000004,50.0
A. Januzaj,left,False,12.289056108587022,40.30810403616543,589.4804009999998,2057994,2H,5629,261127,260872024,False,,True,False,91,70,100,100,2707.374153,2885.722619,,,3296.854554,54.0
R. Loftus-Cheek,head/body,False,9.143366000685962,29.990240482249952,2030.698352,2057994,1H,2413,235555,260872044,False,olb,False,True,92,43,0,0,2707.374153,2885.722619,,out low left,2030.698352,33.0
M. Rashford,right,False,12.98756557490664,42.59921508569378,173.20220199999994,2057994,2H,2413,397178,260872315,False,or,False,True,90,31,0,0,2707.374153,2885.722619,,out center right,2880.576355,48.0
D. Mertens,right,False,23.45549441900554,76.93402169433817,2585.286924,2057994,2H,5629,122,260872571,True,gl,False,True,79,62,100,100,2707.374153,2885.722619,,goal center left,5292.661077000001,88.0
M. Rashford,right,False,15.57270229287454,51.07846352062849,1236.4171539999998,2057994,2H,2413,397178,260872663,True,gbr,False,True,86,43,0,0,2707.374153,2885.722619,,goal low right,3943.791307,65.0
F. Delph,left,False,32.64881710629039,107.08812010863247,1300.991051,2057994,2H,2413,8464,260872682,False,otl,False,False,71,70,0,0,2707.374153,2885.722619,,out high left,4008.365204,66.0
M. Fellaini,left,False,9.143600002187323,29.99100800717442,2790.22347,2057994,2H,5629,8249,260872703,False,otl,True,True,95,30,100,100,2707.374153,2885.722619,,out high left,5497.597623,91.0
F. Delph,left,False,22.37861606534238,73.401860694323,1493.688365,2057994,2H,2413,8464,260872765,False,,False,False,80,38,0,0,2707.374153,2885.722619,,,4201.062518000001,70.0
D. Welbeck,left,False,16.311134715356257,53.50052186636852,2245.2179720000004,2057994,2H,2413,7945,260872890,False,,False,True,86,35,0,0,2707.374153,2885.722619,,,4952.592125000001,82.0
T. Hazard,right,False,16.24144941838628,53.271954092307,2593.70271,2057994,2H,5629,25622,260873005,False,,False,False,88,24,100,100,2707.374153,2885.722619,,,5301.076863,88.0
F. Sassi,right,False,19.7496,64.778688,413.840672,2057995,1H,16276,120853,260873218,False,,False,False,82,50,100,100,2828.505377,3026.0736960000004,,,413.840672,6.0
N. Sliti,right,False,12.108026439102288,39.7143267202555,416.6077350000001,2057995,1H,16276,26100,260873220,False,obr,False,True,90,36,100,100,2828.505377,3026.0736960000004,,out low right,416.6077350000001,6.0
N. Sliti,right,False,25.235599999999998,82.77276799999999,540.106367,2057995,1H,16276,26100,260873246,False,otr,False,False,77,50,100,100,2828.505377,3026.0736960000004,,out high right,540.106367,9.0
F. Ben Youssef,right,False,13.576671304207819,44.531481877801646,955.399407,2057995,1H,16276,209354,260873329,False,,False,True,89,33,100,100,2828.505377,3026.0736960000004,,,955.399407,15.0
R. Bedoui,head/body,False,8.21888192882706,26.95793272655275,1133.897129,2057995,1H,16276,120900,260873400,True,glb,False,True,93,42,100,100,2828.505377,3026.0736960000004,,goal low left,1133.897129,18.0
N. Sliti,right,False,15.790233781993223,51.791966804937765,1254.946602,2057995,1H,16276,26100,260873444,True,gb,False,True,86,60,100,100,2828.505377,3026.0736960000004,,goal low center,1254.946602,20.0
F. Ben Youssef,head/body,False,8.095889341048332,26.55451703863853,2292.966489,2057995,1H,16276,209354,260873792,False,otr,False,True,93,43,100,100,2828.505377,3026.0736960000004,,out high right,2292.966489,38.0
W. Khazri,right,False,10.806248009369396,35.444493470731615,2441.735307,2057995,1H,16276,25776,260873821,False,otl,True,True,91,62,100,100,2828.505377,3026.0736960000004,,out high left,2441.735307,40.0
W. Khazri,right,False,14.887785749482694,48.831937258303235,2720.286656,2057995,1H,16276,25776,260873905,False,,False,True,88,69,100,100,2828.505377,3026.0736960000004,,,2720.286656,45.0
W. Khazri,right,False,12.972186596811659,42.548772037542236,2722.175057,2057995,1H,16276,25776,260873906,True,gb,False,True,91,73,100,100,2828.505377,3026.0736960000004,,goal low center,2722.175057,45.0
G. Gómez,right,False,28.38862668393806,93.11469552331683,1950.088824,2057995,1H,17929,59083,260873957,True,glb,False,True,75,30,0,0,2828.505377,3026.0736960000004,,goal low left,1950.088824,32.0
R. Torres,right,False,15.035223061946901,49.315531643185835,1954.488422,2057995,1H,17929,91263,260873963,False,,False,False,87,37,0,0,2828.505377,3026.0736960000004,,,1954.488422,32.0
J. Rodriguez,left,False,28.76071011101777,94.33512916413828,1961.524712,2057995,1H,17929,401861,260873967,False,,False,True,74,40,0,0,2828.505377,3026.0736960000004,,,1961.524712,32.0
F. Ben Youssef,right,True,5.498178704125577,18.03402614953189,316.138199,2057995,2H,16276,209354,260874081,True,gc,False,True,95,49,100,100,2828.505377,3026.0736960000004,,goal center,3144.643576,52.0
F. Ben Youssef,right,False,11.355450673575225,37.24587820932673,463.9637889999999,2057995,2H,16276,209354,260874121,True,gb,False,True,90,58,100,100,2828.505377,3026.0736960000004,,goal low center,3292.469166,54.0
G. Chaalali,right,False,20.402603275317592,66.9205387430417,705.8890259999998,2057995,2H,16276,354043,260874162,False,,False,False,82,64,100,100,2828.505377,3026.0736960000004,,,3534.394403,58.0
W. Khazri,right,False,14.505576544556925,47.57829106614671,988.1736650000004,2057995,2H,16276,25776,260874249,True,gbr,True,True,89,72,100,100,2828.505377,3026.0736960000004,,goal low right,3816.679042,63.0
W. Khazri,right,True,4.170073215484352,13.677840146788672,1220.3814089999996,2057995,2H,16276,25776,260874301,True,gc,False,True,97,57,100,100,2828.505377,3026.0736960000004,,goal center,4048.8867859999996,67.0
Y. Bárcenas,right,False,15.469276104669538,50.73922562331608,1048.7321760000004,2057995,2H,17929,241077,260874600,True,gt,False,True,86,55,0,0,2828.505377,3026.0736960000004,,goal high center,3877.2375530000004,64.0
J. Rodriguez,left,False,16.079857717109938,52.741933312120594,1492.5118620000003,2057995,2H,17929,401861,260874701,True,gb,False,True,86,37,0,0,2828.505377,3026.0736960000004,,goal low center,4321.017239000001,72.0
A. Godoy,left,False,15.282317364277576,50.126000954830445,2855.2041550000004,2057995,2H,17929,86414,260874850,False,olb,False,True,87,35,0,0,2828.505377,3026.0736960000004,,out low left,5683.709532000001,94.0
K. Grosicki,head/body,False,9.252444961198094,30.348019472729746,1154.346261,2057996,1H,13869,33032,259375229,False,otr,False,True,92,58,0,0,2815.828819,2940.797888,,out high right,1154.346261,19.0
M. Niang,left,False,14.408330679159192,47.25932462764215,1075.629421,2057996,1H,19314,25898,259375265,False,obr,True,True,88,34,100,100,2815.828819,2940.797888,,out low right,1075.629421,17.0
R. Lewandowski,left,False,20.846799999999998,68.37750399999999,1364.806401,2057996,1H,13869,14817,259375300,False,obr,False,False,81,50,0,0,2815.828819,2940.797888,,out low right,1364.806401,22.0
S. Sané,head/body,False,7.71515627903933,25.305712595249002,2500.6515,2057996,1H,19314,26115,259375711,False,otr,False,True,93,48,100,100,2815.828819,2940.797888,,out high right,2500.6515,41.0
I. Gueye,right,False,27.23441918528831,89.32889492774565,2769.100963,2057996,1H,19314,25706,259375792,False,,False,False,77,78,100,100,2815.828819,2940.797888,,,2769.100963,46.0
I. Gueye,right,False,24.273797284778087,79.61805509407212,2217.777291,2057996,1H,19314,25706,259375845,False,,True,True,78,57,100,100,2815.828819,2940.797888,,,2217.777291,36.0
