name,foot,goal,dist_m,dist_ft,time,match_id,period,team_id,player_id,shot_id,accurate,shot_loc,counter,opportunity,x1,y1,x2,y2,H1,H2,E1,shot_loc_desc,time2,min
P. Sisto,left,False,9.655798680585672,31.671019672321002,1179.336427,2057967,1H,7712,241945,258766261,False,,False,False,93,34,100,100,2878.586633,2985.999357,,,1179.336427,19.0
T. Delaney,left,False,29.68079180080107,97.35299710662751,1584.050104,2057967,1H,7712,55990,258766368,False,otl,False,True,73,45,100,100,2878.586633,2985.999357,,out high left,1584.050104,26.0
J. Farfán,right,False,11.56555620149762,37.93502434091219,1703.6272399999998,2057967,1H,15594,14872,258766447,False,,False,True,90,60,0,0,2878.586633,2985.999357,,,1703.6272399999998,28.0
L. Schöne,right,False,23.113658819029496,75.81280092641674,2331.121056,2057967,1H,7712,405,258766619,True,gc,False,True,79,55,100,100,2878.586633,2985.999357,,goal center,2331.121056,38.0
T. Delaney,left,False,19.466663738363078,63.850657061830894,2448.172255,2057967,1H,7712,55990,258766683,False,obr,False,True,84,27,100,100,2878.586633,2985.999357,,out low right,2448.172255,40.0
Y. Poulsen,head/body,False,6.5934438838895115,21.626495939157596,2821.878734,2057967,1H,7712,56274,258766728,False,otl,False,True,95,60,100,100,2878.586633,2985.999357,,out high left,2821.878734,47.0
J. Farfán,right,False,11.663626465319439,38.25669480624776,297.529341,2057967,2H,15594,14872,258766795,False,,False,False,92,71,0,0,2878.586633,2985.999357,,,3176.115974,52.0
J. Stryger Larsen,right,False,26.3962247755716,86.57961726387484,330.4044279999998,2057967,2H,7712,56026,258766945,False,otr,False,False,76,45,100,100,2878.586633,2985.999357,,out high right,3208.9910609999997,53.0
C. Eriksen,left,False,18.652588238633264,61.1804894227171,476.4625879999999,2057967,2H,7712,54,258766973,False,otr,False,False,85,74,100,100,2878.586633,2985.999357,,out high right,3355.0492209999998,55.0
É. Flores,left,False,11.12345248967244,36.4849241661256,909.8073020000002,2057967,2H,15594,114762,258767013,True,gc,False,True,91,36,0,0,2878.586633,2985.999357,,goal center,3788.393935,63.0
P. Guerrero,head/body,False,7.818498139668513,25.64467389811272,1119.766982,2057967,2H,15594,14909,258767071,True,gc,False,True,93,54,0,0,2878.586633,2985.999357,,goal center,3998.353615,66.0
Y. Poulsen,left,True,10.959896103636202,35.94845921992674,814.2113040000004,2057967,2H,7712,56274,258767116,True,glb,True,True,91,37,100,100,2878.586633,2985.999357,,goal low left,3692.7979370000003,61.0
C. Ramos,left,False,9.982680467815245,32.743191934434,1390.0192889999998,2057967,2H,15594,114617,258767156,False,,False,False,92,63,0,0,2878.586633,2985.999357,,,4268.605922,71.0
L. Advíncula,left,False,13.825727252571562,45.34838538843472,1628.7939729999998,2057967,2H,15594,114709,258767248,True,gr,False,True,90,73,0,0,2878.586633,2985.999357,,goal center right,4507.380606,75.0
P. Guerrero,right,False,7.758382674404505,25.447495172046775,2010.592202,2057967,2H,15594,14909,258767379,False,obr,False,True,93,53,0,0,2878.586633,2985.999357,,out low right,4889.178835,81.0
J. Farfán,right,False,12.26708681350222,40.23604474828728,2302.269616,2057967,2H,15594,14872,258767468,True,gb,False,True,89,56,0,0,2878.586633,2985.999357,,goal low center,5180.856249,86.0
N. Jørgensen,left,False,15.378207596790986,50.44052091747443,2208.000629,2057967,2H,7712,15080,258767478,False,,False,True,86,48,100,100,2878.586633,2985.999357,,,5086.587262,84.0
C. Eriksen,left,False,12.972017429933558,42.54821717018207,2427.756912,2057967,2H,7712,54,258767523,True,gc,False,True,89,37,100,100,2878.586633,2985.999357,,goal center,5306.343545,88.0
É. Flores,left,False,26.424083448437713,86.67099371087569,97.520577,2057968,1H,15594,114762,259727431,False,,False,False,76,56,100,100,2822.692206,2967.034783,,,97.520577,1.0
A. Griezmann,right,False,11.663626465319439,38.25669480624776,609.503191,2057968,1H,4418,3682,259727573,False,otr,False,True,92,71,0,0,2822.692206,2967.034783,,out high right,609.503191,10.0
Y. Yotún,left,False,50.47252522415042,165.54988273521334,353.99394199999995,2057968,1H,15594,114723,259727590,False,ot,False,True,54,49,100,100,2822.692206,2967.034783,,out high center,353.99394199999995,5.0
R. Varane,head/body,False,10.549510214223217,34.60239350265215,831.535149,2057968,1H,4418,3309,259727626,False,or,False,True,92,34,0,0,2822.692206,2967.034783,,out center right,831.535149,13.0
A. Griezmann,right,False,18.095534477876026,59.35335308743336,927.003383,2057968,1H,4418,3682,259727663,True,gb,False,True,84,62,0,0,2822.692206,2967.034783,,goal low center,927.003383,15.0
K. Mbappé,right,False,13.413014911737777,43.99468891049991,1978.651572,2057968,1H,4418,353833,259727957,True,gc,False,True,88,43,0,0,2822.692206,2967.034783,,goal center,1978.651572,32.0
O. Giroud,left,False,12.972186596811659,42.548772037542236,2023.580214,2057968,1H,4418,26010,259727977,False,,False,True,91,27,0,0,2822.692206,2967.034783,,,2023.580214,33.0
K. Mbappé,right,True,3.3118580317549844,10.862894344156349,2025.334462,2057968,1H,4418,353833,259727979,True,gb,False,True,97,49,0,0,2822.692206,2967.034783,,goal low center,2025.334462,33.0
L. Hernández,left,False,13.606283337120393,44.62860934575489,2549.927555,2057968,1H,4418,279545,259728096,True,gt,False,True,90,28,0,0,2822.692206,2967.034783,,goal high center,2549.927555,42.0
É. Flores,left,False,23.685350672989834,77.68795020740666,1412.015364,2057968,1H,15594,114762,259728100,False,obr,False,False,79,35,100,100,2822.692206,2967.034783,,out low right,1412.015364,23.0
L. Hernández,left,False,11.66927975937247,38.2752376107417,2552.924484,2057968,1H,4418,279545,259728101,False,obr,False,True,91,33,0,0,2822.692206,2967.034783,,out low right,2552.924484,42.0
P. Guerrero,left,False,10.351096599998474,33.95159684799499,1823.43145,2057968,1H,15594,14909,259728251,True,gb,False,True,92,35,100,100,2822.692206,2967.034783,,goal low center,1823.43145,30.0
P. Aquino,right,False,28.641857829102143,93.94529367945502,295.9386589999999,2057968,2H,15594,139078,259728797,False,ptl,False,True,74,43,100,100,2822.692206,2967.034783,,post high left,3118.630865,51.0
O. Dembélé,left,False,13.171479112935646,43.20245149042892,2170.010541,2057968,2H,4418,286390,259728853,False,obr,False,True,88,51,0,0,2822.692206,2967.034783,,out low right,4992.702747,83.0
C. Cueva,right,False,21.19057858394858,69.50509775535133,753.1628600000004,2057968,2H,15594,114813,259728952,False,,False,False,82,29,100,100,2822.692206,2967.034783,,,3575.8550660000005,59.0
B. Matuidi,left,False,24.16332576700691,79.25570851578266,2788.997605,2057968,2H,4418,25437,259728981,False,otl,False,True,78,47,0,0,2822.692206,2967.034783,,out high left,5611.689811,93.0
O. Giroud,left,False,13.9986333805304,45.915517488139706,2929.3142930000004,2057968,2H,4418,26010,259729037,False,,False,True,88,37,0,0,2822.692206,2967.034783,,,5752.006499000001,95.0
A. Carrillo,right,False,27.723481753966258,90.93302015300932,943.917219,2057968,2H,15594,70156,259729060,False,ot,False,True,75,39,100,100,2822.692206,2967.034783,,out high center,3766.609425,62.0
L. Advíncula,left,False,26.60077926344452,87.25055598409801,1327.4940749999996,2057968,2H,15594,114709,259729159,False,otr,False,True,77,73,100,100,2822.692206,2967.034783,,out high right,4150.186281,69.0
J. Farfán,left,False,7.7587220856594685,25.448608440963056,1705.130843,2057968,2H,15594,14872,259729243,False,ol,False,True,99,29,100,100,2822.692206,2967.034783,,out center left,4527.8230490000005,75.0
P. Pogba,right,False,25.118806303694054,82.38968467611649,674.0892919999999,2057968,1H,4418,7936,259765354,False,ol,False,True,78,69,0,0,2822.692206,2967.034783,,out center left,674.0892919999999,11.0
O. Giroud,left,False,13.9986333805304,45.915517488139706,862.21922,2057970,1H,4418,26010,260506375,True,gtl,False,True,88,37,100,100,2819.536968,2873.047668,,goal high left,862.21922,14.0
R. Varane,head/body,False,6.674015268374803,21.890770080269352,948.422722,2057970,1H,4418,3309,260506388,False,otr,False,True,94,53,100,100,2819.536968,2873.047668,,out high right,948.422722,15.0
O. Dembélé,right,False,24.216052878204575,79.428653440511,1968.583967,2057970,1H,4418,286390,260506817,False,olb,False,True,80,78,100,100,2819.536968,2873.047668,,out low left,1968.583967,32.0
C. Eriksen,right,False,28.296589468741637,92.81281345747256,2773.972145,2057970,1H,7712,54,260506868,False,,False,False,75,69,0,0,2819.536968,2873.047668,,,2773.972145,46.0
A. Griezmann,left,False,20.773064045116215,68.13565006798117,2331.711533,2057970,1H,4418,3682,260506945,True,gc,False,True,83,75,100,100,2819.536968,2873.047668,,goal center,2331.711533,38.0
O. Dembélé,left,False,32.26975781009985,105.84480561712749,2686.122326,2057970,1H,4418,286390,260507068,False,otl,False,False,72,77,100,100,2819.536968,2873.047668,,out high left,2686.122326,44.0
C. Eriksen,right,False,18.666738279892392,61.22690155804705,795.8059599999997,2057970,2H,7712,54,260507162,False,olb,False,True,83,48,0,0,2819.536968,2873.047668,,out low left,3615.3429279999996,60.0
A. Griezmann,left,False,29.73482731448932,97.53023359152496,339.2113479999998,2057970,2H,4418,3682,260507240,True,gbr,False,True,73,57,100,100,2819.536968,2873.047668,,goal low right,3158.7483159999997,52.0
V. Fischer,left,False,28.86285607558614,94.67016792792253,1042.0736429999995,2057970,2H,7712,1722,260507250,False,,False,False,74,38,0,0,2819.536968,2873.047668,,,3861.610610999999,64.0
T. Lemar,left,False,27.451937227862445,90.04235410738882,566.4386100000002,2057970,2H,4418,28922,260507323,False,,False,False,75,47,100,100,2819.536968,2873.047668,,,3385.975578,56.0
N. Fekir,left,False,23.226432167683438,76.18269751000167,1468.8909990000002,2057970,2H,4418,28115,260507609,False,otl,False,True,81,22,100,100,2819.536968,2873.047668,,out high left,4288.427967,71.0
O. Giroud,head/body,False,14.12705238929905,46.33673183690088,1713.1636529999996,2057970,2H,4418,26010,260507691,False,obr,False,True,88,36,100,100,2819.536968,2873.047668,,out low right,4532.700621,75.0
O. Giroud,left,False,19.007612475268957,62.344968918882174,2008.092455,2057970,2H,4418,26010,260507761,False,otl,False,False,83,60,100,100,2819.536968,2873.047668,,out high left,4827.629423,80.0
N. Fekir,left,False,26.424083448437713,86.67099371087569,2212.6605550000004,2057970,2H,4418,28115,260507795,True,glb,False,True,76,56,100,100,2819.536968,2873.047668,,goal low left,5032.197523000001,83.0
N. Tagliafico,head/body,False,14.305741592888499,46.922832424674276,472.150637,2057972,1H,12274,86722,258757589,False,ol,False,True,87,47,0,0,2764.460476,3001.0481630000004,,out center left,472.150637,7.0
G. Sigurðsson,left,False,26.89823962460183,88.226225968694,16.679164000000014,2057972,1H,7839,77558,258757623,False,obr,False,False,76,65,100,100,2764.460476,3001.0481630000004,,out low right,16.679164000000014,0.0
N. Otamendi,right,False,35.157993610593024,115.31821904274511,760.8270500000001,2057972,1H,12274,70086,258757672,False,otl,False,True,68,55,0,0,2764.460476,3001.0481630000004,,out high left,760.8270500000001,12.0
L. Messi,left,False,28.58575635526371,93.76128084526496,997.777067,2057972,1H,12274,3359,258757760,True,gl,False,True,74,55,0,0,2764.460476,3001.0481630000004,,goal center left,997.777067,16.0
A. Finnbogason,right,False,10.972320002624786,35.98920960860929,510.983747,2057972,1H,7839,37948,258757768,False,ot,False,True,94,74,100,100,2764.460476,3001.0481630000004,,out high center,510.983747,8.0
J. Guðmunds­son,left,False,22.48010276450043,73.73473706756141,540.631253,2057972,1H,7839,93,258757782,False,,False,False,81,73,100,100,2764.460476,3001.0481630000004,,,540.631253,9.0
B. Bjarnason,right,False,11.26675037721614,36.95494123726893,541.951895,2057972,1H,7839,38084,258757787,False,olb,False,True,90,43,100,100,2764.460476,3001.0481630000004,,out low left,541.951895,9.0
S. Agüero,left,True,15.975528086420178,52.39973212345818,1120.727608,2057972,1H,12274,8325,258757815,True,gtl,False,True,86,38,0,0,2764.460476,3001.0481630000004,,goal high left,1120.727608,18.0
N. Otamendi,head/body,False,14.380355055508884,47.16756458206914,1647.4386840000002,2057972,1H,12274,70086,258757998,True,gc,False,True,87,45,0,0,2764.460476,3001.0481630000004,,goal center,1647.4386840000002,27.0
H. Magnússon,left,False,14.282609987761342,46.8469607598572,1364.966375,2057972,1H,7839,135207,258758052,False,,False,False,90,25,100,100,2764.460476,3001.0481630000004,,,1364.966375,22.0
A. Finnbogason,right,True,8.808027816145906,28.89033123695857,1372.876129,2057972,1H,7839,37948,258758071,True,gc,False,True,92,48,100,100,2764.460476,3001.0481630000004,,goal center,1372.876129,22.0
L. Biglia,right,False,27.14330171681404,89.03002963115004,1931.420841,2057972,1H,12274,37732,258758088,False,otr,False,True,76,32,0,0,2764.460476,3001.0481630000004,,out high right,1931.420841,32.0
L. Biglia,head/body,False,12.842465092029645,42.12328550185723,2503.583521,2057972,1H,12274,37732,258758334,False,otr,False,True,89,62,0,0,2764.460476,3001.0481630000004,,out high right,2503.583521,41.0
G. Sigurðsson,right,False,9.572387257236306,31.39743020373508,2670.979773,2057972,1H,7839,77558,258758464,True,gbr,False,True,94,31,100,100,2764.460476,3001.0481630000004,,goal low right,2670.979773,44.0
G. Sigurðsson,right,False,16.311134715356257,53.50052186636852,2708.8744,2057972,1H,7839,77558,258758482,False,olb,False,True,86,35,100,100,2764.460476,3001.0481630000004,,out low left,2708.8744,45.0
N. Otamendi,head/body,False,13.212041724218857,43.335496855437846,153.061557,2057972,2H,12274,70086,258758484,False,otl,False,True,88,53,0,0,2764.460476,3001.0481630000004,,out high left,2917.522033,48.0
S. Agüero,right,False,11.29648680353764,37.052476715603454,640.936498,2057972,2H,12274,8325,258758640,False,,False,False,91,65,0,0,2764.460476,3001.0481630000004,,,3405.3969740000002,56.0
S. Agüero,right,False,12.738046839684648,41.78079363416564,673.649535,2057972,2H,12274,8325,258758654,False,,False,False,91,72,0,0,2764.460476,3001.0481630000004,,,3438.110011,57.0
É. Banega,left,False,23.04410272721635,75.58465694526963,824.625301,2057972,2H,12274,3280,258758703,False,,False,False,79,49,0,0,2764.460476,3001.0481630000004,,,3589.0857770000002,59.0
L. Messi,left,False,18.749067157861482,61.49694027778566,1140.93404,2057972,2H,12274,3359,258758807,False,,False,False,84,68,0,0,2764.460476,3001.0481630000004,,,3905.3945160000003,65.0
E. Salvio,left,False,24.656645786481175,80.87379817965825,1470.7681890000003,2057972,2H,12274,3445,258758931,False,,False,False,79,74,0,0,2764.460476,3001.0481630000004,,,4235.228665000001,70.0
É. Banega,right,False,25.562243732162873,83.84415944149421,1556.1928749999995,2057972,2H,12274,3280,258758967,True,gb,True,True,78,27,0,0,2764.460476,3001.0481630000004,,goal low center,4320.653351,72.0
L. Messi,left,False,24.237949269894926,79.50047360525535,2152.8670620000003,2057972,2H,12274,3359,258759183,False,ol,False,True,78,56,0,0,2764.460476,3001.0481630000004,,out center left,4917.3275380000005,81.0
C. Pavón,right,False,21.861645466204045,71.70619712914926,2276.10973,2057972,2H,12274,285396,258759242,False,,False,False,81,32,0,0,2764.460476,3001.0481630000004,,,5040.570206,84.0
L. Messi,left,False,27.585619007011605,90.48083034299806,2303.6972800000003,2057972,2H,12274,3359,258759256,False,,False,False,75,58,0,0,2764.460476,3001.0481630000004,,,5068.1577560000005,84.0
L. Messi,right,False,14.12705238929905,46.33673183690088,2815.838006,2057972,2H,12274,3359,258759430,False,otr,False,True,88,64,0,0,2764.460476,3001.0481630000004,,out high right,5580.298482,93.0
L. Messi,left,False,11.941386360992597,39.16774726405572,2289.591516,2057972,1H,12274,3359,259754562,False,,False,False,93,25,0,0,2764.460476,3001.0481630000004,,,2289.591516,38.0
J. Mascherano,right,False,24.53417362700444,80.47208949657455,2534.890655,2057972,2H,12274,3355,259754574,True,gc,False,True,78,62,0,0,2764.460476,3001.0481630000004,,goal center,5299.351131,88.0
L. Messi,left,False,25.118806303694054,82.38968467611649,1254.263756,2057972,1H,12274,3359,259754578,True,gl,False,True,78,31,0,0,2764.460476,3001.0481630000004,,goal center left,1254.263756,20.0
A. Iwobi,right,False,32.96676178459904,108.13097865348486,756.771733,2057973,1H,16823,230020,258793045,False,,False,False,70,55,100,100,2809.165725,2948.5070990000004,,,756.771733,12.0
I. Perišić,right,False,22.71090134715045,74.49175641865347,801.0894699999999,2057973,1H,9598,14812,258793170,False,ot,False,True,80,66,0,0,2809.165725,2948.5070990000004,,out high center,801.0894699999999,13.0
A. Kramarić,right,False,29.6244,97.168032,923.160154,2057973,1H,9598,69411,258793215,False,olb,False,True,73,50,0,0,2809.165725,2948.5070990000004,,out low left,923.160154,15.0
O. Etebo,right,False,32.96676178459904,108.13097865348486,1301.098484,2057973,1H,16823,424624,258793232,False,obr,False,False,70,55,100,100,2809.165725,2948.5070990000004,,out low right,1301.098484,21.0
O. Ighalo,left,False,13.247432127019938,43.451577376625394,1995.084627,2057973,1H,16823,5295,258793443,False,,False,True,88,46,100,100,2809.165725,2948.5070990000004,,,1995.084627,33.0
A. Rebić,right,False,22.05345701358406,72.33533900455572,1877.961382,2057973,1H,9598,69616,258793485,False,,False,False,80,44,0,0,2809.165725,2948.5070990000004,,,1877.961382,31.0
M. Mandžukić,head/body,False,7.818498139668513,25.64467389811272,1912.171442,2057973,1H,9598,14943,258793495,False,ol,False,True,93,46,0,0,2809.165725,2948.5070990000004,,out center left,1912.171442,31.0
A. Iwobi,right,False,16.43776385765412,53.9158654531055,2703.803693,2057973,1H,16823,230020,258793653,False,,False,True,86,34,100,100,2809.165725,2948.5070990000004,,,2703.803693,45.0
A. Kramarić,head/body,False,12.157547352982014,39.876755317781004,2334.33797,2057973,1H,9598,69411,258793658,False,ot,False,True,89,54,0,0,2809.165725,2948.5070990000004,,out high center,2334.33797,38.0
V. Moses,right,False,29.19694427337388,95.76597721666631,2745.537098,2057973,1H,16823,8625,258793670,False,otr,False,False,74,67,100,100,2809.165725,2948.5070990000004,,out high right,2745.537098,45.0
Š. Vrsaljko,right,False,15.14178829275129,49.66506560022423,2517.571393,2057973,1H,9598,69409,258793703,False,otr,False,True,89,75,0,0,2809.165725,2948.5070990000004,,out high right,2517.571393,41.0
V. Moses,left,False,15.06198240471685,49.40330228747127,213.11489699999996,2057973,2H,16823,8625,258793793,False,obr,False,True,88,70,100,100,2809.165725,2948.5070990000004,,out low right,3022.2806219999998,50.0
I. Rakitić,right,False,34.021065040501014,111.58909333284332,288.2032610000001,2057973,2H,9598,3476,258793821,False,otl,False,True,69,48,0,0,2809.165725,2948.5070990000004,,out high left,3097.368986,51.0
A. Iwobi,right,False,13.825727252571562,45.34838538843472,369.0736059999999,2057973,2H,16823,230020,258793836,False,,False,True,90,27,100,100,2809.165725,2948.5070990000004,,,3178.2393309999998,52.0
O. Ighalo,head/body,False,13.212041724218857,43.335496855437846,831.237263,2057973,2H,16823,5295,258794019,True,gc,False,True,88,47,100,100,2809.165725,2948.5070990000004,,goal center,3640.402988,60.0
M. Mandžukić,head/body,False,8.808027816145906,28.89033123695857,1066.3719529999998,2057973,2H,9598,14943,258794021,False,ol,False,True,92,48,0,0,2809.165725,2948.5070990000004,,out center left,3875.5376779999997,64.0
K. Iheanacho,left,False,13.9986333805304,45.915517488139706,1888.7482090000003,2057973,2H,16823,285508,258794319,False,obr,False,True,88,63,100,100,2809.165725,2948.5070990000004,,out low right,4697.913934,78.0
L. Balogun,head/body,False,11.02672850679203,36.16766950227786,2202.860817,2057973,2H,16823,16443,258794419,True,gtr,False,True,90,53,100,100,2809.165725,2948.5070990000004,,goal high right,5012.026542,83.0
O. Etebo,right,False,34.86963858147228,114.37241454722907,2476.4327270000003,2057973,2H,16823,424624,258794495,False,otr,False,False,69,29,100,100,2809.165725,2948.5070990000004,,out high right,5285.598452,88.0
M. Kovačić,right,False,11.12345248967244,36.4849241661256,2806.002665,2057973,2H,9598,69404,258794499,True,glb,False,True,91,64,0,0,2809.165725,2948.5070990000004,,goal low left,5615.16839,93.0
V. Moses,right,False,12.972017429933558,42.54821717018207,2516.974552,2057973,2H,16823,8625,258794524,False,,False,True,89,63,100,100,2809.165725,2948.5070990000004,,,5326.140277,88.0
I. Perišić,left,False,10.115879418518194,33.180084492739674,248.302361,2057974,1H,9598,14812,259750340,True,gbr,False,True,93,32,100,100,2826.657392,2945.325201,,goal low right,248.302361,4.0
M. Brozović,right,False,30.756415193581972,100.88104183494886,1235.609806,2057974,1H,9598,69968,259750567,False,,False,False,72,54,100,100,2826.657392,2945.325201,,,1235.609806,20.0
M. Meza,right,False,14.305741592888499,46.922832424674276,749.2059630000001,2057974,1H,12274,146459,259750643,False,,False,True,87,47,0,0,2826.657392,2945.325201,,,749.2059630000001,12.0
M. Mandžukić,head/body,False,6.217529412877755,20.393496474239036,1921.65548,2057974,1H,9598,14943,259750812,False,olb,False,True,95,42,100,100,2826.657392,2945.325201,,out low left,1921.65548,32.0
E. Pérez,left,False,12.51004423263563,41.032945083044865,1755.0759039999998,2057974,1H,12274,86234,259750993,False,olb,False,True,89,41,0,0,2826.657392,2945.325201,,out low left,1755.0759039999998,29.0
A. Rebić,right,False,22.05345701358406,72.33533900455572,2793.830264,2057974,1H,9598,69616,259751022,False,otr,False,True,80,44,100,100,2826.657392,2945.325201,,out high right,2793.830264,46.0
A. Rebić,right,True,13.257621494917556,43.48499850332958,457.35035199999993,2057974,2H,9598,69616,259751238,True,gt,False,True,89,35,100,100,2826.657392,2945.325201,,goal high center,3284.007744,54.0
M. Acuña,left,False,27.05691724684281,88.74668856964442,215.6413990000001,2057974,2H,12274,89073,259751428,False,,False,False,76,33,0,0,2826.657392,2945.325201,,,3042.298791,50.0
M. Mandžukić,right,False,7.204165339579596,23.629662313821076,1226.7689309999996,2057974,2H,9598,14943,259751466,False,or,False,True,94,58,100,100,2826.657392,2945.325201,,out center right,4053.4263229999997,67.0
S. Agüero,left,False,11.66927975937247,38.2752376107417,439.007118,2057974,2H,12274,8325,259751513,True,gb,False,True,91,33,0,0,2826.657392,2945.325201,,goal low center,3265.66451,54.0
I. Rakitić,right,False,18.880601754247664,61.928373753932334,2070.701587,2057974,2H,9598,3476,259751677,False,,False,False,84,31,100,100,2826.657392,2945.325201,,,4897.3589790000005,81.0
L. Modrić,right,True,28.611483185776997,93.84566484934855,2097.271568,2057974,2H,9598,8287,259751694,True,gr,False,True,74,56,100,100,2826.657392,2945.325201,,goal center right,4923.92896,82.0
M. Meza,left,False,11.56555620149762,37.93502434091219,1082.9760829999996,2057974,2H,12274,146459,259751725,True,glb,False,True,90,40,0,0,2826.657392,2945.325201,,goal low left,3909.6334749999996,65.0
L. Messi,left,False,3.9561356678582196,12.97612499057496,1086.5499309999996,2057974,2H,12274,3359,259751733,False,,False,True,98,41,0,0,2826.657392,2945.325201,,,3913.2073229999996,65.0
N. Otamendi,head/body,False,10.978094418545508,36.008149692829264,1109.60758,2057974,2H,12274,70086,259751740,False,ot,False,True,90,51,0,0,2826.657392,2945.325201,,out high center,3936.264972,65.0
M. Kovačić,head/body,False,16.655949209291553,54.63151340647629,2458.378,2057974,2H,9598,69404,259751777,False,otl,False,False,85,43,100,100,2826.657392,2945.325201,,out high left,5285.035392,88.0
M. Mandžukić,left,False,22.37861606534238,73.401860694323,2629.865132,2057974,2H,9598,14943,259751841,False,,False,False,80,62,100,100,2826.657392,2945.325201,,,5456.522524,90.0
L. Modrić,right,False,34.64448363722571,113.63390633010033,2632.560404,2057974,2H,9598,8287,259751845,False,olb,False,False,69,68,100,100,2826.657392,2945.325201,,out low left,5459.217796,90.0
P. Dybala,left,False,16.45827000393723,53.98312561291411,1548.0750740000003,2057974,2H,12274,89186,259751900,False,otl,False,True,88,77,0,0,2826.657392,2945.325201,,out high left,4374.732466,72.0
I. Rakitić,right,False,20.859629970112124,68.41958630196777,2742.720397,2057974,2H,9598,3476,259751904,True,glb,True,True,81,48,100,100,2826.657392,2945.325201,,goal low left,5569.377789,92.0
I. Rakitić,right,True,7.71515627903933,25.305712595249002,2747.283085,2057974,2H,9598,3476,259751906,True,glb,False,True,93,48,100,100,2826.657392,2945.325201,,goal low left,5573.940477,92.0
G. Higuaín,right,False,21.861645466204045,71.70619712914926,2289.276233,2057974,2H,12274,3323,259752057,True,gb,False,True,81,32,0,0,2826.657392,2945.325201,,goal low center,5115.933625,85.0
M. Meza,left,False,13.110496134395525,43.00242732081732,2702.931536,2057974,2H,12274,146459,259752105,False,,False,False,89,36,0,0,2826.657392,2945.325201,,,5529.588928,92.0
G. Sigurðsson,right,False,21.94704784390147,71.98631692799681,301.20335,2057975,1H,7839,77558,259856917,True,gr,False,True,80,49,100,100,2822.499723,3069.3046590000004,,goal center right,301.20335,5.0
B. Bjarnason,left,False,6.743966613944645,22.120210493738433,1219.824383,2057975,1H,7839,38084,259857188,False,,False,False,96,36,100,100,2822.499723,3069.3046590000004,,,1219.824383,20.0
B. Bjarnason,right,False,10.97218000262482,35.988750408609405,2006.675184,2057975,1H,7839,38084,259857408,False,ot,False,False,92,32,100,100,2822.499723,3069.3046590000004,,out high center,2006.675184,33.0
A. Finnbogason,left,False,3.371901957352853,11.059838420117357,2675.236597,2057975,1H,7839,37948,259857580,False,olb,False,True,97,52,100,100,2822.499723,3069.3046590000004,,out low left,2675.236597,44.0
O. Etebo,right,False,27.05691724684281,88.74668856964442,14.103891000000203,2057975,2H,16823,424624,259857757,True,glb,True,True,76,67,0,0,2822.499723,3069.3046590000004,,goal low left,2836.603614,47.0
A. Musa,right,True,13.348030536749606,43.781540160538704,203.2442719999999,2057975,2H,16823,101606,259857826,True,gt,True,True,88,56,0,0,2822.499723,3069.3046590000004,,goal high center,3025.743995,50.0
W. Ndidi,right,False,34.576844698475604,113.41205061099997,692.822564,2057975,2H,16823,265366,259857926,True,gt,False,True,69,33,0,0,2822.499723,3069.3046590000004,,goal high center,3515.322287,58.0
R. Gíslason,right,False,21.754298088021592,71.35409772871081,1326.891224,2057975,2H,7839,56146,259858057,False,otr,False,True,81,33,100,100,2822.499723,3069.3046590000004,,out high right,4149.390947,69.0
V. Moses,right,False,16.94279932663136,55.57238179135086,1210.894491,2057975,2H,16823,8625,259858092,False,otr,False,True,87,75,0,0,2822.499723,3069.3046590000004,,out high right,4033.394214,67.0
V. Moses,left,False,25.330935141097733,83.08546726280056,1374.780162,2057975,2H,16823,8625,259858177,False,,False,False,78,71,0,0,2822.499723,3069.3046590000004,,,4197.279885,69.0
O. Etebo,right,False,23.08759984147334,75.72732748003256,1405.6295,2057975,2H,16823,424624,259858190,False,,False,False,79,46,0,0,2822.499723,3069.3046590000004,,,4228.129223,70.0
W. Troost-Ekong,head/body,False,13.76737554955555,45.1569918025422,1484.0731779999996,2057975,2H,16823,11093,259858209,False,obr,False,True,88,61,0,0,2822.499723,3069.3046590000004,,out low right,4306.572901,71.0
L. Balogun,head/body,False,7.360308438000407,24.141811676641336,1588.8620039999996,2057975,2H,16823,16443,259858240,False,otl,False,True,94,59,0,0,2822.499723,3069.3046590000004,,out high left,4411.3617269999995,73.0
K. Iheanacho,left,False,21.861645466204045,71.70619712914926,1705.4907279999998,2057975,2H,16823,285508,259858295,False,,False,False,81,68,0,0,2822.499723,3069.3046590000004,,,4527.990451,75.0
A. Musa,right,False,19.780154145253775,64.87890559643238,1717.8578690000004,2057975,2H,16823,101606,259858300,False,pt,False,True,83,32,0,0,2822.499723,3069.3046590000004,,post high center,4540.357592,75.0
V. Moses,right,False,15.975528086420178,52.39973212345818,1721.4989910000004,2057975,2H,16823,8625,259858301,False,ot,False,True,86,62,0,0,2822.499723,3069.3046590000004,,out high center,4543.998714,75.0
A. Musa,right,True,6.674015268374803,21.890770080269352,1755.956972,2057975,2H,16823,101606,259858307,True,gr,True,True,94,47,0,0,2822.499723,3069.3046590000004,,goal center right,4578.456695,76.0
W. Troost-Ekong,left,False,25.679625287813295,84.2291709440276,2020.4509470000005,2057975,2H,16823,11093,259858375,False,,False,False,77,63,0,0,2822.499723,3069.3046590000004,,,4842.95067,80.0
