name,team,min,shot,goal,goal_allowed,assist,player_id,match_id,date,pass,pass_accurate,tackle,accel,counter,opportunity,keypass,own_goal,interception,smart,clearance,cross,air_duel,air_duel_won,gk_leave_line,gk_save_attempt,throw,corner,pos,side,player_rank,started
Ali Gabr,Egypt,90.0,0,0,0,0,198120,2057959,20180625,32,28,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,DEF,right,0.0017,True
Trézéguet,Egypt,81.0,3,0,0,0,220112,2057959,20180625,20,15,0,0,1,3,1,0,1,0,0,1,4,2,0,0,0,0,MID,left,0.0072,True
Mohammed Al Burayk,Saudi Arabia,90.0,1,0,0,0,292954,2057959,20180625,77,67,0,3,0,0,0,0,5,0,3,5,4,1,0,0,6,0,DEF,right,-0.0025,True
Ramadan Sobhi,Egypt,26.0,0,0,0,0,332605,2057959,20180625,11,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MID,left,-0.0004,False
Amr Warda,Egypt,38.0,1,0,0,0,388928,2057959,20180625,14,10,1,1,0,0,0,0,3,0,0,2,3,1,0,0,0,2,MID,central,-0.001,False
Tarek Hamed,Egypt,90.0,0,0,0,0,437417,2057959,20180625,51,44,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,MID,central,-0.0003,True
Jordi Alba,Spain,90.0,0,0,0,0,3269,2057960,20180615,75,67,0,0,0,0,2,0,2,0,2,4,0,0,0,0,8,0,DEF,left,-0.0041,True
Nacho,Spain,90.0,1,1,0,0,3304,2057960,20180615,49,46,1,1,2,1,0,0,2,0,4,2,3,1,0,0,11,0,DEF,right,0.0284,True
Pepe,Portugal,90.0,0,0,0,0,3305,2057960,20180615,27,21,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,DEF,right,0.0029,True
Sergio Ramos,Spain,90.0,0,0,0,0,3306,2057960,20180615,113,112,0,0,0,0,0,0,4,0,1,0,3,2,0,0,0,0,DEF,left,0.0177,True
Cristiano Ronaldo,Portugal,90.0,1,3,0,0,3322,2057960,20180615,29,29,0,4,5,2,1,0,2,0,2,0,8,4,0,0,1,0,FWD,left,0.0389,True
Piqué,Spain,90.0,0,0,0,0,3341,2057960,20180615,72,69,1,1,0,0,0,0,4,0,0,0,5,3,0,0,0,0,DEF,right,0.011,True
Thiago Alcântara,Spain,20.0,0,0,0,0,3345,2057960,20180615,27,24,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,MID,central,0.0047,False
Sergio Busquets,Spain,90.0,1,0,0,1,3346,2057960,20180615,66,62,1,0,0,1,0,0,5,0,0,0,7,3,0,0,0,0,MID,central,0.0127,True
Iniesta,Spain,70.0,1,0,0,0,3353,2057960,20180615,65,60,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,MID,left,0.0056,True
Koke,Spain,90.0,0,0,0,0,3443,2057960,20180615,83,77,1,0,0,0,0,0,5,0,1,1,0,0,0,0,0,1,MID,central,0.0078,True
Isco,Spain,90.0,2,0,0,0,3563,2057960,20180615,97,90,0,2,0,2,0,0,2,0,0,5,3,1,0,0,2,3,MID,left,0.0171,True
Iago Aspas,Spain,13.0,1,0,0,0,3840,2057960,20180615,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FWD,central,0.0133,False
Diego Costa,Spain,77.0,3,2,0,0,4338,2057960,20180615,17,17,1,0,2,3,1,0,3,0,2,1,2,0,0,0,0,0,FWD,left,0.0293,True
Lucas Vázquez,Spain,,0,0,0,0,4498,2057960,20180615,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,FWD,,,False
David de Gea,Spain,,0,0,3,0,7910,2057960,20180615,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,GKP,,,True
José Fonte,Portugal,90.0,0,0,0,0,8126,2057960,20180615,32,27,0,0,0,0,0,0,1,0,1,0,3,2,0,0,0,0,DEF,left,0.0007,True
David Silva,Spain,86.0,2,0,0,0,8317,2057960,20180615,50,45,0,0,0,2,1,0,2,0,1,0,4,1,0,0,0,1,MID,central,-0.0101,True
Raphaël Guerreiro,Portugal,90.0,0,0,0,0,28907,2057960,20180615,48,39,0,2,3,0,0,0,3,0,1,5,4,3,0,0,11,0,DEF,left,-0.0048,True
Ricardo Quaresma,Portugal,21.0,2,0,0,0,32597,2057960,20180615,6,4,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,3,FWD,right,0.0049,False
William Carvalho,Portugal,90.0,0,0,0,0,37762,2057960,20180615,50,47,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,MID,central,0.0049,True
João Moutinho,Portugal,90.0,0,0,0,0,70093,2057960,20180615,36,36,1,0,2,0,0,0,0,0,0,1,2,0,0,0,1,1,MID,central,0.0025,True
Rui Patrício,Portugal,,0,0,3,0,70134,2057960,20180615,19,16,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,GKP,,,True
Cédric Soares,Portugal,90.0,0,0,0,0,70389,2057960,20180615,36,28,1,0,0,0,0,0,4,0,0,2,3,2,0,0,4,0,DEF,right,-0.0098,True
Adrien Silva,Portugal,,0,0,0,0,70403,2057960,20180615,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,MID,,,False
João Mário,Portugal,22.0,0,0,0,0,70965,2057960,20180615,8,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,MID,left,-0.002,False
Gonçalo Guedes,Portugal,80.0,1,0,0,0,237034,2057960,20180615,17,16,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,FWD,central,0.0039,True
Bruno Fernandes,Portugal,68.0,1,0,0,0,243588,2057960,20180615,19,14,1,1,2,0,0,0,5,0,0,1,3,1,0,0,0,0,MID,left,-0.0056,True
Bernardo Silva,Portugal,69.0,0,0,0,0,265673,2057960,20180615,19,16,1,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,MID,right,0.0046,True
K. El Ahmadi,Morocco,90.0,0,0,0,0,142,2057961,20180615,40,37,1,0,2,0,0,0,3,0,0,2,8,4,0,0,0,0,MID,central,-0.0029,True
M. Shojaei,Iran,65.0,0,0,0,0,3509,2057961,20180615,14,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,MID,central,-0.0193,True
Munir,Morocco,,0,0,1,0,6509,2057961,20180615,11,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,GKP,,,True
M. Benatia,Morocco,90.0,1,0,0,0,20579,2057961,20180615,85,76,0,0,0,1,0,0,3,0,5,0,5,4,0,0,1,0,DEF,right,0.0301,True
Y. Belhanda,Morocco,90.0,3,0,0,0,25998,2057961,20180615,45,38,2,0,1,2,2,0,4,0,3,0,2,2,0,0,2,1,MID,central,0.0109,True
R. Saïss,Morocco,90.0,1,0,0,0,26226,2057961,20180615,68,62,0,0,0,0,0,0,8,0,4,0,6,3,0,0,0,0,MID,left,0.0137,True
N. Amrabat,Morocco,73.0,0,0,0,0,32968,2057961,20180615,31,24,0,1,0,0,2,0,3,0,0,5,6,3,0,0,5,0,FWD,right,-0.0025,True
S. Ghoddos,Iran,8.0,0,0,0,0,53562,2057961,20180615,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,FWD,left,-0.0001,False
O. Ebrahimi,Iran,78.0,0,0,0,0,78991,2057961,20180615,22,21,3,0,0,0,0,0,4,0,1,0,4,2,0,0,0,0,MID,right,0.0069,True
S. Azmoun,Iran,90.0,2,0,0,0,79006,2057961,20180615,21,14,0,3,4,1,0,0,1,0,1,0,16,7,0,0,0,0,FWD,central,0.0156,True
R. Rezaeian,Iran,90.0,0,0,0,0,79098,2057961,20180615,19,10,3,0,0,0,0,0,4,0,2,0,1,0,0,0,15,0,DEF,right,0.0002,True
K. Ansarifard,Iran,90.0,0,0,0,0,79149,2057961,20180615,16,10,0,1,1,0,0,0,4,0,0,2,6,2,0,0,0,0,FWD,central,-0.018,True
E. Hajsafi,Iran,90.0,1,0,0,0,79248,2057961,20180615,17,8,0,0,0,1,0,0,4,0,4,2,3,2,0,0,10,0,DEF,left,-0.014,True
M. Taremi,Iran,25.0,0,0,0,0,79320,2057961,20180615,2,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,FWD,left,0.0025,False
A. Jahanbakhsh,Iran,82.0,1,0,0,0,79381,2057961,20180615,21,14,0,1,0,1,0,0,6,0,0,3,2,0,0,0,0,2,FWD,right,-0.0062,True
M. Pouraliganji,Iran,90.0,0,0,0,0,79449,2057961,20180615,22,16,0,0,0,0,0,0,6,0,1,0,5,2,0,0,0,0,DEF,right,0.0083,True
M. da Costa,Morocco,10.0,1,0,0,0,101620,2057961,20180615,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,central,0.002,False
M. Boussoufa,Morocco,90.0,0,0,0,0,101846,2057961,20180615,42,35,0,1,0,0,0,0,1,0,0,2,1,1,0,0,1,2,MID,central,-0.0118,True
H. Ziyech,Morocco,90.0,2,0,0,0,221039,2057961,20180615,46,38,0,2,2,2,0,0,5,0,0,1,0,0,0,0,3,2,MID,central,0.017,True
V. Amiri,Iran,90.0,0,0,0,0,237836,2057961,20180615,20,13,1,0,2,0,1,0,1,0,0,1,2,2,0,0,3,0,MID,left,0.0063,True
A. Beiranvand,Iran,,0,0,0,0,238031,2057961,20180615,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,GKP,,,True
R. Cheshmi,Iran,90.0,1,0,0,0,272829,2057961,20180615,12,11,2,0,0,1,0,0,5,0,4,0,3,0,0,0,0,0,DEF,left,0.0024,True
M. Hosseini,Iran,,0,0,0,0,285538,2057961,20180615,2,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,DEF,,,False
S. Amrabat,Morocco,17.0,0,0,0,0,285590,2057961,20180615,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,MID,right,-0.0013,False
A. Harit,Morocco,80.0,3,0,0,0,372915,2057961,20180615,25,19,0,5,2,3,0,0,1,0,0,1,4,1,0,0,0,0,MID,left,0.0224,True
A. Hakimi,Morocco,90.0,1,0,0,0,396475,2057961,20180615,28,26,2,2,2,0,0,0,3,0,2,2,3,2,0,0,6,0,DEF,left,-0.0023,True
A. El Kaabi,Morocco,74.0,1,0,0,0,552555,2057961,20180615,3,2,0,0,1,1,0,0,0,0,1,0,5,4,0,0,0,0,FWD,central,0.0025,True
K. El Ahmadi,Morocco,86.0,1,0,0,0,142,2057962,20180620,48,41,2,0,2,0,0,0,3,0,3,0,4,1,0,0,1,0,MID,central,0.0068,True
Pepe,Portugal,90.0,0,0,0,0,3305,2057962,20180620,31,23,0,0,1,0,0,0,6,0,4,1,3,2,0,0,0,0,DEF,right,0.027,True
Cristiano Ronaldo,Portugal,90.0,4,1,0,0,3322,2057962,20180620,20,15,0,0,0,3,1,0,3,0,3,1,4,2,0,0,0,0,FWD,central,0.0172,True
Munir,Morocco,,0,0,1,0,6509,2057962,20180620,13,12,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,GKP,,,True
José Fonte,Portugal,90.0,0,0,0,0,8126,2057962,20180620,31,26,0,0,0,0,0,0,5,0,4,0,14,9,0,0,0,0,DEF,left,0.0283,True
M. Benatia,Morocco,90.0,4,0,0,0,20579,2057962,20180620,34,27,2,0,0,4,0,0,2,0,2,0,6,4,0,0,0,0,DEF,right,0.0053,True
F. Fajr,Morocco,4.0,0,0,0,0,25888,2057962,20180620,12,11,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,MID,central,-0.0119,False
Y. Belhanda,Morocco,75.0,3,0,0,0,25998,2057962,20180620,43,32,1,0,0,3,0,0,3,0,0,1,4,4,0,0,0,1,MID,central,0.0255,True
Raphaël Guerreiro,Portugal,90.0,1,0,0,0,28907,2057962,20180620,36,32,1,2,2,0,1,0,5,0,1,1,1,0,0,0,7,0,DEF,left,0.013,True
K. Boutaïb,Morocco,69.0,1,0,0,0,29625,2057962,20180620,14,11,0,0,0,1,0,0,3,0,0,0,13,5,0,0,0,0,FWD,central,-0.0042,True
N. Amrabat,Morocco,90.0,0,0,0,0,32968,2057962,20180620,34,26,0,1,1,0,1,0,3,0,1,6,2,1,0,0,2,0,FWD,right,-0.0059,True
William Carvalho,Portugal,90.0,0,0,0,0,37762,2057962,20180620,50,42,0,0,1,0,0,0,3,0,2,0,4,1,0,0,0,0,MID,central,0.007,True
João Moutinho,Portugal,89.0,0,0,0,1,70093,2057962,20180620,33,30,1,0,3,0,0,0,9,0,1,1,7,0,0,0,0,2,MID,central,0.0369,True
Rui Patrício,Portugal,,0,0,0,0,70134,2057962,20180620,22,19,0,0,1,0,0,0,2,0,0,0,1,1,4,2,0,0,GKP,,,True
Cédric Soares,Portugal,90.0,0,0,0,0,70389,2057962,20180620,44,30,2,1,0,0,0,0,8,0,3,1,6,2,0,0,6,0,DEF,right,0.0012,True
Adrien Silva,Portugal,,0,0,0,0,70403,2057962,20180620,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MID,,,False
João Mário,Portugal,70.0,0,0,0,0,70965,2057962,20180620,24,19,0,0,0,0,0,0,4,0,1,0,5,3,0,0,0,0,MID,central,-0.0007,True
M. da Costa,Morocco,90.0,1,0,0,0,101620,2057962,20180620,44,36,0,0,0,0,0,0,3,0,3,0,4,3,0,0,0,0,DEF,left,0.0014,True
M. Boussoufa,Morocco,90.0,1,0,0,0,101846,2057962,20180620,54,48,1,0,3,1,1,0,4,0,0,4,3,2,0,0,0,1,MID,central,-0.0026,True
M. Carcela-González,Morocco,15.0,0,0,0,0,101847,2057962,20180620,8,5,1,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,MID,central,0.0005,False
N. Dirar,Morocco,90.0,1,0,0,0,149074,2057962,20180620,52,48,1,3,0,1,1,0,9,0,1,4,5,2,0,0,14,0,MID,right,0.0028,True
H. Ziyech,Morocco,90.0,3,0,0,0,221039,2057962,20180620,42,34,1,1,2,4,4,0,5,0,1,3,2,1,0,0,3,5,MID,central,-0.0472,True
Gelson Martins,Portugal,31.0,0,0,0,0,227059,2057962,20180620,9,8,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,FWD,central,0.002,False
Gonçalo Guedes,Portugal,90.0,1,0,0,0,237034,2057962,20180620,18,16,1,2,3,1,1,0,4,0,1,0,5,1,0,0,0,0,FWD,left,0.019,True
Bruno Fernandes,Portugal,20.0,2,0,0,0,243588,2057962,20180620,14,10,0,1,3,0,0,0,3,0,0,2,1,0,0,0,0,1,MID,central,-0.0015,False
Bernardo Silva,Portugal,59.0,0,0,0,0,265673,2057962,20180620,24,14,1,3,2,0,0,0,2,0,1,1,0,0,0,0,0,2,MID,right,0.0093,True
A. Hakimi,Morocco,90.0,0,0,0,0,396475,2057962,20180620,44,32,0,1,0,0,0,0,2,0,1,2,2,2,0,0,11,0,DEF,left,-0.0004,True
A. El Kaabi,Morocco,,0,0,0,0,552555,2057962,20180620,2,2,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,FWD,,,False
Jordi Alba,Spain,90.0,0,0,0,0,3269,2057963,20180620,84,78,0,0,0,0,0,0,2,0,1,7,1,0,0,0,5,0,DEF,left,-0.0142,True
Sergio Ramos,Spain,90.0,1,0,0,0,3306,2057963,20180620,94,89,0,0,0,1,1,0,5,0,1,0,13,4,0,0,2,0,DEF,central,0.0064,True
Piqué,Spain,90.0,1,0,0,0,3341,2057963,20180620,68,60,0,0,0,1,0,0,4,0,3,0,11,8,0,0,0,0,DEF,right,0.017,True
Sergio Busquets,Spain,90.0,1,0,0,0,3346,2057963,20180620,93,87,1,0,0,1,1,0,2,0,0,0,5,2,0,0,0,0,MID,central,0.0248,True
Iniesta,Spain,71.0,0,0,0,0,3353,2057963,20180620,81,66,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,MID,left,-0.0042,True
Koke,Spain,19.0,0,0,0,0,3443,2057963,20180620,30,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MID,central,0.0049,False
Isco,Spain,90.0,3,0,0,0,3563,2057963,20180620,103,93,1,2,0,1,2,0,0,0,0,5,0,0,0,0,2,5,MID,left,-0.003,True
Diego Costa,Spain,89.0,1,1,0,0,4338,2057963,20180620,13,11,0,0,0,3,0,0,1,0,1,0,1,1,0,0,0,0,FWD,central,0.0148,True
Lucas Vázquez,Spain,80.0,0,0,0,0,4498,2057963,20180620,35,25,1,0,0,0,0,0,2,0,1,4,1,0,0,0,2,0,FWD,right,-0.0078,True
Daniel Carvajal,Spain,90.0,1,0,0,0,4501,2057963,20180620,61,57,0,0,0,0,1,0,3,0,0,3,7,3,0,0,9,0,DEF,right,0.005,True
David de Gea,Spain,,0,0,0,0,7910,2057963,20180620,15,15,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,GKP,,,True
David Silva,Spain,90.0,4,0,0,0,8317,2057963,20180620,73,67,0,1,0,4,1,0,1,0,1,2,0,0,0,0,1,1,MID,right,-0.0056,True
S. Ghoddos,Iran,,0,0,0,0,53562,2057963,20180620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FWD,,,False
Rodrigo,Spain,,0,0,0,0,70129,2057963,20180620,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FWD,,,False
O. Ebrahimi,Iran,90.0,0,0,0,0,78991,2057963,20180620,22,18,0,0,2,0,1,0,9,0,5,2,3,0,0,0,0,0,MID,right,-0.0085,True
S. Azmoun,Iran,90.0,0,0,0,0,79006,2057963,20180620,10,5,0,0,2,0,0,0,4,0,2,0,15,7,0,0,0,0,FWD,central,-0.0019,True
R. Rezaeian,Iran,90.0,0,0,0,0,79098,2057963,20180620,21,14,0,2,3,0,0,0,4,0,3,3,0,0,0,0,6,0,DEF,right,-0.0028,True
K. Ansarifard,Iran,74.0,2,0,0,0,79149,2057963,20180620,13,8,1,1,4,2,0,0,4,0,3,0,4,0,0,0,0,2,FWD,left,-0.0042,True
E. Hajsafi,Iran,69.0,0,0,0,0,79248,2057963,20180620,16,14,0,0,0,0,0,0,5,0,5,0,0,0,0,0,4,0,DEF,left,-0.0038,True
M. Taremi,Iran,90.0,2,0,0,0,79320,2057963,20180620,19,12,2,0,7,3,0,0,12,0,4,1,7,3,0,0,1,0,FWD,right,-0.0005,True
A. Jahanbakhsh,Iran,16.0,0,0,0,0,79381,2057963,20180620,6,4,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,FWD,left,0.0023,False
M. Pouraliganji,Iran,90.0,0,0,0,0,79449,2057963,20180620,16,13,0,0,0,0,0,0,4,0,3,0,4,1,0,0,0,0,DEF,right,0.0052,True
V. Amiri,Iran,86.0,1,0,0,0,237836,2057963,20180620,21,17,0,0,1,0,1,0,3,0,2,5,3,2,0,0,1,0,MID,left,-0.0101,True
A. Beiranvand,Iran,,0,0,1,0,238031,2057963,20180620,8,4,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,GKP,,,True
S. Ezatolahi,Iran,90.0,0,0,0,0,241647,2057963,20180620,23,18,2,0,2,0,0,0,10,0,6,0,2,0,0,0,0,0,MID,right,0.0052,True
M. Hosseini,Iran,90.0,0,0,0,0,285538,2057963,20180620,18,14,1,0,0,0,0,0,4,0,3,0,2,0,0,0,0,0,DEF,left,0.0027,True
Marco Asensio,Spain,10.0,0,0,0,0,288091,2057963,20180620,9,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MID,right,-0.002,False
M. Mohammadi,Iran,21.0,0,0,0,0,333803,2057963,20180620,8,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,DEF,left,-0.0032,False
Pepe,Portugal,90.0,0,0,0,0,3305,2057964,20180625,52,48,0,0,1,0,0,0,4,0,3,0,16,8,0,0,0,0,DEF,right,0.0135,True
Cristiano Ronaldo,Portugal,90.0,3,0,0,0,3322,2057964,20180625,28,23,0,4,9,3,0,0,1,0,0,0,4,1,0,0,1,0,FWD,central,0.0153,True
José Fonte,Portugal,90.0,1,0,0,0,8126,2057964,20180625,68,63,0,0,2,0,0,0,5,0,2,0,7,6,0,0,0,0,DEF,left,0.0139,True
Raphaël Guerreiro,Portugal,90.0,1,0,0,0,28907,2057964,20180625,60,54,1,3,0,0,0,0,5,0,1,4,1,0,0,0,8,0,DEF,left,-0.0075,True
Ricardo Quaresma,Portugal,70.0,2,1,0,0,32597,2057964,20180625,31,20,1,0,5,1,0,0,0,0,0,7,0,0,0,0,1,5,FWD,right,-0.0008,True
William Carvalho,Portugal,90.0,0,0,0,0,37762,2057964,20180625,84,76,0,0,6,0,0,0,2,0,0,0,2,1,0,0,0,0,MID,central,0.0038,True
S. Ghoddos,Iran,20.0,2,0,0,0,53562,2057964,20180625,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,FWD,central,-0.0016,False
João Moutinho,Portugal,,0,0,0,0,70093,2057964,20180625,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MID,,,False
Rui Patrício,Portugal,,0,0,1,0,70134,2057964,20180625,14,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GKP,,,True
Cédric Soares,Portugal,90.0,0,0,0,0,70389,2057964,20180625,57,45,1,2,1,0,0,0,3,0,1,2,5,0,0,0,14,0,DEF,right,-0.0055,True
Adrien Silva,Portugal,90.0,1,0,0,0,70403,2057964,20180625,98,97,2,0,3,1,0,0,4,0,0,1,3,1,0,0,0,0,MID,central,0.01,True
João Mário,Portugal,84.0,1,0,0,0,70965,2057964,20180625,57,55,0,3,6,1,1,0,1,0,0,1,3,2,0,0,0,0,MID,left,0.0167,True
O. Ebrahimi,Iran,90.0,0,0,0,0,78991,2057964,20180625,21,19,2,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,MID,central,-0.0106,True
S. Azmoun,Iran,90.0,0,0,0,0,79006,2057964,20180625,15,11,0,0,4,0,0,0,3,0,1,0,13,5,0,0,0,0,FWD,central,0.0165,True
R. Rezaeian,Iran,90.0,0,0,0,0,79098,2057964,20180625,25,19,0,1,2,1,0,0,2,0,2,4,3,2,0,0,7,0,DEF,right,-0.0164,True
K. Ansarifard,Iran,,0,1,0,0,79149,2057964,20180625,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FWD,,,False
E. Hajsafi,Iran,56.0,0,0,0,0,79248,2057964,20180625,10,10,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,DEF,left,-0.0128,True
M. Taremi,Iran,90.0,1,0,0,0,79320,2057964,20180625,16,13,1,0,4,1,0,0,7,0,1,0,13,4,0,0,0,0,FWD,left,0.0004,True
A. Jahanbakhsh,Iran,70.0,0,0,0,0,79381,2057964,20180625,16,10,0,0,5,0,1,0,0,0,1,1,2,1,0,0,1,1,FWD,right,-0.0096,True
M. Pouraliganji,Iran,90.0,0,0,0,0,79449,2057964,20180625,15,15,1,0,0,0,0,0,2,0,4,0,8,2,0,0,0,0,DEF,right,0.0073,True
André Silva,Portugal,96.0,1,0,0,0,135927,2057964,20180625,24,21,0,3,4,1,0,0,0,0,1,1,4,2,0,0,0,0,FWD,central,0.0074,True
Gonçalo Guedes,Portugal,,0,0,0,0,237034,2057964,20180625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FWD,,,False
V. Amiri,Iran,90.0,1,0,0,0,237836,2057964,20180625,16,11,0,2,1,0,0,0,2,0,0,1,5,2,0,0,3,0,MID,central,0.0036,True
A. Beiranvand,Iran,,0,0,1,0,238031,2057964,20180625,12,10,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,GKP,,,True
S. Ezatolahi,Iran,76.0,1,0,0,0,241647,2057964,20180625,18,14,1,0,0,1,0,0,7,0,6,0,1,1,0,0,0,0,MID,central,0.0204,True
Bernardo Silva,Portugal,20.0,0,0,0,0,265673,2057964,20180625,5,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,MID,right,0.0025,False
M. Hosseini,Iran,90.0,0,0,0,0,285538,2057964,20180625,19,17,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,DEF,left,0.002,True
M. Mohammadi,Iran,34.0,0,0,0,0,333803,2057964,20180625,6,3,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,DEF,left,0.0033,False
K. El Ahmadi,Morocco,90.0,0,0,0,0,142,2057965,20180625,17,17,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,MID,right,-0.0025,True
Jordi Alba,Spain,90.0,0,0,0,0,3269,2057965,20180625,72,66,0,0,0,0,0,0,6,0,0,2,1,0,0,0,6,0,DEF,left,-0.0036,True
Sergio Ramos,Spain,90.0,1,0,0,0,3306,2057965,20180625,101,96,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,DEF,left,0.013,True
Piqué,Spain,90.0,3,0,0,0,3341,2057965,20180625,74,71,1,0,0,2,0,0,2,0,1,0,6,4,0,0,0,0,DEF,central,0.0199,True
Thiago Alcântara,Spain,74.0,2,0,0,0,3345,2057965,20180625,86,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MID,central,0.0111,True
Sergio Busquets,Spain,90.0,1,0,0,0,3346,2057965,20180625,62,56,1,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,MID,central,-0.001,True
Iniesta,Spain,90.0,2,0,0,1,3353,2057965,20180625,85,76,0,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0,MID,left,0.0546,True
Isco,Spain,90.0,2,1,0,0,3563,2057965,20180625,96,90,1,2,3,2,3,0,2,0,0,3,2,2,0,0,1,3,MID,left,0.0077,True
Iago Aspas,Spain,16.0,1,1,0,0,3840,2057965,20180625,5,5,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,FWD,right,0.0122,False
Diego Costa,Spain,74.0,1,0,0,0,4338,2057965,20180625,19,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,FWD,central,-0.0019,True
Daniel Carvajal,Spain,90.0,0,0,0,1,4501,2057965,20180625,57,48,0,0,0,0,1,0,2,0,0,6,1,0,0,0,14,0,DEF,right,0.0341,True
Munir,Morocco,,0,0,2,0,6509,2057965,20180625,16,12,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,GKP,,,True
David de Gea,Spain,,0,0,2,0,7910,2057965,20180625,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GKP,,,True
David Silva,Spain,84.0,0,0,0,0,8317,2057965,20180625,42,36,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,3,MID,right,0.003,True
F. Fajr,Morocco,27.0,0,0,0,1,25888,2057965,20180625,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MID,central,-0.0011,False
Y. Belhanda,Morocco,63.0,0,0,0,0,25998,2057965,20180625,18,17,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,MID,central,0.0001,True
R. Saïss,Morocco,90.0,0,0,0,0,26226,2057965,20180625,21,19,1,1,2,0,0,0,7,0,6,0,4,3,0,0,0,0,MID,left,0.0175,True
K. Boutaïb,Morocco,71.0,2,1,0,0,29625,2057965,20180625,8,8,1,2,0,2,0,0,0,0,0,0,5,2,0,0,0,0,FWD,central,0.0323,True
N. Amrabat,Morocco,90.0,1,0,0,0,32968,2057965,20180625,13,9,0,1,4,1,0,0,4,0,1,1,3,1,0,0,0,0,FWD,right,-0.0081,True
Rodrigo,Spain,,1,0,0,0,70129,2057965,20180625,4,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,FWD,,,False
M. da Costa,Morocco,90.0,0,0,0,0,101620,2057965,20180625,29,21,0,0,0,0,0,0,8,0,4,0,3,2,0,0,0,0,DEF,right,-0.007,True
