name,team,min,shot,goal,goal_allowed,assist,player_id,match_id,date,pass,pass_accurate,tackle,accel,counter,opportunity,keypass,own_goal,interception,smart,clearance,cross,air_duel,air_duel_won,gk_leave_line,gk_save_attempt,throw,corner,pos,side,player_rank,started
D. Cheryshev,Russia,66.0,3,2,0,0,4513,2057954,20180614,22,12,0,1,4,4,0,0,2,0,0,4,2,2,0,0,0,0,MID,left,0.0405,False
Mário Fernandes,Russia,90.0,0,0,0,0,41123,2057954,20180614,26,21,1,0,0,0,0,0,2,0,2,1,10,7,0,0,16,0,DEF,right,-0.0001,True
I. Akinfeev,Russia,,0,0,0,0,101576,2057954,20180614,17,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GKP,,,True
S. Ignashevich,Russia,90.0,0,0,0,0,101583,2057954,20180614,26,23,0,0,0,0,0,0,2,0,2,0,10,9,0,0,0,0,DEF,left,0.0166,True
A. Dzagoev,Russia,24.0,0,0,0,0,101590,2057954,20180614,8,7,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,MID,central,0.0039,True
A. Dzyuba,Russia,20.0,1,1,0,0,101669,2057954,20180614,7,6,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,FWD,central,0.0094,False
A. Samedov,Russia,64.0,2,0,0,0,101699,2057954,20180614,17,15,1,3,1,1,0,0,2,0,1,1,5,2,0,0,1,0,MID,right,0.001,True
F. Smolov,Russia,70.0,0,0,0,0,101707,2057954,20180614,19,15,0,1,2,1,1,0,0,0,0,1,3,1,0,0,1,0,FWD,central,0.0036,True
Y. Zhirkov,Russia,90.0,1,0,0,0,101857,2057954,20180614,31,24,0,0,2,0,0,0,4,0,1,1,8,6,0,0,10,4,MID,left,-0.0053,True
Y. Gazinskiy,Russia,90.0,1,1,0,0,102157,2057954,20180614,29,24,1,0,4,1,0,0,3,0,1,0,1,1,0,0,0,0,MID,central,0.0146,True
I. Kutepov,Russia,90.0,0,0,0,0,103668,2057954,20180614,33,26,0,0,2,0,0,0,7,0,5,0,3,3,0,0,0,0,DEF,right,0.0088,True
R. Zobnin,Russia,90.0,2,0,0,0,103682,2057954,20180614,28,18,0,2,1,2,1,0,4,0,0,1,4,4,0,0,0,0,MID,central,0.0184,True
Abdullah Al Mayouf,Saudi Arabia,,0,0,5,0,122561,2057954,20180614,24,22,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,GKP,,,True
Taisir Al Jassim,Saudi Arabia,90.0,0,0,0,0,122577,2057954,20180614,34,32,1,0,1,0,0,0,1,0,1,0,3,0,0,0,1,0,MID,central,-0.0143,True
Hattan Bahbir,Saudi Arabia,16.0,1,0,0,0,122615,2057954,20180614,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,MID,right,-0.0016,False
Fahad Al Muwallad,Saudi Arabia,,0,0,0,0,122623,2057954,20180614,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FWD,,,False
Omar Hawsawi,Saudi Arabia,90.0,0,0,0,0,122651,2057954,20180614,55,46,1,1,0,0,0,0,3,0,4,0,2,2,0,0,0,0,DEF,left,0.0102,True
Mohammad Al Sahlawi,Saudi Arabia,85.0,2,0,0,0,122671,2057954,20180614,5,5,1,0,0,1,0,0,0,0,0,0,12,3,0,0,0,0,FWD,central,-0.003,True
Muhannad Asiri,Saudi Arabia,,0,0,0,0,122749,2057954,20180614,1,1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,FWD,,,False
Salem Al Dawsari,Saudi Arabia,90.0,2,0,0,0,122832,2057954,20180614,44,38,0,3,4,1,0,0,2,0,0,0,5,1,0,0,0,0,MID,left,0.0054,True
Osama Hawsawi,Saudi Arabia,90.0,0,0,0,0,122839,2057954,20180614,58,55,2,0,0,0,0,0,7,0,4,0,3,2,0,0,0,0,DEF,right,0.0138,True
Salman Al Faraj,Saudi Arabia,90.0,0,0,0,0,122847,2057954,20180614,77,72,0,0,1,0,1,0,5,0,2,0,2,1,0,0,2,2,MID,central,-0.0047,True
Yahya Al Shehri,Saudi Arabia,74.0,0,0,0,0,122888,2057954,20180614,35,30,3,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,MID,right,-0.0037,True
Yasir Al Shahrani,Saudi Arabia,90.0,2,0,0,0,122940,2057954,20180614,57,44,2,1,3,0,0,0,6,0,4,1,16,4,0,0,15,0,DEF,left,0.0023,True
Abdullah Otayf,Saudi Arabia,64.0,0,0,0,0,139393,2057954,20180614,53,48,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,MID,central,0.0043,True
D. Kuzyaev,Russia,26.0,1,0,0,0,220971,2057954,20180614,10,9,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,MID,central,0.0075,False
A. Golovin,Russia,90.0,0,1,0,2,257800,2057954,20180614,38,28,1,4,6,1,1,0,6,0,0,3,3,1,0,0,1,2,MID,central,0.085,True
Mohammed Al Burayk,Saudi Arabia,90.0,0,0,0,0,292954,2057954,20180614,67,58,1,0,0,0,0,0,3,0,0,2,10,1,0,0,11,0,DEF,right,-0.004,True
D. Godín,Uruguay,90.0,0,0,0,0,3433,2057955,20180615,61,53,1,0,0,0,0,0,5,0,5,0,8,5,0,0,0,0,DEF,left,0.0244,True
L. Suárez,Uruguay,90.0,3,0,0,0,7972,2057955,20180615,28,23,0,0,0,3,1,0,2,0,0,0,1,0,0,0,0,0,FWD,central,0.0,True
S. Morsy,Egypt,40.0,0,0,0,0,11270,2057955,20180615,24,24,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,MID,central,-0.0028,False
M. Cáceres,Uruguay,90.0,1,0,0,0,20460,2057955,20180615,39,31,0,0,0,1,0,0,5,0,1,3,5,4,0,0,7,0,DEF,left,-0.0018,True
E. Cavani,Uruguay,90.0,4,0,0,0,21174,2057955,20180615,29,27,0,0,0,5,0,0,0,0,0,2,1,0,0,0,0,0,FWD,central,0.0221,True
F. Muslera,Uruguay,,0,0,0,0,32641,2057955,20180615,19,19,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,GKP,,,True
C. Rodríguez,Uruguay,31.0,0,0,0,0,70095,2057955,20180615,25,18,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,MID,left,-0.001,False
C. Sánchez,Uruguay,31.0,1,0,0,1,86340,2057955,20180615,25,18,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,3,MID,right,-0.0142,False
G. Varela,Uruguay,90.0,0,0,0,0,116166,2057955,20180615,59,56,1,1,0,0,0,0,3,0,0,2,4,1,0,0,9,0,DEF,right,0.0061,True
M. Vecino,Uruguay,87.0,1,0,0,0,116349,2057955,20180615,79,65,0,0,0,1,0,0,13,0,0,0,8,5,0,0,0,0,MID,central,0.0043,True
Mahmoud Kahraba,Egypt,28.0,0,0,0,0,119932,2057955,20180615,13,9,0,1,3,0,0,0,0,0,0,2,6,0,0,0,0,0,MID,central,-0.0069,False
Ahmed Hegazy,Egypt,90.0,0,0,0,0,119951,2057955,20180615,47,35,0,0,0,0,0,0,9,0,4,0,4,2,0,0,0,0,DEF,left,-0.0036,True
Mohamed Abdel-Shafi,Egypt,90.0,0,0,0,0,119975,2057955,20180615,52,43,0,0,2,0,0,0,6,0,2,1,2,0,0,0,12,0,DEF,left,-0.0025,True
Mohamed El Shenawy,Egypt,,0,0,1,0,120000,2057955,20180615,12,10,0,0,0,0,0,0,2,0,0,0,1,0,4,1,0,0,GKP,,,True
Ahmed Fathy,Egypt,90.0,1,0,0,0,120156,2057955,20180615,41,35,0,2,3,1,0,0,4,0,2,5,1,0,0,0,11,0,DEF,right,0.014,True
Abdallah Said,Egypt,90.0,0,0,0,0,120167,2057955,20180615,55,42,0,2,5,0,0,0,3,0,0,0,7,1,0,0,0,0,MID,central,-0.0152,True
Marwan Mohsen,Egypt,62.0,1,0,0,0,120225,2057955,20180615,10,6,0,0,2,1,0,0,2,0,0,0,11,3,0,0,1,0,FWD,central,0.0114,True
Mohamed Elneny,Egypt,90.0,2,0,0,0,120339,2057955,20180615,48,44,1,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,MID,central,0.0009,True
Ali Gabr,Egypt,90.0,0,0,0,0,198120,2057955,20180615,21,19,0,0,0,0,0,0,6,0,4,0,2,1,0,0,0,0,DEF,right,0.01,True
G. De Arrascaeta,Uruguay,59.0,0,0,0,0,213364,2057955,20180615,25,23,0,0,0,0,0,0,2,0,1,2,1,1,0,0,0,2,MID,left,0.0033,True
Trézéguet,Egypt,90.0,2,0,0,0,220112,2057955,20180615,37,32,0,5,8,1,0,0,7,0,1,1,1,1,0,0,1,0,MID,left,0.0206,True
J. Giménez,Uruguay,90.0,1,1,0,0,227894,2057955,20180615,66,56,0,0,0,1,0,0,11,0,7,0,8,7,0,0,0,0,DEF,right,0.0333,True
N. Nández,Uruguay,59.0,0,0,0,0,299618,2057955,20180615,33,26,0,2,0,0,0,0,0,0,0,3,4,2,0,0,0,0,MID,right,-0.001,True
Ramadan Sobhi,Egypt,,0,0,0,0,332605,2057955,20180615,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MID,,,False
L. Torreira,Uruguay,,0,0,0,0,333571,2057955,20180615,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MID,,,False
R. Bentancur,Uruguay,90.0,0,0,0,0,361807,2057955,20180615,87,81,0,1,0,0,0,0,7,0,2,0,4,4,0,0,0,0,MID,central,0.0123,True
Amr Warda,Egypt,82.0,0,0,0,0,388928,2057955,20180615,26,17,0,0,3,0,0,0,5,0,2,3,5,2,0,0,0,0,MID,right,-0.002,True
Tarek Hamed,Egypt,50.0,1,0,0,0,437417,2057955,20180615,31,26,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,MID,central,0.0046,True
D. Cheryshev,Russia,74.0,4,1,0,0,4513,2057956,20180619,28,21,0,4,2,2,0,0,5,0,0,4,2,2,0,0,3,1,MID,left,0.0162,True
Mário Fernandes,Russia,90.0,0,0,0,1,41123,2057956,20180619,41,36,2,1,0,0,0,0,9,0,2,3,2,0,0,0,14,0,DEF,right,0.0521,True
I. Akinfeev,Russia,,0,0,1,0,101576,2057956,20180619,9,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,GKP,,,True
S. Ignashevich,Russia,90.0,2,0,0,0,101583,2057956,20180619,26,20,0,0,0,2,0,0,6,0,5,0,7,4,0,0,0,0,DEF,left,0.0359,True
F. Kudryashov,Russia,,0,0,0,0,101647,2057956,20180619,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,DEF,,,False
A. Dzyuba,Russia,79.0,2,1,0,0,101669,2057956,20180619,19,16,0,0,0,2,0,0,1,0,0,0,22,10,0,0,0,0,FWD,central,0.0109,True
A. Samedov,Russia,90.0,0,0,0,0,101699,2057956,20180619,48,43,1,3,0,0,0,0,4,0,1,4,2,1,0,0,0,6,MID,right,-0.0176,True
F. Smolov,Russia,11.0,0,0,0,0,101707,2057956,20180619,7,6,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,FWD,central,-0.0027,False
Y. Zhirkov,Russia,86.0,0,0,0,0,101857,2057956,20180619,35,22,1,2,0,0,0,0,4,0,6,4,1,0,0,0,7,0,MID,left,0.0018,True
Y. Gazinskiy,Russia,90.0,1,0,0,0,102157,2057956,20180619,51,43,0,0,0,0,0,0,7,0,2,2,5,2,0,0,0,0,MID,central,-0.0051,True
I. Kutepov,Russia,90.0,0,0,0,1,103668,2057956,20180619,18,13,0,0,0,0,0,0,3,0,5,0,9,6,0,0,0,0,DEF,right,0.0211,True
R. Zobnin,Russia,90.0,2,0,0,0,103682,2057956,20180619,45,37,2,4,0,0,0,0,12,0,2,2,4,4,0,0,0,0,MID,central,0.0176,True
Mahmoud Kahraba,Egypt,,0,0,0,0,119932,2057956,20180619,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,MID,,,False
Ahmed Hegazy,Egypt,90.0,0,0,0,0,119951,2057956,20180619,40,34,0,1,0,0,0,0,6,0,6,0,9,6,0,0,0,0,DEF,left,0.0162,True
Mohamed Abdel-Shafi,Egypt,90.0,0,0,0,0,119975,2057956,20180619,55,47,0,1,1,0,0,0,6,0,1,2,3,0,0,0,15,0,DEF,left,-0.0018,True
Mohamed El Shenawy,Egypt,,0,0,3,0,120000,2057956,20180619,10,7,0,0,0,0,0,0,2,0,0,0,1,0,5,1,0,0,GKP,,,True
Ahmed Fathy,Egypt,90.0,0,0,0,0,120156,2057956,20180619,55,47,2,2,0,0,1,1,7,0,2,7,5,1,0,0,11,0,DEF,right,-0.0083,True
Abdallah Said,Egypt,90.0,1,0,0,0,120167,2057956,20180619,61,53,0,1,0,1,2,0,7,0,1,1,4,1,0,0,0,4,MID,central,0.0102,True
Marwan Mohsen,Egypt,82.0,3,0,0,0,120225,2057956,20180619,13,9,0,0,5,3,0,0,6,0,2,0,19,8,0,0,1,0,FWD,central,-0.0002,True
Mohamed Elneny,Egypt,64.0,0,0,0,0,120339,2057956,20180619,22,19,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,MID,central,-0.0095,True
Mohamed Salah,Egypt,90.0,3,1,0,0,120353,2057956,20180619,23,18,0,0,4,2,1,0,3,0,0,1,1,0,0,0,0,0,FWD,central,-0.0009,True
Ali Gabr,Egypt,90.0,1,0,0,0,198120,2057956,20180619,29,27,0,0,0,1,0,0,6,0,5,1,5,2,0,0,1,0,DEF,right,0.0072,True
Trézéguet,Egypt,68.0,3,0,0,0,220112,2057956,20180619,27,19,0,1,0,2,0,0,2,0,0,2,6,4,0,0,0,0,MID,left,-0.0128,True
D. Kuzyaev,Russia,16.0,0,0,0,0,220971,2057956,20180619,13,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MID,central,0.0003,False
A. Golovin,Russia,90.0,1,0,0,0,257800,2057956,20180619,42,32,0,2,0,1,0,0,4,0,0,5,2,0,0,0,0,0,MID,central,-0.0029,True
Ramadan Sobhi,Egypt,22.0,0,0,0,0,332605,2057956,20180619,11,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MID,left,0.0041,False
Amr Warda,Egypt,26.0,1,0,0,0,388928,2057956,20180619,17,11,0,0,0,1,0,0,2,0,1,4,2,1,0,0,1,0,MID,right,-0.0064,False
Tarek Hamed,Egypt,90.0,0,0,0,0,437417,2057956,20180619,55,45,1,0,1,0,0,0,13,0,3,0,5,2,0,0,0,0,MID,central,0.0032,True
D. Godín,Uruguay,90.0,0,0,0,0,3433,2057957,20180620,43,39,1,1,0,0,0,0,3,0,1,0,3,2,0,0,0,0,DEF,left,0.0082,True
L. Suárez,Uruguay,90.0,4,1,0,0,7972,2057957,20180620,23,16,0,0,5,2,1,0,2,0,1,2,1,1,0,0,1,0,FWD,central,0.0246,True
M. Cáceres,Uruguay,90.0,2,0,0,0,20460,2057957,20180620,46,39,0,0,3,2,1,0,2,0,2,2,2,1,0,0,8,0,DEF,left,-0.0024,True
E. Cavani,Uruguay,90.0,4,0,0,0,21174,2057957,20180620,24,18,0,1,4,4,1,0,3,0,1,2,2,1,0,0,1,1,FWD,central,0.0164,True
F. Muslera,Uruguay,,0,0,0,0,32641,2057957,20180620,17,15,0,0,1,0,0,0,1,0,0,0,1,1,4,3,0,0,GKP,,,True
C. Rodríguez,Uruguay,59.0,0,0,0,0,70095,2057957,20180620,21,13,0,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,MID,left,-0.0062,True
C. Sánchez,Uruguay,82.0,2,0,0,1,86340,2057957,20180620,27,21,1,0,2,2,3,0,3,0,2,2,2,1,0,0,0,1,MID,right,-0.0142,True
G. Varela,Uruguay,90.0,0,0,0,0,116166,2057957,20180620,38,35,0,0,0,0,0,0,3,0,1,1,1,0,0,0,9,0,DEF,right,-0.0009,True
D. Laxalt,Uruguay,31.0,0,0,0,0,116269,2057957,20180620,13,11,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,0,MID,left,0.0046,False
M. Vecino,Uruguay,59.0,0,0,0,0,116349,2057957,20180620,60,53,0,0,1,0,0,0,4,0,1,0,2,0,0,0,0,0,MID,central,0.0022,True
Taisir Al Jassim,Saudi Arabia,44.0,0,0,0,0,122577,2057957,20180620,31,28,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,MID,right,-0.0004,True
Hattan Bahbir,Saudi Arabia,75.0,2,0,0,0,122615,2057957,20180620,31,27,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,1,MID,central,0.0122,True
Fahad Al Muwallad,Saudi Arabia,78.0,1,0,0,0,122623,2057957,20180620,4,3,1,0,4,1,0,0,0,0,0,1,3,0,0,0,0,0,FWD,central,-0.0036,True
Mohammad Al Sahlawi,Saudi Arabia,12.0,0,0,0,0,122671,2057957,20180620,4,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,FWD,central,0.0002,False
Salem Al Dawsari,Saudi Arabia,90.0,1,0,0,0,122832,2057957,20180620,62,54,2,5,5,0,0,0,4,0,0,1,2,1,0,0,0,0,MID,left,0.0098,True
Osama Hawsawi,Saudi Arabia,90.0,0,0,0,0,122839,2057957,20180620,33,29,0,0,0,0,0,0,9,0,3,0,2,0,0,0,0,0,DEF,right,0.0046,True
Salman Al Faraj,Saudi Arabia,90.0,0,0,0,0,122847,2057957,20180620,80,72,0,0,3,0,1,0,5,0,0,3,2,2,0,0,1,2,MID,left,0.0064,True
Hussain Al Mogahwi,Saudi Arabia,46.0,0,0,0,0,122918,2057957,20180620,34,32,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,MID,central,0.0045,False
Yasir Al Shahrani,Saudi Arabia,90.0,2,0,0,0,122940,2057957,20180620,48,43,0,2,0,1,1,0,3,0,2,2,2,0,0,0,11,0,DEF,left,0.0188,True
Abdullah Otayf,Saudi Arabia,90.0,0,0,0,0,139393,2057957,20180620,90,81,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,MID,central,0.0065,True
J. Giménez,Uruguay,90.0,0,0,0,0,227894,2057957,20180620,58,57,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,DEF,right,0.0132,True
Mohammed Al Owais,Saudi Arabia,,0,0,1,0,248328,2057957,20180620,17,13,0,0,2,0,0,0,0,0,0,0,1,1,3,3,0,0,GKP,,,True
Mohammed Kanno,Saudi Arabia,15.0,1,0,0,0,284147,2057957,20180620,6,5,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,MID,right,0.0154,False
Mohammed Al Burayk,Saudi Arabia,90.0,0,0,0,0,292954,2057957,20180620,72,57,0,0,1,0,0,0,9,0,1,7,0,0,0,0,10,0,DEF,right,-0.0152,True
N. Nández,Uruguay,8.0,0,0,0,0,299618,2057957,20180620,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MID,right,0.0009,False
L. Torreira,Uruguay,31.0,1,0,0,0,333571,2057957,20180620,18,17,1,0,0,0,0,0,2,0,1,0,2,0,0,0,0,1,MID,central,0.0025,False
R. Bentancur,Uruguay,90.0,0,0,0,0,361807,2057957,20180620,74,66,0,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,MID,central,0.007,True
Ali Al Bulayhi,Saudi Arabia,90.0,0,0,0,0,398219,2057957,20180620,41,34,1,0,0,0,0,0,7,0,2,0,3,1,0,0,0,0,DEF,left,-0.0019,True
D. Godín,Uruguay,90.0,2,0,0,0,3433,2057958,20180625,49,42,0,0,0,1,0,0,2,0,2,0,4,2,0,0,0,0,DEF,left,0.021,True
D. Cheryshev,Russia,38.0,1,0,0,0,4513,2057958,20180625,10,5,0,1,5,1,0,1,3,0,0,3,0,0,0,0,1,1,MID,left,0.0064,True
S. Coates,Uruguay,90.0,0,0,0,0,7954,2057958,20180625,61,58,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,DEF,right,0.0055,True
L. Suárez,Uruguay,90.0,0,1,0,0,7972,2057958,20180625,21,15,0,1,5,1,2,0,0,0,0,1,2,2,0,0,2,0,FWD,central,0.0154,True
M. Cáceres,Uruguay,90.0,0,0,0,0,20460,2057958,20180625,52,48,0,1,1,0,0,0,2,0,1,2,5,1,0,0,11,0,DEF,right,-0.0001,True
E. Cavani,Uruguay,93.0,3,1,0,0,21174,2057958,20180625,17,13,0,1,3,3,0,0,1,0,0,0,4,1,0,0,0,0,FWD,central,0.0069,True
F. Muslera,Uruguay,,0,0,0,0,32641,2057958,20180625,11,9,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,GKP,,,True
Mário Fernandes,Russia,52.0,0,0,0,0,41123,2057958,20180625,32,28,0,0,0,0,0,0,2,0,2,1,6,5,0,0,6,0,DEF,right,0.0024,False
C. Rodríguez,Uruguay,17.0,2,0,0,0,70095,2057958,20180625,6,4,0,0,1,2,0,0,1,0,0,1,3,0,0,0,0,0,MID,left,0.0208,False
I. Akinfeev,Russia,,0,0,3,0,101576,2057958,20180625,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,GKP,,,True
S. Ignashevich,Russia,90.0,0,0,0,0,101583,2057958,20180625,23,18,0,0,0,0,0,0,6,0,8,0,1,0,0,0,0,0,DEF,left,0.0157,True
F. Kudryashov,Russia,90.0,0,0,0,0,101647,2057958,20180625,38,34,0,0,0,0,0,0,1,0,0,1,3,2,0,0,6,0,DEF,left,-0.0021,True
A. Dzyuba,Russia,90.0,1,0,0,0,101669,2057958,20180625,16,11,0,1,5,1,1,0,3,0,2,0,15,9,0,0,0,0,FWD,central,0.0051,True
A. Samedov,Russia,90.0,0,0,0,0,101699,2057958,20180625,32,29,0,1,1,0,0,0,2,0,0,1,1,1,0,0,0,1,MID,right,-0.017,True
F. Smolov,Russia,30.0,0,0,0,0,101707,2057958,20180625,16,13,0,2,0,0,0,0,1,0,0,2,3,1,0,0,0,0,FWD,left,-0.0023,False
I. Smolnikov,Russia,90.0,0,0,0,0,101825,2057958,20180625,11,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,DEF,right,-0.0046,True
Y. Gazinskiy,Russia,46.0,0,0,0,0,102157,2057958,20180625,19,16,1,0,1,0,0,0,3,0,0,0,1,1,0,0,0,0,MID,central,-0.0065,True
I. Kutepov,Russia,90.0,0,0,0,0,103668,2057958,20180625,36,28,1,0,1,0,0,0,4,0,2,0,3,1,0,0,0,0,DEF,right,0.0097,True
R. Zobnin,Russia,90.0,1,0,0,0,103682,2057958,20180625,44,38,2,2,0,0,0,0,5,0,3,2,1,0,0,0,0,0,MID,central,0.0091,True
D. Laxalt,Uruguay,90.0,1,0,0,0,116269,2057958,20180625,50,39,0,0,0,1,0,0,0,0,0,3,2,1,0,0,10,0,MID,left,-0.0113,True
M. Vecino,Uruguay,90.0,1,0,0,0,116349,2057958,20180625,63,58,0,0,0,1,0,0,1,0,0,0,8,4,0,0,0,0,MID,central,0.0018,True
G. De Arrascaeta,Uruguay,27.0,0,0,0,0,213364,2057958,20180625,19,15,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,MID,central,-0.0024,False
D. Kuzyaev,Russia,44.0,0,0,0,0,220971,2057958,20180625,16,14,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,MID,central,-0.0008,False
Al. Miranchuk,Russia,60.0,0,0,0,0,262048,2057958,20180625,19,13,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,MID,central,-0.0081,True
N. Nández,Uruguay,73.0,0,0,0,0,299618,2057958,20180625,34,29,1,1,0,0,0,0,2,0,0,0,5,1,0,0,0,0,MID,right,0.0048,True
L. Torreira,Uruguay,90.0,1,0,0,0,333571,2057958,20180625,56,51,0,0,1,0,0,0,6,0,2,0,4,2,0,0,0,1,MID,central,-0.0061,True
R. Bentancur,Uruguay,63.0,2,0,0,0,361807,2057958,20180625,26,23,0,0,2,1,0,0,2,0,0,0,2,1,0,0,0,0,MID,central,0.0018,True
Maxi Gómez,Uruguay,,0,0,0,0,395636,2057958,20180625,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,FWD,,,False
Mahmoud Kahraba,Egypt,,0,0,0,0,119932,2057959,20180625,4,3,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,MID,,,False
Ahmed Hegazy,Egypt,90.0,0,0,0,0,119951,2057959,20180625,37,30,0,0,0,0,0,0,11,0,6,1,0,0,0,0,0,0,DEF,left,0.0094,True
Mohamed Abdel-Shafi,Egypt,90.0,0,0,0,0,119975,2057959,20180625,40,33,0,0,0,0,0,0,4,0,1,2,1,1,0,0,5,0,DEF,left,-0.0033,True
Ahmed Fathy,Egypt,90.0,0,0,0,0,120156,2057959,20180625,37,29,4,0,2,0,1,0,7,0,4,2,1,0,0,0,11,0,DEF,right,0.0053,True
Abdallah Said,Egypt,52.0,0,0,0,1,120167,2057959,20180625,19,13,0,1,3,0,0,0,1,0,0,1,2,1,0,0,0,0,MID,right,0.0356,True
Marwan Mohsen,Egypt,64.0,0,0,0,0,120225,2057959,20180625,11,6,0,0,0,0,0,0,2,0,2,0,9,5,0,0,0,0,FWD,central,0.0023,True
Essam El Hadary,Egypt,,0,0,2,0,120269,2057959,20180625,9,7,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,GKP,,,True
Mohamed Elneny,Egypt,90.0,1,0,0,0,120339,2057959,20180625,40,38,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,MID,right,0.0011,True
Mohamed Salah,Egypt,90.0,2,1,0,0,120353,2057959,20180625,18,13,0,3,11,2,1,0,1,0,0,1,1,0,0,0,0,0,FWD,central,0.016,True
Yasser Al Mosailem,Saudi Arabia,,0,0,1,0,122562,2057959,20180625,9,8,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,GKP,,,True
Hattan Bahbir,Saudi Arabia,65.0,3,0,0,0,122615,2057959,20180625,30,22,1,1,3,2,0,0,1,0,0,2,0,0,0,0,0,1,MID,right,0.009,True
Fahad Al Muwallad,Saudi Arabia,79.0,0,0,0,0,122623,2057959,20180625,14,10,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,FWD,central,-0.0143,True
Muhannad Asiri,Saudi Arabia,,1,0,0,0,122749,2057959,20180625,2,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,FWD,,,False
Salem Al Dawsari,Saudi Arabia,90.0,4,1,0,0,122832,2057959,20180625,67,60,2,6,6,4,2,0,2,0,0,0,0,0,0,0,0,1,MID,left,0.0566,True
Osama Hawsawi,Saudi Arabia,90.0,0,0,0,0,122839,2057959,20180625,31,29,1,0,1,0,0,0,2,0,2,0,4,2,0,0,0,0,DEF,right,0.0057,True
Salman Al Faraj,Saudi Arabia,90.0,1,1,0,0,122847,2057959,20180625,93,77,0,2,5,2,3,0,5,0,1,5,1,0,0,0,4,5,MID,central,-0.016,True
Yahya Al Shehri,Saudi Arabia,11.0,0,0,0,0,122888,2057959,20180625,20,20,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,MID,central,0.0018,False
Hussain Al Mogahwi,Saudi Arabia,90.0,5,0,0,0,122918,2057959,20180625,76,73,0,2,1,4,0,0,2,0,1,3,1,0,0,0,0,0,MID,central,0.0216,True
Yasir Al Shahrani,Saudi Arabia,90.0,1,0,0,0,122940,2057959,20180625,70,61,0,2,7,1,1,0,4,0,3,7,9,4,0,0,4,0,DEF,left,0.0051,True
Motaz Hawsawi,Saudi Arabia,90.0,0,0,0,0,139391,2057959,20180625,29,26,1,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,DEF,left,0.0037,True
Abdullah Otayf,Saudi Arabia,90.0,2,0,0,1,139393,2057959,20180625,114,106,1,0,3,1,0,0,7,0,2,0,0,0,0,0,0,0,MID,central,0.0631,True
