player_id,match_id,name,team,pos,shot,goal,assist,cross,throw,corner
401861,2057990,J. Rodriguez,Panama,MID,0,0,0,2,0,0
7934,2057991,J. Lingard,England,MID,4,0,0,0,0,0
7964,2057991,J. Henderson,England,MID,1,0,0,2,0,0
13484,2057991,D. Alli,England,MID,1,0,0,2,0,0
25776,2057991,W. Khazri,Tunisia,MID,1,0,0,0,0,2
26100,2057991,N. Sliti,Tunisia,MID,2,0,0,0,0,0
120853,2057991,F. Sassi,Tunisia,MID,1,1,0,0,0,0
235555,2057991,R. Loftus-Cheek,England,MID,0,0,0,1,0,0
25776,2057992,W. Khazri,Tunisia,MID,3,1,1,3,3,2
26100,2057992,N. Sliti,Tunisia,MID,1,0,0,1,1,0
38021,2057992,K. De Bruyne,Belgium,MID,0,0,0,3,1,3
70123,2057992,A. Witsel,Belgium,MID,3,0,0,0,1,0
120853,2057992,F. Sassi,Tunisia,MID,2,0,0,0,0,0
263802,2057992,Y. Tielemans,Belgium,MID,0,0,1,0,0,1
275243,2057992,S. Khaoui,Tunisia,MID,1,0,0,2,0,0
7934,2057993,J. Lingard,England,MID,2,1,0,0,0,0
7964,2057993,J. Henderson,England,MID,1,0,0,0,0,0
8464,2057993,F. Delph,England,MID,0,0,0,1,0,0
86414,2057993,A. Godoy,Panama,MID,1,0,0,0,0,0
235555,2057993,R. Loftus-Cheek,England,MID,1,0,1,0,1,0
241077,2057993,Y. Bárcenas,Panama,MID,2,0,0,3,0,0
401861,2057993,J. Rodriguez,Panama,MID,1,0,0,3,0,1
261,2057994,N. Chadli,Belgium,MID,0,0,0,1,2,0
8249,2057994,M. Fellaini,Belgium,MID,2,0,0,1,0,0
8464,2057994,F. Delph,England,MID,2,0,0,1,0,0
235555,2057994,R. Loftus-Cheek,England,MID,1,0,0,3,0,0
261127,2057994,A. Januzaj,Belgium,MID,4,1,0,1,0,0
263802,2057994,Y. Tielemans,Belgium,MID,2,0,1,1,0,0
25776,2057995,W. Khazri,Tunisia,MID,5,1,1,4,0,3
26100,2057995,N. Sliti,Tunisia,MID,3,0,0,3,0,0
59083,2057995,G. Gómez,Panama,MID,1,0,0,0,0,0
86414,2057995,A. Godoy,Panama,MID,1,0,0,0,0,0
120853,2057995,F. Sassi,Tunisia,MID,1,0,0,0,1,0
241077,2057995,Y. Bárcenas,Panama,MID,1,0,0,1,0,0
354043,2057995,G. Chaalali,Tunisia,MID,1,0,0,2,0,2
401861,2057995,J. Rodriguez,Panama,MID,2,0,0,1,0,0
25706,2057996,I. Gueye,Senegal,MID,2,0,0,0,1,0
33032,2057996,K. Grosicki,Poland,MID,2,0,1,1,1,1
99902,2057996,P. Zieliński,Poland,MID,0,0,0,2,1,1
448079,2057996,I. Sarr,Senegal,MID,0,0,0,4,0,0
14816,2057997,S. Kagawa,Japan,MID,1,1,0,0,0,0
14836,2057997,T. Inui,Japan,MID,3,0,0,1,1,1
20751,2057997,J. Cuadrado,Colombia,MID,1,0,0,0,0,0
70096,2057997,J. Rodríguez,Colombia,MID,1,0,0,0,3,2
91019,2057997,J. Quintero,Colombia,MID,1,1,0,0,1,1
94650,2057997,G. Haraguchi,Japan,MID,0,0,0,0,1,0
94828,2057997,G. Shibasaki,Japan,MID,0,0,0,2,0,4
101592,2057997,K. Honda,Japan,MID,1,0,1,0,0,1
20751,2057998,J. Cuadrado,Colombia,MID,3,1,0,8,0,0
33032,2057998,K. Grosicki,Poland,MID,0,0,0,0,0,2
70096,2057998,J. Rodríguez,Colombia,MID,1,0,2,2,0,2
91019,2057998,J. Quintero,Colombia,MID,2,0,1,2,1,3
91502,2057998,A. Uribe,Colombia,MID,1,0,0,0,0,0
99902,2057998,P. Zieliński,Poland,MID,2,0,0,1,2,3
255738,2057998,J. Lerma,Colombia,MID,1,0,0,0,0,0
14836,2057999,T. Inui,Japan,MID,2,1,1,1,0,1
14929,2057999,M. Hasebe,Japan,MID,1,0,0,0,0,0
25706,2057999,I. Gueye,Senegal,MID,0,0,0,1,0,0
27412,2057999,C. N'Doye,Senegal,MID,1,0,0,0,0,0
94650,2057999,G. Haraguchi,Japan,MID,1,0,0,1,0,0
94828,2057999,G. Shibasaki,Japan,MID,0,0,0,3,1,0
101592,2057999,K. Honda,Japan,MID,1,1,0,0,0,1
207164,2057999,B. N'Diaye,Senegal,MID,1,0,0,1,0,1
448079,2057999,I. Sarr,Senegal,MID,1,0,0,4,1,0
14836,2058000,T. Inui,Japan,MID,0,0,0,1,0,0
33032,2058000,K. Grosicki,Poland,MID,2,0,0,7,0,4
94828,2058000,G. Shibasaki,Japan,MID,0,0,0,1,0,4
99902,2058000,P. Zieliński,Poland,MID,1,0,0,0,0,0
100140,2058000,J. Góralski,Poland,MID,1,0,0,0,0,0
225324,2058000,R. Kurzawa,Poland,MID,2,0,1,1,0,3
20751,2058001,J. Cuadrado,Colombia,MID,0,0,0,2,4,0
70096,2058001,J. Rodríguez,Colombia,MID,0,0,0,0,0,1
91019,2058001,J. Quintero,Colombia,MID,0,0,1,0,1,2
448079,2058001,I. Sarr,Senegal,MID,2,0,0,3,0,0
32599,2058002,Manuel Fernandes,Portugal,MID,2,0,0,1,0,1
37762,2058002,William Carvalho,Portugal,MID,1,0,0,0,0,0
70095,2058002,C. Rodríguez,Uruguay,MID,0,0,0,1,0,0
70403,2058002,Adrien Silva,Portugal,MID,1,0,0,1,0,0
70965,2058002,João Mário,Portugal,MID,0,0,0,5,2,3
116269,2058002,D. Laxalt,Uruguay,MID,0,0,0,1,5,0
116349,2058002,M. Vecino,Uruguay,MID,0,0,0,1,0,0
265673,2058002,Bernardo Silva,Portugal,MID,2,0,0,6,2,2
299618,2058002,N. Nández,Uruguay,MID,1,0,0,2,0,0
333571,2058002,L. Torreira,Uruguay,MID,0,0,0,0,0,2
361807,2058002,R. Bentancur,Uruguay,MID,0,0,1,1,0,0
3280,2058003,É. Banega,Argentina,MID,1,0,0,0,0,1
3314,2058003,Á. di María,Argentina,MID,2,1,0,7,3,2
25437,2058003,B. Matuidi,France,MID,1,0,0,0,1,0
86234,2058003,E. Pérez,Argentina,MID,0,0,0,0,1,0
146459,2058003,M. Meza,Argentina,MID,0,0,0,2,1,0
3346,2058004,Sergio Busquets,Spain,MID,1,0,0,0,0,0
3353,2058004,Iniesta,Spain,MID,2,1,0,0,0,0
3443,2058004,Koke,Spain,MID,1,0,0,2,0,1
3563,2058004,Isco,Spain,MID,1,0,0,6,4,3
4513,2058004,D. Cheryshev,Russia,MID,0,1,0,1,0,0
8317,2058004,David Silva,Spain,MID,1,0,0,0,0,0
101699,2058004,A. Samedov,Russia,MID,0,0,0,1,0,3
101857,2058004,Y. Zhirkov,Russia,MID,1,0,0,0,1,1
103682,2058004,R. Zobnin,Russia,MID,1,0,0,2,0,0
257800,2058004,A. Golovin,Russia,MID,1,1,0,1,0,1
288091,2058004,Marco Asensio,Spain,MID,1,0,0,2,0,2
54,2058005,C. Eriksen,Denmark,MID,4,0,0,4,0,3
405,2058005,L. Schöne,Denmark,MID,3,0,0,1,0,0
3476,2058005,I. Rakitić,Croatia,MID,4,1,0,0,0,0
8287,2058005,L. Modrić,Croatia,MID,2,1,0,3,0,5
14812,2058005,I. Perišić,Croatia,MID,5,0,0,5,4,0
55990,2058005,T. Delaney,Denmark,MID,1,0,1,1,0,0
56025,2058005,M. Krohn-Dehli,Denmark,MID,0,1,0,0,0,0
69404,2058005,M. Kovačić,Croatia,MID,1,0,0,0,0,0
241945,2058005,P. Sisto,Denmark,MID,1,0,0,0,0,0
3349,2058006,J. dos Santos,Mexico,MID,0,0,0,0,0,1
3384,2058006,A. Guardado,Mexico,MID,2,0,0,1,1,3
40550,2058006,Paulinho,Brazil,MID,1,0,0,1,1,0
40756,2058006,Casemiro,Brazil,MID,0,0,0,1,0,0
105333,2058006,Willian,Brazil,MID,2,0,1,4,1,4
