player_id,match_id,name,team,pos,shot,goal,assist,cross,throw,corner
41123,2057954,Mário Fernandes,Russia,DEF,0,0,0,1,16,0
122940,2057954,Yasir Al Shahrani,Saudi Arabia,DEF,2,0,0,1,15,0
292954,2057954,Mohammed Al Burayk,Saudi Arabia,DEF,0,0,0,2,11,0
20460,2057955,M. Cáceres,Uruguay,DEF,1,0,0,3,7,0
116166,2057955,G. Varela,Uruguay,DEF,0,0,0,2,9,0
119975,2057955,Mohamed Abdel-Shafi,Egypt,DEF,0,0,0,1,12,0
120156,2057955,Ahmed Fathy,Egypt,DEF,1,0,0,5,11,0
227894,2057955,J. Giménez,Uruguay,DEF,1,1,0,0,0,0
41123,2057956,Mário Fernandes,Russia,DEF,0,0,1,3,14,0
101583,2057956,S. Ignashevich,Russia,DEF,2,0,0,0,0,0
101647,2057956,F. Kudryashov,Russia,DEF,0,0,0,0,3,0
103668,2057956,I. Kutepov,Russia,DEF,0,0,1,0,0,0
119975,2057956,Mohamed Abdel-Shafi,Egypt,DEF,0,0,0,2,15,0
120156,2057956,Ahmed Fathy,Egypt,DEF,0,0,0,7,11,0
198120,2057956,Ali Gabr,Egypt,DEF,1,0,0,1,1,0
20460,2057957,M. Cáceres,Uruguay,DEF,2,0,0,2,8,0
116166,2057957,G. Varela,Uruguay,DEF,0,0,0,1,9,0
122940,2057957,Yasir Al Shahrani,Saudi Arabia,DEF,2,0,0,2,11,0
292954,2057957,Mohammed Al Burayk,Saudi Arabia,DEF,0,0,0,7,10,0
3433,2057958,D. Godín,Uruguay,DEF,2,0,0,0,0,0
20460,2057958,M. Cáceres,Uruguay,DEF,0,0,0,2,11,0
41123,2057958,Mário Fernandes,Russia,DEF,0,0,0,1,6,0
101647,2057958,F. Kudryashov,Russia,DEF,0,0,0,1,6,0
101825,2057958,I. Smolnikov,Russia,DEF,0,0,0,0,1,0
119951,2057959,Ahmed Hegazy,Egypt,DEF,0,0,0,1,0,0
119975,2057959,Mohamed Abdel-Shafi,Egypt,DEF,0,0,0,2,5,0
120156,2057959,Ahmed Fathy,Egypt,DEF,0,0,0,2,11,0
122940,2057959,Yasir Al Shahrani,Saudi Arabia,DEF,1,0,0,7,4,0
292954,2057959,Mohammed Al Burayk,Saudi Arabia,DEF,1,0,0,5,6,0
3269,2057960,Jordi Alba,Spain,DEF,0,0,0,4,8,0
3304,2057960,Nacho,Spain,DEF,1,1,0,2,11,0
28907,2057960,Raphaël Guerreiro,Portugal,DEF,0,0,0,5,11,0
70389,2057960,Cédric Soares,Portugal,DEF,0,0,0,2,4,0
20579,2057961,M. Benatia,Morocco,DEF,1,0,0,0,1,0
79098,2057961,R. Rezaeian,Iran,DEF,0,0,0,0,15,0
79248,2057961,E. Hajsafi,Iran,DEF,1,0,0,2,10,0
101620,2057961,M. da Costa,Morocco,DEF,1,0,0,0,0,0
272829,2057961,R. Cheshmi,Iran,DEF,1,0,0,0,0,0
396475,2057961,A. Hakimi,Morocco,DEF,1,0,0,2,6,0
3305,2057962,Pepe,Portugal,DEF,0,0,0,1,0,0
20579,2057962,M. Benatia,Morocco,DEF,4,0,0,0,0,0
28907,2057962,Raphaël Guerreiro,Portugal,DEF,1,0,0,1,7,0
70389,2057962,Cédric Soares,Portugal,DEF,0,0,0,1,6,0
101620,2057962,M. da Costa,Morocco,DEF,1,0,0,0,0,0
396475,2057962,A. Hakimi,Morocco,DEF,0,0,0,2,11,0
3269,2057963,Jordi Alba,Spain,DEF,0,0,0,7,5,0
3306,2057963,Sergio Ramos,Spain,DEF,1,0,0,0,2,0
3341,2057963,Piqué,Spain,DEF,1,0,0,0,0,0
4501,2057963,Daniel Carvajal,Spain,DEF,1,0,0,3,9,0
79098,2057963,R. Rezaeian,Iran,DEF,0,0,0,3,6,0
79248,2057963,E. Hajsafi,Iran,DEF,0,0,0,0,4,0
333803,2057963,M. Mohammadi,Iran,DEF,0,0,0,0,4,0
8126,2057964,José Fonte,Portugal,DEF,1,0,0,0,0,0
28907,2057964,Raphaël Guerreiro,Portugal,DEF,1,0,0,4,8,0
70389,2057964,Cédric Soares,Portugal,DEF,0,0,0,2,14,0
79098,2057964,R. Rezaeian,Iran,DEF,0,0,0,4,7,0
79248,2057964,E. Hajsafi,Iran,DEF,0,0,0,0,1,0
3269,2057965,Jordi Alba,Spain,DEF,0,0,0,2,6,0
3306,2057965,Sergio Ramos,Spain,DEF,1,0,0,0,0,0
3341,2057965,Piqué,Spain,DEF,3,0,0,0,0,0
4501,2057965,Daniel Carvajal,Spain,DEF,0,0,1,6,14,0
396475,2057965,A. Hakimi,Morocco,DEF,0,0,0,1,3,0
56026,2057967,J. Stryger Larsen,Denmark,DEF,1,0,0,0,4,0
56394,2057967,H. Dalsgaard,Denmark,DEF,0,0,0,2,12,0
114617,2057967,C. Ramos,Peru,DEF,1,0,0,0,0,0
114709,2057967,L. Advíncula,Peru,DEF,2,0,0,0,7,0
115146,2057967,M. Trauco,Peru,DEF,0,0,0,5,10,0
3309,2057968,R. Varane,France,DEF,1,0,0,0,0,0
114709,2057968,L. Advíncula,Peru,DEF,1,0,0,3,11,0
115146,2057968,M. Trauco,Peru,DEF,0,0,0,1,17,2
279545,2057968,L. Hernández,France,DEF,2,0,0,0,12,0
340646,2057968,B. Pavard,France,DEF,0,0,0,0,12,0
3309,2057970,R. Varane,France,DEF,1,0,0,0,0,0
26136,2057970,B. Mendy,France,DEF,0,0,0,8,3,0
26196,2057970,D. Sidibé,France,DEF,0,0,0,6,7,0
