player_id,match_id,name,team,pos,assist,cross
14716,2057984,J. Boateng,Germany,DEF,0,1
14732,2057984,T. Müller,Germany,FWD,0,10
14862,2057984,J. Draxler,Germany,MID,0,1
15024,2057984,M. Reus,Germany,FWD,0,3
15125,2057984,M. Plattenhardt,Germany,DEF,0,3
146583,2057984,J. Brandt,Germany,MID,0,1
173214,2057984,T. Werner,Germany,FWD,0,2
224593,2057984,J. Kimmich,Germany,DEF,0,11
295156,2057984,H. Lozano,Mexico,FWD,0,1
336178,2057984,J. Gallardo,Mexico,MID,0,2
123,2057985,O. Toivonen,Sweden,FWD,0,1
8529,2057985,S. Larsson,Sweden,MID,0,3
14911,2057985,Son Heung-Min,Korea Republic,FWD,0,2
49862,2057985,Joo-Ho Park,Korea Republic,DEF,0,2
51144,2057985,V. Claesson,Sweden,MID,0,1
51217,2057985,L. Augustinsson,Sweden,DEF,0,4
61949,2057985,M. Lustig,Sweden,DEF,0,4
95200,2057985,Young-Gwon Kim,Korea Republic,DEF,0,1
95299,2057985,Min-Woo Kim,Korea Republic,MID,0,3
95490,2057985,Woo-Young Jung,Korea Republic,MID,0,1
107529,2057985,Yong Lee,Korea Republic,DEF,0,3
299121,2057985,Jae-Sung Lee,Korea Republic,MID,0,1
349687,2057985,Hwang Hee-Chan,Korea Republic,FWD,0,1
123,2057986,O. Toivonen,Sweden,FWD,0,1
14716,2057986,J. Boateng,Germany,DEF,0,4
14723,2057986,T. Kroos,Germany,MID,0,3
14732,2057986,T. Müller,Germany,FWD,0,8
14808,2057986,İ. Gündoğan,Germany,MID,0,1
14862,2057986,J. Draxler,Germany,MID,0,1
15024,2057986,M. Reus,Germany,FWD,0,6
18669,2057986,J. Hector,Germany,DEF,0,3
50812,2057986,J. Durmaz,Sweden,MID,0,1
51144,2057986,V. Claesson,Sweden,MID,1,1
51217,2057986,L. Augustinsson,Sweden,DEF,0,4
61949,2057986,M. Lustig,Sweden,DEF,0,2
146583,2057986,J. Brandt,Germany,MID,0,1
173214,2057986,T. Werner,Germany,FWD,0,5
224593,2057986,J. Kimmich,Germany,DEF,0,13
3384,2057987,A. Guardado,Mexico,MID,0,1
3685,2057987,C. Vela,Mexico,FWD,0,2
7941,2057987,J. Hernández,Mexico,FWD,0,1
8297,2057987,G. dos Santos,Mexico,FWD,0,1
51625,2057987,Seon-Min Moon,Korea Republic,MID,0,2
95200,2057987,Young-Gwon Kim,Korea Republic,DEF,0,1
95299,2057987,Min-Woo Kim,Korea Republic,MID,0,2
107529,2057987,Yong Lee,Korea Republic,DEF,0,1
112366,2057987,M. Layún,Mexico,DEF,0,2
295156,2057987,H. Lozano,Mexico,FWD,1,0
299121,2057987,Jae-Sung Lee,Korea Republic,MID,0,2
336178,2057987,J. Gallardo,Mexico,MID,0,1
349687,2057987,Hwang Hee-Chan,Korea Republic,FWD,0,2
3318,2057988,S. Khedira,Germany,MID,0,1
3319,2057988,M. Özil,Germany,MID,0,4
14723,2057988,T. Kroos,Germany,MID,0,1
14732,2057988,T. Müller,Germany,FWD,0,1
14795,2057988,M. Hummels,Germany,DEF,0,2
15024,2057988,M. Reus,Germany,FWD,0,5
15781,2057988,Ja-Cheol Koo,Korea Republic,MID,0,1
18669,2057988,J. Hector,Germany,DEF,0,2
107413,2057988,Chul Hong,Korea Republic,DEF,0,1
107529,2057988,Yong Lee,Korea Republic,DEF,0,2
134383,2057988,N. Süle,Germany,DEF,0,1
134387,2057988,L. Goretzka,Germany,MID,0,2
146583,2057988,J. Brandt,Germany,MID,0,1
173214,2057988,T. Werner,Germany,FWD,0,8
209567,2057988,Se-Jong Ju,Korea Republic,MID,1,0
224593,2057988,J. Kimmich,Germany,DEF,0,12
123,2057989,O. Toivonen,Sweden,FWD,0,1
3685,2057989,C. Vela,Mexico,FWD,0,3
3795,2057989,H. Moreno,Mexico,DEF,0,1
7941,2057989,J. Hernández,Mexico,FWD,0,1
8529,2057989,S. Larsson,Sweden,MID,0,2
14908,2057989,M. Berg,Sweden,FWD,0,1
51217,2057989,L. Augustinsson,Sweden,DEF,0,1
61949,2057989,M. Lustig,Sweden,DEF,0,3
112253,2057989,M. Fabián,Mexico,MID,0,2
112366,2057989,M. Layún,Mexico,DEF,0,2
112459,2057989,H. Herrera,Mexico,MID,0,5
112522,2057989,J. Corona,Mexico,FWD,0,4
255387,2057989,C. Salcedo,Mexico,DEF,0,1
295156,2057989,H. Lozano,Mexico,FWD,0,1
336178,2057989,J. Gallardo,Mexico,MID,0,3
36,2057990,T. Alderweireld,Belgium,DEF,0,1
48,2057990,J. Vertonghen,Belgium,DEF,0,1
122,2057990,D. Mertens,Belgium,FWD,0,5
25707,2057990,E. Hazard,Belgium,FWD,1,0
37824,2057990,T. Meunier,Belgium,DEF,0,4
38021,2057990,K. De Bruyne,Belgium,MID,1,3
116364,2057990,E. Davis,Panama,DEF,0,2
134769,2057990,Y. Carrasco,Belgium,FWD,0,1
241077,2057990,Y. Bárcenas,Panama,MID,0,3
361498,2057990,M. Murillo,Panama,DEF,0,1
401861,2057990,J. Rodriguez,Panama,MID,0,2
7939,2057991,A. Young,England,DEF,0,2
7964,2057991,J. Henderson,England,MID,0,2
8277,2057991,K. Walker,England,DEF,0,1
8653,2057991,H. Maguire,England,DEF,1,1
8945,2057991,K. Trippier,England,DEF,0,4
9380,2057991,J. Stones,England,DEF,0,1
13484,2057991,D. Alli,England,MID,0,2
235555,2057991,R. Loftus-Cheek,England,MID,0,1
295747,2057991,D. Bronn,Tunisia,DEF,0,2
36,2057992,T. Alderweireld,Belgium,DEF,1,0
48,2057992,J. Vertonghen,Belgium,DEF,0,1
122,2057992,D. Mertens,Belgium,FWD,1,2
7905,2057992,R. Lukaku,Belgium,FWD,0,1
25776,2057992,W. Khazri,Tunisia,MID,1,3
26100,2057992,N. Sliti,Tunisia,MID,0,1
37824,2057992,T. Meunier,Belgium,DEF,1,4
38021,2057992,K. De Bruyne,Belgium,MID,0,3
134769,2057992,Y. Carrasco,Belgium,FWD,0,4
209354,2057992,F. Ben Youssef,Tunisia,FWD,0,1
263802,2057992,Y. Tielemans,Belgium,MID,1,0
275243,2057992,S. Khaoui,Tunisia,MID,0,2
293080,2057992,H. Nagguez,Tunisia,DEF,1,5
8292,2057993,D. Rose,England,DEF,0,1
8464,2057993,F. Delph,England,MID,0,1
8717,2057993,H. Kane,England,FWD,0,1
8945,2057993,K. Trippier,England,DEF,1,0
11066,2057993,R. Sterling,England,FWD,1,0
116364,2057993,E. Davis,Panama,DEF,0,3
235555,2057993,R. Loftus-Cheek,England,MID,1,0
241077,2057993,Y. Bárcenas,Panama,MID,0,3
361498,2057993,M. Murillo,Panama,DEF,0,2
401861,2057993,J. Rodriguez,Panama,MID,0,3
261,2057994,N. Chadli,Belgium,MID,0,1
7918,2057994,P. Jones,England,DEF,0,1
8249,2057994,M. Fellaini,Belgium,MID,0,1
8292,2057994,D. Rose,England,DEF,0,3
8464,2057994,F. Delph,England,MID,0,1
8653,2057994,H. Maguire,England,DEF,0,1
12829,2057994,J. Vardy,England,FWD,0,1
38093,2057994,M. Batshuayi,Belgium,FWD,0,1
235555,2057994,R. Loftus-Cheek,England,MID,0,3
261127,2057994,A. Januzaj,Belgium,MID,0,1
263802,2057994,Y. Tielemans,Belgium,MID,1,1
346101,2057994,T. Alexander-Arnold,England,DEF,0,3
397178,2057994,M. Rashford,England,FWD,0,2
25776,2057995,W. Khazri,Tunisia,MID,1,4
26100,2057995,N. Sliti,Tunisia,MID,0,3
120717,2057995,O. Haddadi,Tunisia,DEF,1,5
131862,2057995,L. Ovalle,Panama,DEF,0,1
209354,2057995,F. Ben Youssef,Tunisia,FWD,0,2
241077,2057995,Y. Bárcenas,Panama,MID,0,1
293080,2057995,H. Nagguez,Tunisia,DEF,0,5
354043,2057995,G. Chaalali,Tunisia,MID,0,2
401861,2057995,J. Rodriguez,Panama,MID,0,1
14798,2057996,Ł. Piszczek,Poland,DEF,0,4
25898,2057996,M. Niang,Senegal,FWD,0,3
28529,2057996,Y. Sabaly,Senegal,DEF,0,1
33032,2057996,K. Grosicki,Poland,MID,1,1
99391,2057996,M. Rybus,Poland,DEF,0,3
99452,2057996,A. Milik,Poland,FWD,0,1
99902,2057996,P. Zieliński,Poland,MID,0,2
375348,2057996,M. Wagué,Senegal,DEF,0,3
448079,2057996,I. Sarr,Senegal,MID,0,4
14836,2057997,T. Inui,Japan,MID,0,1
20517,2057997,Y. Nagatomo,Japan,DEF,0,2
37831,2057997,C. Bacca,Colombia,FWD,0,1
70136,2057997,S. Arias,Colombia,DEF,0,3
91702,2057997,J. Mojica,Colombia,DEF,0,4
94695,2057997,H. Sakai,Japan,DEF,0,4
94828,2057997,G. Shibasaki,Japan,MID,0,2
94831,2057997,Y. Ōsako,Japan,FWD,0,2
101592,2057997,K. Honda,Japan,MID,1,0
3450,2057998,R. Falcao,Colombia,FWD,0,1
14798,2057998,Ł. Piszczek,Poland,DEF,0,1
14817,2057998,R. Lewandowski,Poland,FWD,0,1
20751,2057998,J. Cuadrado,Colombia,MID,0,8
70096,2057998,J. Rodríguez,Colombia,MID,2,2
70136,2057998,S. Arias,Colombia,DEF,0,3
91019,2057998,J. Quintero,Colombia,MID,1,2
91702,2057998,J. Mojica,Colombia,DEF,0,8
