player_id,match_id,shot,goal
50023,2058008,1,0
51132,2058008,1,1
61949,2058008,1,0
282772,2058008,1,0
3450,2058009,3,1
7934,2058009,2,0
8292,2058009,1,0
8653,2058009,2,0
8717,2058009,2,2
8945,2058009,0,1
11066,2058009,2,0
12829,2058009,1,0
13484,2058009,1,0
20751,2058009,2,1
20764,2058009,0,1
37831,2058009,1,0
91019,2058009,3,0
91502,2058009,1,0
91702,2058009,1,0
210044,2058009,1,1
256634,2058009,1,1
257762,2058009,1,0
397178,2058009,0,1
3309,2058010,1,1
3433,2058010,1,0
3682,2058010,1,1
7936,2058010,1,0
20460,2058010,3,0
26010,2058010,1,0
31528,2058010,1,0
70095,2058010,2,0
116349,2058010,1,0
209091,2058010,1,0
299618,2058010,1,0
340646,2058010,1,0
353833,2058010,1,0
361807,2058010,1,0
261,2058011,1,0
3310,2058011,1,0
3802,2058011,6,0
8249,2058011,1,0
8307,2058011,1,0
14785,2058011,2,1
15808,2058011,3,0
20394,2058011,1,0
25707,2058011,2,0
38021,2058011,2,1
40550,2058011,2,0
40810,2058011,3,0
105334,2058011,4,0
105339,2058011,1,0
340386,2058011,2,0
3476,2058012,0,1
4513,2058012,2,1
8287,2058012,3,1
14812,2058012,3,0
14943,2058012,2,0
41123,2058012,1,1
69396,2058012,1,2
69409,2058012,1,0
69411,2058012,3,1
69616,2058012,3,0
69968,2058012,0,1
101583,2058012,1,1
101590,2058012,0,1
101669,2058012,2,0
101707,2058012,1,0
101953,2058012,2,0
103682,2058012,1,0
220971,2058012,1,1
7934,2058013,3,0
7964,2058013,1,0
8653,2058013,2,1
8717,2058013,1,0
11066,2058013,2,0
13484,2058013,2,1
14908,2058013,2,0
51132,2058013,1,0
51144,2058013,3,0
36,2058014,2,0
3682,2058014,4,0
7905,2058014,1,0
7936,2058014,1,0
8249,2058014,1,0
25397,2058014,1,1
25437,2058014,3,0
25707,2058014,2,0
26010,2058014,6,0
38021,2058014,2,0
70123,2058014,1,0
209091,2058014,1,0
340646,2058014,1,0
3476,2058015,1,0
7934,2058015,3,0
7964,2058015,1,0
8653,2058015,1,0
8717,2058015,2,0
8945,2058015,0,1
9380,2058015,1,0
11066,2058015,1,0
14812,2058015,7,1
14943,2058015,3,1
25393,2058015,1,0
69409,2058015,1,0
69411,2058015,3,0
69616,2058015,3,0
69968,2058015,3,0
210044,2058015,1,0
36,2058016,1,0
122,2058016,1,0
7905,2058016,1,0
7934,2058016,1,0
8464,2058016,1,0
8653,2058016,2,0
8717,2058016,2,0
11066,2058016,2,0
25707,2058016,1,1
37824,2058016,2,1
38021,2058016,2,0
210044,2058016,4,0
235555,2058016,1,0
263802,2058016,3,0
397178,2058016,1,0
3476,2058017,3,0
3682,2058017,1,1
7936,2058017,2,1
14812,2058017,2,1
14943,2058017,1,1
25393,2058017,1,0
26010,2058017,1,0
28115,2058017,1,0
69396,2058017,2,0
69409,2058017,2,0
69616,2058017,3,0
353833,2058017,2,1
